sseqid,IS1016@IS1595@IS1016,IS1301@IS5@IS427,IS1655@IS30@nan,ISNg1@IS3@IS150,ISNgo2@IS110@nan,ISNgo3@IS110@nan
485_13882,1,0,0,0,0,1
485_13883,0,0,0,1,0,1
485_13884,1,0,0,1,0,1
485_13885,1,0,0,0,0,1
485_13886,0,0,0,0,0,1
485_13887,1,0,1,1,0,1
485_13888,1,0,0,0,0,1
485_13889,1,0,0,0,0,1
485_13890,0,0,0,0,0,1
485_13891,1,0,0,0,0,0
485_13892,0,0,0,0,0,1
485_13893,0,0,0,0,1,1
485_13894,1,0,0,1,0,1
485_13895,1,0,0,0,0,1
485_13896,1,0,0,1,0,1
485_13897,0,0,0,0,0,1
485_13898,1,0,0,1,0,1
485_13899,0,0,0,1,0,1
485_139,1,0,0,1,1,1
485_13900,1,0,1,0,0,1
485_13901,1,0,0,0,0,0
485_13902,1,0,0,0,0,1
485_13903,1,0,0,0,0,1
485_13904,1,0,0,0,0,1
485_13905,1,0,0,1,1,1
485_13906,1,0,0,1,0,0
485_13907,1,0,0,1,0,0
485_13908,1,0,0,1,0,0
485_13909,0,0,0,0,1,1
485_13910,1,0,0,1,0,1
485_13911,1,0,0,0,0,1
485_13912,1,0,0,0,0,1
485_13913,1,0,0,1,0,1
485_13914,1,0,0,0,0,1
485_13915,1,0,0,0,0,1
485_13916,0,0,0,0,0,1
485_13926,0,0,0,0,0,1
485_13928,1,0,0,0,0,1
485_13929,1,0,0,1,0,1
485_13930,1,0,0,1,0,0
485_13931,1,0,0,0,0,1
485_13932,1,0,0,1,0,1
485_13933,1,0,0,1,0,1
485_13934,1,0,0,0,0,1
485_13935,1,0,0,0,0,1
485_13936,1,0,1,1,0,1
485_13937,1,0,0,0,0,1
485_13938,1,0,0,0,0,1
485_13939,1,0,0,1,1,1
485_13940,1,0,0,0,0,1
485_13941,0,0,0,1,0,1
485_13944,1,0,0,1,0,1
485_13949,1,0,0,0,0,1
485_13953,1,0,0,1,0,1
485_13954,1,0,0,1,0,1
485_13955,1,0,0,1,0,1
485_13956,1,0,0,1,0,0
485_13957,1,0,0,1,0,1
485_13959,1,0,0,1,0,0
485_13960,1,0,0,1,0,1
485_13961,1,0,0,0,0,0
485_13962,1,0,0,1,0,0
485_13963,1,0,0,1,0,1
485_13964,1,0,0,1,0,1
485_13965,1,0,0,1,0,1
485_13966,0,0,0,0,0,1
485_13967,1,0,0,1,0,1
485_13968,1,0,0,0,0,1
485_13969,1,0,0,0,0,0
485_13975,1,0,0,1,0,0
485_13982,1,0,0,0,0,0
485_13984,1,0,0,0,0,1
485_13985,0,0,0,0,0,1
485_13987,0,0,0,0,0,1
485_13988,1,0,0,0,0,1
485_13989,1,0,0,1,0,1
485_13990,1,0,0,1,0,1
485_13991,1,0,0,1,0,1
485_13992,1,0,0,1,0,1
485_13993,1,0,0,1,0,1
485_13994,1,0,0,1,0,1
485_13995,1,0,0,0,0,1
485_13996,1,0,0,1,1,1
485_13997,1,0,0,1,0,1
485_140,1,0,0,1,0,1
485_14017,1,0,0,0,0,0
485_14024,1,0,0,0,0,1
485_14025,1,0,0,1,0,0
485_14026,1,0,0,1,0,1
485_14027,1,0,0,0,0,1
485_14028,1,0,0,0,0,1
485_14029,1,0,0,1,0,1
485_14030,1,0,0,1,0,1
485_14031,1,0,0,1,0,1
485_14032,0,0,0,0,0,1
485_14033,1,0,0,0,0,1
485_14034,0,0,0,0,0,1
485_14035,1,0,0,1,0,1
485_14036,1,0,0,0,0,1
485_14037,0,0,0,0,0,1
485_14038,1,0,0,1,0,1
485_14039,1,0,0,1,0,1
485_14040,1,0,1,1,0,1
485_14041,1,0,0,0,0,1
485_14042,1,0,0,1,0,1
485_14043,1,0,0,0,0,1
485_14044,1,0,0,1,0,1
485_14045,1,0,0,1,0,1
485_14046,1,0,0,0,0,0
485_14047,1,0,0,0,0,1
485_14048,1,0,0,1,0,1
485_14049,1,0,0,0,0,1
485_14050,1,0,0,0,0,0
485_14051,1,0,0,1,0,0
485_14052,1,0,0,1,0,1
485_14053,1,0,0,1,0,1
485_14054,1,0,0,0,0,1
485_14055,1,0,0,0,0,0
485_14056,1,0,0,0,0,1
485_14057,1,0,0,0,0,1
485_14058,1,0,0,1,0,0
485_14059,1,0,0,1,0,1
485_14060,1,0,0,0,0,0
485_14061,1,0,0,1,0,1
485_14062,1,0,0,1,0,1
485_14063,1,0,0,0,0,1
485_14064,1,0,0,0,0,1
485_14065,1,0,0,0,0,1
485_14066,1,0,0,0,0,1
485_14067,1,0,0,0,0,1
485_14068,1,0,0,0,0,1
485_14069,1,0,0,0,0,1
485_14070,1,0,0,0,0,1
485_14071,1,0,0,0,0,1
485_14072,1,0,0,1,1,1
485_14073,0,0,0,0,0,1
485_14074,1,0,1,1,0,1
485_14075,1,0,0,1,0,0
485_14077,1,0,0,0,1,1
485_14078,1,0,0,0,0,1
485_14080,1,0,0,0,0,1
485_14081,1,0,0,0,0,1
485_14082,1,0,0,0,0,1
485_14084,1,0,0,0,0,1
485_14085,1,0,0,0,1,1
485_14086,0,0,0,0,0,1
485_14087,1,0,0,1,0,0
485_14088,1,0,0,0,0,1
485_14089,1,0,0,0,0,1
485_14090,1,0,0,1,0,0
485_14091,1,0,0,0,0,1
485_14092,1,0,0,1,0,1
485_14093,1,0,0,0,0,1
485_14094,1,0,0,0,0,1
485_14098,1,0,0,0,0,1
485_14099,1,0,0,1,0,1
485_141,1,0,0,1,1,1
485_14100,0,0,0,0,0,1
485_14118,1,0,0,0,1,1
485_14119,1,0,0,1,0,0
485_14120,1,0,0,0,0,0
485_14122,1,0,0,1,0,1
485_14123,1,0,0,1,0,1
485_14124,0,0,0,1,0,1
485_14125,1,0,0,0,0,1
485_14128,0,0,0,0,0,1
485_14134,1,0,0,0,0,1
485_14136,1,0,0,0,0,1
485_14137,1,0,0,1,0,1
485_14138,1,0,0,0,0,1
485_14139,1,0,0,1,0,0
485_14140,1,0,0,1,0,1
485_14141,1,0,0,0,0,1
485_14142,1,0,1,1,0,1
485_14143,1,0,0,1,0,1
485_14144,1,0,0,0,0,0
485_14145,1,0,0,0,0,1
485_14146,1,0,0,0,0,1
485_14147,1,0,0,0,0,0
485_14148,1,0,0,0,0,1
485_14149,1,0,0,0,1,1
485_14150,1,0,0,0,0,1
485_14151,1,0,0,1,0,0
485_14152,1,0,0,1,0,0
485_14153,1,0,0,0,1,0
485_14154,1,0,0,1,0,0
485_14155,1,0,0,1,0,1
485_14156,1,0,0,0,0,1
485_14160,1,0,0,0,0,0
485_14178,1,0,0,0,0,1
485_14179,1,0,0,1,0,0
485_14180,1,0,0,0,0,0
485_14181,1,0,0,0,0,1
485_14182,1,0,0,0,0,0
485_14183,1,0,0,1,0,1
485_14184,1,0,0,0,0,1
485_14185,1,0,0,1,0,0
485_14186,1,0,0,0,0,1
485_14187,1,0,0,1,0,1
485_14188,1,0,0,0,0,1
485_14189,0,0,0,0,0,1
485_14190,0,0,0,1,0,1
485_14191,1,0,0,1,0,0
485_14192,1,0,0,0,0,1
485_14193,1,0,0,1,0,1
485_14194,1,0,0,0,0,1
485_14195,1,0,0,0,0,1
485_14196,1,0,0,1,0,1
485_14197,1,0,0,0,0,1
485_14198,1,0,0,1,0,1
485_14199,1,0,0,1,0,0
485_142,1,0,0,1,1,1
485_14200,1,0,0,0,0,1
485_14201,1,0,0,1,0,1
485_14202,1,0,0,1,0,1
485_14203,0,0,0,0,0,1
485_14204,1,0,0,0,0,1
485_14205,1,0,0,1,0,1
485_14206,1,0,0,0,0,1
485_14207,1,0,0,0,0,1
485_14210,1,0,0,1,0,1
485_14216,0,0,0,0,0,1
485_14219,1,0,0,1,0,1
485_14221,1,0,0,0,0,1
485_14222,1,0,0,1,0,0
485_14223,1,0,0,0,0,1
485_14224,0,0,0,1,0,1
485_14226,1,0,0,1,0,1
485_14227,1,0,0,1,0,0
485_14228,1,0,0,0,0,0
485_14230,1,0,0,1,0,1
485_14231,1,0,0,0,0,1
485_14232,1,0,0,0,0,0
485_14233,1,0,0,0,0,1
485_14234,1,0,0,0,0,1
485_14235,1,0,0,1,0,0
485_14236,1,0,1,1,0,0
485_14237,1,0,0,0,0,0
485_14238,1,0,0,0,0,1
485_14239,1,0,0,1,0,0
485_14240,0,0,0,0,0,1
485_14241,1,0,0,1,0,0
485_14242,1,0,0,1,0,1
485_14243,1,0,0,1,0,0
485_14244,1,0,0,1,0,0
485_14245,1,0,0,0,0,1
485_14246,1,0,0,1,0,1
485_14247,1,0,0,0,0,1
485_14248,1,0,0,0,0,0
485_14249,1,0,0,1,0,1
485_14250,1,0,1,0,0,0
485_14251,1,0,0,1,0,1
485_14253,1,0,0,0,0,1
485_14257,1,0,0,1,0,1
485_14259,1,0,0,1,0,1
485_14260,1,0,0,1,0,1
485_14261,1,0,0,0,0,1
485_14262,1,0,0,1,0,1
485_14263,1,0,0,1,0,1
485_14264,1,0,0,1,0,1
485_14265,1,0,1,1,0,1
485_14266,1,0,0,0,0,1
485_14267,1,0,0,0,0,1
485_14268,1,0,0,0,1,1
485_14269,1,0,0,1,0,1
485_14270,1,0,0,0,0,1
485_14271,1,0,0,1,0,1
485_14272,1,0,0,0,0,1
485_14273,1,0,0,0,0,1
485_14274,1,0,0,1,0,1
485_14275,1,0,0,0,0,1
485_14276,1,0,0,1,0,1
485_14277,1,0,0,0,0,0
485_14278,1,0,0,1,0,1
485_14279,1,0,0,1,1,1
485_14280,1,0,0,1,0,1
485_14281,1,0,0,1,0,1
485_14282,1,0,0,0,0,1
485_14283,1,0,0,1,0,1
485_14284,1,0,0,0,0,1
485_14285,1,0,0,0,0,1
485_14286,1,0,0,1,1,1
485_14287,1,0,0,0,0,1
485_14288,1,0,0,0,0,1
485_14289,1,0,0,0,0,1
485_14290,1,0,0,0,0,1
485_14291,1,0,0,0,0,1
485_14292,1,0,0,0,0,0
485_14293,1,0,0,0,0,1
485_14294,0,0,0,0,0,1
485_14295,1,0,0,0,0,1
485_14296,1,0,0,0,0,1
485_14298,1,0,0,0,0,1
485_14299,1,0,0,0,0,1
485_143,0,0,0,1,0,1
485_14300,1,0,0,1,0,0
485_14301,1,0,0,1,0,1
485_14302,0,0,0,0,0,1
485_14303,1,0,0,0,0,1
485_14304,0,0,0,0,0,1
485_14305,1,0,0,0,0,1
485_14307,1,0,0,0,0,1
485_14308,1,0,1,1,0,1
485_14309,1,0,0,1,0,0
485_14310,1,0,0,0,0,0
485_14311,1,0,0,1,0,1
485_14312,0,0,0,1,0,1
485_14313,1,0,0,1,0,0
485_14314,1,0,0,0,0,0
485_14315,1,0,0,1,0,1
485_14317,1,0,0,1,0,1
485_14318,1,0,0,1,0,1
485_14319,1,0,0,1,0,1
485_14320,1,0,0,1,0,1
485_14321,1,0,0,1,0,1
485_14322,1,0,0,0,0,1
485_14323,1,0,0,1,1,1
485_14324,0,0,0,0,0,1
485_14325,1,0,0,0,0,1
485_14326,1,0,0,0,0,1
485_14327,1,0,0,0,0,1
485_14328,1,0,0,0,0,1
485_14329,1,0,0,0,0,1
485_14330,1,0,0,0,0,1
485_14331,1,0,0,0,0,1
485_14332,1,0,0,0,0,0
485_14333,1,0,0,1,0,1
485_14334,0,0,0,0,0,1
485_14335,1,0,0,1,0,0
485_14336,1,0,0,0,0,1
485_14337,0,0,0,0,0,1
485_14338,1,0,0,1,0,0
485_14339,1,0,0,1,0,1
485_14340,0,0,0,0,0,1
485_14341,1,0,0,0,0,1
485_14342,1,0,0,1,0,0
485_14343,1,0,0,1,1,1
485_14344,1,0,0,0,0,1
485_14345,0,0,0,1,0,0
485_14347,1,0,0,0,0,0
485_14348,1,0,0,0,0,1
485_14349,1,0,0,1,0,1
485_14350,1,0,0,1,0,0
485_14351,0,0,0,0,0,1
485_14352,1,0,0,1,0,0
485_14353,1,0,0,0,0,1
485_14354,1,0,0,0,0,1
485_14355,1,0,0,0,0,1
485_14356,1,0,0,1,0,1
485_14357,1,0,1,0,0,1
485_14358,1,0,0,0,0,1
485_14359,1,0,0,0,0,1
485_14360,1,0,0,0,0,1
485_14361,1,0,1,1,0,0
485_14362,1,0,0,0,0,1
485_14363,1,0,0,0,0,1
485_14364,1,0,0,1,0,1
485_14365,1,0,0,0,0,0
485_14366,1,0,0,1,0,0
485_14367,1,0,0,0,0,0
485_14368,1,0,0,1,0,1
485_14369,1,0,0,1,0,0
485_14370,1,0,0,1,0,1
485_14372,1,0,0,1,0,1
485_14376,1,0,0,0,0,0
485_14377,1,0,0,0,0,0
485_14378,1,0,0,0,0,1
485_14381,1,0,0,1,0,1
485_14382,1,0,0,0,0,0
485_14383,1,0,0,0,0,0
485_14384,1,0,0,1,0,1
485_14385,1,0,1,1,0,1
485_14390,1,0,0,0,0,1
485_14391,1,0,0,1,0,1
485_14392,1,0,0,1,0,1
485_14393,1,0,0,1,0,1
485_14394,1,0,1,1,0,1
485_14395,1,0,0,1,0,1
485_14396,1,0,0,1,0,1
485_14397,1,0,0,0,0,1
485_14398,1,0,0,0,0,1
485_14399,1,0,0,0,0,1
485_144,1,0,0,1,1,1
485_14400,1,0,0,1,0,1
485_14401,1,0,0,1,0,0
485_14402,1,0,0,1,1,1
485_14403,1,0,0,0,0,1
485_14404,1,0,0,1,0,0
485_14405,1,0,0,1,0,0
485_14406,1,0,0,1,0,1
485_14407,1,0,0,0,0,0
485_14408,0,0,0,1,0,1
485_14409,1,0,0,0,0,1
485_14410,1,0,0,0,0,1
485_14411,1,0,0,1,1,1
485_14412,1,0,0,1,0,1
485_14413,1,0,0,1,0,0
485_14414,1,0,0,0,0,0
485_14415,0,0,0,0,0,1
485_14416,1,0,1,1,0,1
485_14417,1,0,1,1,0,1
485_14418,1,0,0,1,0,1
485_14419,1,0,0,0,0,0
485_14420,1,0,0,0,0,1
485_14421,1,0,0,1,0,0
485_14422,1,0,1,1,0,1
485_14423,1,0,0,0,0,1
485_14424,1,0,0,0,0,1
485_14426,1,0,0,1,0,1
485_14427,1,0,0,1,0,0
485_14428,1,0,0,1,0,1
485_14429,1,0,0,0,0,1
485_14430,0,0,0,0,0,1
485_14431,1,0,0,1,1,1
485_14433,1,0,0,0,0,1
485_14434,1,0,0,0,0,1
485_14435,1,0,0,1,0,1
485_14436,1,0,0,0,0,1
485_14437,1,0,0,0,0,1
485_14438,1,0,0,1,0,1
485_14439,1,0,0,1,0,1
485_14440,1,0,0,0,0,1
485_14441,1,0,0,0,0,1
485_14442,1,0,0,1,0,1
485_14443,1,0,0,0,0,1
485_14444,1,0,0,0,0,1
485_14445,1,0,0,1,0,1
485_14446,1,0,0,1,0,1
485_14447,0,0,0,0,0,1
485_14448,1,0,0,1,0,0
485_14449,1,0,0,1,0,0
485_14450,1,0,0,0,0,1
485_14451,1,0,1,0,0,1
485_14452,1,0,0,1,0,1
485_14453,1,0,0,0,0,1
485_14454,1,0,1,1,0,1
485_14455,1,0,0,1,0,1
485_14456,1,0,0,1,0,1
485_14457,1,0,1,1,0,1
485_14458,1,0,0,0,0,0
485_14459,1,0,0,1,0,1
485_14460,1,0,0,0,0,1
485_14461,1,0,0,0,0,1
485_14462,1,0,0,0,0,1
485_14463,1,0,0,1,0,1
485_14464,0,0,0,1,0,0
485_14465,0,0,0,0,1,1
485_14466,1,0,0,0,0,1
485_14467,1,0,0,1,0,1
485_14469,1,0,0,0,0,1
485_14470,1,0,0,1,0,0
485_14471,1,0,0,1,0,0
485_14474,1,0,0,1,0,1
485_14475,1,0,0,0,0,1
485_14476,1,0,0,1,0,1
485_14478,1,0,0,1,0,1
485_14479,1,0,0,0,0,1
485_14480,1,0,0,1,0,1
485_14481,1,0,0,0,0,1
485_14482,1,0,0,1,0,1
485_14483,1,0,0,1,0,1
485_14484,1,0,0,1,0,0
485_14485,1,0,0,1,0,1
485_14486,1,0,0,1,0,1
485_14487,1,0,0,1,0,1
485_14488,1,0,1,1,0,0
485_14489,1,0,0,0,0,1
485_14490,1,0,0,1,0,1
485_14492,0,0,0,0,0,1
485_14494,1,0,0,1,0,1
485_145,1,0,0,1,1,1
485_14500,1,0,0,1,0,1
485_14501,1,0,0,0,0,1
485_14502,1,0,0,1,0,0
485_14503,1,0,1,1,0,0
485_14504,1,0,0,1,0,1
485_14505,1,0,0,1,0,1
485_14506,1,0,0,1,0,0
485_14507,1,0,0,1,0,1
485_14508,1,0,0,1,0,1
485_14509,1,0,0,1,0,1
485_14510,1,0,0,1,0,1
485_14511,1,0,0,0,0,1
485_14512,1,0,0,1,0,1
485_14513,1,0,0,1,0,1
485_14514,1,0,0,1,0,1
485_14515,1,0,0,0,0,1
485_14516,1,0,0,0,0,1
485_14517,1,0,0,0,0,1
485_14518,1,0,0,0,0,1
485_14519,1,0,0,0,0,1
485_14520,0,0,0,0,0,1
485_14522,0,0,0,0,0,1
485_14523,1,0,0,0,0,1
485_14524,1,0,0,1,0,1
485_14525,1,0,0,1,0,1
485_14526,1,0,0,1,0,1
485_14527,1,0,0,1,0,1
485_14528,1,0,0,1,0,1
485_14529,1,0,0,1,0,1
485_14530,1,0,0,0,0,1
485_14531,1,0,0,0,0,1
485_14532,1,0,0,0,0,0
485_14533,1,0,0,0,0,1
485_14534,1,0,0,1,0,1
485_14535,0,0,0,0,0,1
485_14536,1,0,0,0,0,1
485_14537,1,0,0,0,0,1
485_14538,1,0,0,1,0,1
485_14539,1,0,0,0,0,1
485_14540,1,0,0,0,0,1
485_14542,1,0,0,0,1,1
485_14547,1,0,0,1,0,1
485_14548,0,0,0,0,0,1
485_14549,0,0,0,0,1,1
485_14550,1,0,0,1,0,1
485_14551,1,0,0,0,0,1
485_14556,1,0,0,1,1,1
485_14563,1,0,0,0,0,1
485_14564,1,0,0,1,0,1
485_14565,1,0,0,0,0,1
485_146,1,0,0,1,1,1
485_14684,1,0,0,1,0,1
485_14685,1,0,0,1,0,1
485_14686,1,0,0,0,0,1
485_14687,1,0,0,0,0,0
485_14690,1,0,0,0,0,1
485_147,1,0,0,1,1,1
485_14740,0,0,0,0,0,1
485_14743,1,0,0,0,0,1
485_14746,1,0,0,0,0,1
485_14747,1,0,0,0,0,1
485_14748,1,0,0,0,0,1
485_14749,1,0,0,1,0,1
485_14753,1,0,0,0,0,0
485_14759,1,0,0,1,0,1
485_14760,1,0,0,1,0,1
485_14761,0,0,0,0,0,1
485_14762,1,0,0,0,0,1
485_14763,1,0,0,1,0,1
485_14764,1,0,0,1,0,1
485_14765,1,0,0,0,0,1
485_14766,1,0,0,1,0,1
485_14767,0,0,0,0,0,1
485_14768,1,0,0,0,0,1
485_14769,1,0,0,0,0,1
485_14770,1,0,1,1,0,0
485_14771,1,0,0,1,0,0
485_14772,1,0,0,1,0,0
485_14773,1,0,0,1,0,1
485_14774,1,0,0,1,0,1
485_14775,1,0,0,0,0,1
485_14776,1,0,0,0,0,1
485_14777,1,0,0,1,0,1
485_14779,0,0,0,0,0,1
485_14780,0,0,0,0,0,1
485_14781,1,0,0,1,0,1
485_14782,1,0,0,0,0,1
485_14783,1,0,0,1,0,0
485_14784,1,0,0,0,0,1
485_14785,1,0,0,0,0,1
485_14786,1,0,0,1,1,0
485_14787,1,0,0,1,0,1
485_14788,1,0,0,1,0,1
485_14789,1,0,0,0,0,1
485_14791,1,0,0,1,0,1
485_14792,1,0,0,1,0,1
485_14793,1,0,0,1,0,0
485_14794,1,0,0,1,0,1
485_14795,1,0,0,1,0,1
485_14796,1,0,0,0,0,1
485_14797,1,0,0,1,0,1
485_14798,1,0,0,0,0,1
485_14799,1,0,0,1,0,1
485_148,0,0,0,1,1,1
485_14801,0,0,0,1,0,1
485_14802,1,0,0,1,0,1
485_14804,1,0,0,0,0,0
485_14805,1,0,0,1,0,1
485_14806,1,0,1,1,0,1
485_14807,1,0,0,1,0,1
485_14808,1,0,0,0,0,1
485_14809,1,0,0,0,0,1
485_14810,1,0,0,1,0,1
485_14811,1,0,0,1,0,0
485_14812,1,0,0,1,1,1
485_14813,1,0,0,1,0,1
485_14814,1,0,1,1,0,1
485_14815,1,0,0,0,0,1
485_14816,1,0,1,1,0,1
485_14817,1,0,0,1,1,1
485_14818,1,0,0,0,0,1
485_14819,1,0,0,1,0,1
485_14820,1,0,0,0,0,0
485_14821,0,0,0,1,0,0
485_14823,1,0,0,1,1,1
485_14825,1,0,0,0,0,1
485_14826,1,0,1,1,0,1
485_14828,1,0,0,1,0,1
485_14830,1,0,0,0,0,0
485_14831,1,0,1,1,0,1
485_14832,1,0,0,1,0,1
485_14833,1,0,0,0,0,1
485_14834,0,0,0,0,0,1
485_14836,1,0,0,0,0,1
485_14837,1,0,0,1,0,1
485_14838,1,0,0,0,0,1
485_14839,1,0,0,0,0,1
485_14840,1,0,0,1,0,1
485_14841,1,0,0,0,0,1
485_14842,1,0,0,0,0,1
485_14843,1,0,0,0,0,1
485_14844,1,0,0,0,0,1
485_14845,1,0,0,1,0,1
485_14846,1,0,0,1,0,1
485_14847,1,0,0,1,0,1
485_14848,1,0,0,0,0,1
485_14849,1,0,0,0,0,1
485_14850,1,0,0,1,0,1
485_14851,1,0,0,0,0,1
485_14852,1,0,0,0,0,1
485_14853,1,0,0,0,0,1
485_14854,1,0,0,0,0,1
485_14855,0,0,0,0,1,1
485_14856,1,0,0,1,0,0
485_14857,1,0,0,1,0,0
485_14858,1,0,0,1,0,1
485_14859,1,0,0,1,1,1
485_14860,1,0,0,1,0,1
485_14861,0,0,0,1,0,1
485_14862,1,0,0,1,0,1
485_14863,1,0,0,1,0,1
485_14865,1,0,0,1,0,0
485_14866,1,0,0,0,1,1
485_14867,1,0,0,1,0,1
485_14868,1,0,0,1,0,1
485_14869,1,0,0,1,0,1
485_14871,0,0,0,1,0,1
485_14874,1,0,0,1,0,1
485_14875,1,0,0,0,0,1
485_14876,1,0,0,1,0,1
485_14877,1,0,0,1,0,1
485_14878,1,0,0,0,0,1
485_14879,1,0,0,1,0,1
485_14880,1,0,0,1,0,0
485_14881,1,0,0,0,0,1
485_14882,1,0,0,0,0,1
485_14883,1,0,0,1,0,0
485_14884,0,0,0,1,0,0
485_14885,1,0,0,1,0,1
485_14886,1,0,0,1,0,1
485_14887,1,0,1,1,0,1
485_14888,1,0,0,0,0,1
485_14889,1,0,0,0,0,1
485_14890,1,0,0,1,0,1
485_14891,1,0,0,0,0,1
485_14892,0,0,0,0,0,1
485_14893,1,0,0,1,0,1
485_14894,1,0,0,0,0,1
485_14895,1,0,0,1,0,1
485_14896,1,0,1,0,0,1
485_14897,1,0,0,1,0,0
485_14898,0,0,0,0,0,1
485_14899,1,0,0,1,0,1
485_149,0,0,0,1,1,1
485_14900,1,0,0,1,0,0
485_14901,0,0,0,1,0,1
485_14902,1,0,0,0,0,1
485_14903,1,0,0,1,0,1
485_14904,1,0,0,0,0,1
485_14905,1,0,0,0,0,1
485_14906,1,0,0,1,0,0
485_14907,0,0,0,0,0,1
485_14909,1,0,0,1,0,0
485_14910,1,0,0,0,0,1
485_14911,1,0,0,1,0,1
485_14912,1,0,0,1,1,1
485_14913,1,0,0,1,0,1
485_14914,1,0,0,0,0,1
485_14915,1,0,0,1,0,1
485_14916,1,0,1,1,0,1
485_14918,1,0,0,1,0,1
485_14919,1,0,0,0,0,0
485_14922,1,0,0,0,0,1
485_14923,0,0,0,0,0,1
485_14924,1,0,0,0,1,1
485_14929,1,0,0,0,0,1
485_14933,1,0,0,1,0,1
485_14934,0,0,0,0,0,1
485_14935,1,0,0,1,1,1
485_14936,1,0,0,1,0,0
485_14937,1,0,0,1,0,1
485_14938,1,0,0,1,0,1
485_14939,1,0,0,1,0,1
485_14940,1,0,0,1,0,1
485_14941,1,0,0,1,0,0
485_14942,0,0,0,1,0,1
485_14943,1,0,0,1,0,1
485_14944,1,0,0,1,0,1
485_14945,1,0,0,0,1,1
485_14946,1,0,0,0,0,1
485_14947,1,0,0,0,0,1
485_14948,1,0,0,0,1,1
485_14949,1,0,1,0,0,1
485_14950,1,0,0,0,0,0
485_14951,1,0,0,1,1,1
485_14952,0,0,0,0,0,1
485_14953,1,0,0,0,0,1
485_14954,1,0,0,0,0,1
485_14955,1,0,0,0,0,1
485_14956,0,0,0,1,0,1
485_14957,1,0,0,1,0,0
485_14958,1,0,0,0,0,0
485_14959,1,0,0,1,0,0
485_14960,1,0,0,0,0,1
485_14961,1,0,0,1,0,0
485_14962,1,0,0,1,0,0
485_14963,1,0,0,1,0,1
485_14964,1,0,0,0,0,1
485_14965,1,0,0,0,0,1
485_14966,1,0,0,0,0,1
485_14967,1,0,0,0,0,1
485_14968,1,0,0,0,0,1
485_14969,1,0,0,1,0,1
485_14970,1,0,0,1,0,1
485_14971,1,0,0,1,0,1
485_14972,1,0,0,0,0,1
485_14973,1,0,0,0,0,1
485_14974,1,0,0,1,1,1
485_14975,1,0,0,0,0,1
485_14976,1,0,1,1,0,0
485_14977,1,0,0,1,0,1
485_14978,1,0,0,0,0,1
485_14979,1,0,0,1,0,1
485_14980,1,0,0,0,0,1
485_14981,1,0,0,0,0,1
485_14982,1,0,0,0,0,1
485_14983,1,0,0,1,0,1
485_14984,1,0,0,0,0,1
485_14985,1,0,0,0,0,1
485_14986,1,0,0,0,0,1
485_14988,1,0,0,1,0,1
485_14989,1,0,1,1,1,1
485_14990,1,0,0,1,0,1
485_14991,1,0,0,0,0,1
485_14992,1,0,0,0,0,1
485_14993,1,0,0,0,0,0
485_14994,1,0,0,0,0,1
485_14995,1,0,0,0,0,1
485_14996,0,0,0,0,0,1
485_14997,1,0,0,0,0,0
485_14998,1,0,0,0,0,1
485_14999,1,0,0,0,0,1
485_150,0,0,0,1,0,1
485_15000,1,0,0,1,0,0
485_15001,1,0,0,1,0,1
485_15002,1,0,0,0,0,1
485_15003,1,0,0,0,0,1
485_15004,1,0,0,0,0,1
485_15005,0,0,0,1,0,1
485_15006,1,0,0,0,0,1
485_15007,1,0,0,0,0,1
485_15008,1,0,0,1,0,1
485_15009,1,0,0,1,0,1
485_15010,1,0,0,1,0,0
485_15011,1,0,0,1,0,1
485_15012,1,0,0,0,0,1
485_15013,1,0,0,1,0,1
485_15014,1,0,0,0,0,1
485_15015,1,0,0,0,0,1
485_15016,1,0,0,0,0,1
485_15017,1,0,0,0,0,1
485_15018,1,0,0,1,0,1
485_15019,1,0,0,0,0,1
485_15020,1,0,0,1,0,1
485_15021,1,0,0,1,0,1
485_15022,1,0,0,1,0,1
485_15023,1,0,0,0,0,1
485_15024,1,0,0,0,0,1
485_15025,1,0,0,1,0,1
485_15026,1,0,0,1,0,1
485_15027,1,0,0,0,0,1
485_15028,1,0,0,1,0,1
485_15029,1,0,0,1,0,1
485_15030,1,0,0,0,0,1
485_15031,1,0,0,0,0,0
485_15032,1,0,0,1,0,1
485_15033,1,0,1,1,0,0
485_15034,1,0,0,1,0,1
485_15035,1,0,0,0,0,1
485_15036,1,0,0,1,0,1
485_15037,1,0,0,1,0,0
485_15038,1,0,0,1,0,1
485_15039,1,0,0,1,0,0
485_15040,1,0,0,0,0,0
485_15041,0,0,0,0,0,1
485_15042,1,0,0,1,0,0
485_15043,1,0,0,0,0,1
485_15044,1,0,0,0,0,1
485_15045,1,0,0,1,1,1
485_15046,1,0,0,1,0,0
485_15047,1,0,0,0,0,1
485_15048,1,0,0,1,0,1
485_15049,1,0,0,1,0,1
485_15050,1,0,0,0,0,0
485_15051,1,0,0,1,0,1
485_15052,1,0,0,0,0,0
485_15053,1,0,0,1,0,0
485_15054,1,0,0,1,0,1
485_15055,1,0,0,1,0,1
485_15056,1,0,0,1,0,1
485_15057,1,0,0,0,0,1
485_15058,1,0,0,1,0,0
485_15059,1,0,0,0,0,1
485_151,1,0,0,1,0,1
485_152,1,0,0,1,1,1
485_153,0,0,0,1,1,1
485_154,1,0,0,1,1,1
485_15402,1,0,0,1,0,1
