sseqid,IS1016@IS1595@IS1016,IS1301@IS5@IS427,IS1655@IS30@nan,ISNg1@IS3@IS150,ISNgo2@IS110@nan,ISNgo3@IS110@nan
485_15403,1,0,0,1,0,1
485_15404,1,0,0,1,0,1
485_15405,1,0,0,1,0,1
485_15406,0,0,0,1,0,1
485_15407,1,0,0,0,0,1
485_15408,1,0,0,0,0,1
485_15409,1,0,0,0,0,1
485_15410,1,0,0,0,0,1
485_15411,1,0,0,1,0,1
485_15412,1,0,0,0,0,1
485_15413,1,0,0,0,0,1
485_15414,1,0,0,1,0,1
485_15415,1,0,0,0,0,1
485_15424,1,0,0,0,0,1
485_15425,1,0,0,1,0,1
485_15426,1,0,0,0,0,1
485_15427,1,0,0,1,1,1
485_15428,1,0,0,0,0,1
485_15429,1,0,0,0,0,1
485_15430,1,0,0,0,0,1
485_15431,1,0,0,0,0,1
485_15432,1,0,0,0,0,1
485_15433,1,0,0,0,0,1
485_15434,1,0,0,0,1,1
485_15435,1,0,0,1,1,1
485_15436,1,0,0,0,0,1
485_15437,0,0,0,1,0,1
485_15438,1,0,0,0,0,1
485_15439,1,0,0,1,0,1
485_15440,1,0,0,1,0,1
485_15441,1,0,0,1,1,1
485_15442,1,0,0,1,0,1
485_15443,1,0,0,1,0,1
485_15444,1,0,0,1,0,1
485_15445,1,0,0,1,0,1
485_15446,1,0,0,1,0,1
485_15447,1,0,0,1,0,1
485_15448,1,0,0,1,0,1
485_15449,1,0,0,0,0,1
485_15450,1,0,0,1,0,1
485_15451,1,0,0,1,1,0
485_15452,1,0,0,1,0,1
485_15453,1,0,0,1,0,1
485_15454,1,0,0,0,0,1
485_15455,1,0,0,1,0,1
485_15456,1,0,0,1,0,1
485_15457,1,0,0,1,0,1
485_15458,1,0,0,1,0,1
485_15459,1,0,0,0,0,1
485_15460,1,0,0,0,0,1
485_15461,0,0,0,0,0,1
485_15462,1,0,0,0,0,1
485_15463,1,0,0,0,0,1
485_15464,1,0,0,1,0,1
485_15465,0,0,0,1,1,1
485_15466,1,0,0,1,0,1
485_15467,1,0,0,1,0,1
485_15468,1,0,0,1,0,1
485_15469,1,0,0,1,0,1
485_15470,1,0,0,0,0,1
485_15471,1,0,0,1,0,1
485_15472,1,0,0,1,0,0
485_15473,1,0,0,1,0,1
485_15474,1,0,0,1,0,1
485_15475,1,0,0,1,0,1
485_15476,1,0,0,1,0,0
485_15477,1,0,0,0,0,1
485_15478,1,0,0,0,0,1
485_15479,1,0,0,0,0,1
485_15480,1,0,0,0,0,1
485_15481,1,0,0,0,0,1
485_15482,1,0,0,1,1,1
485_15483,0,0,0,0,0,1
485_15484,1,0,0,0,0,1
485_15485,1,0,0,0,0,0
485_15486,1,0,0,0,0,1
485_15487,0,0,0,0,0,1
485_15488,1,0,0,1,0,1
485_15489,1,0,0,0,0,1
485_15490,1,0,0,1,0,1
485_15491,1,0,0,1,0,1
485_15492,1,0,0,1,0,1
485_15493,0,0,0,0,0,1
485_15494,1,0,0,0,0,1
485_15495,1,0,0,1,0,1
485_15496,1,0,0,0,0,1
485_15497,1,0,0,1,0,1
485_15498,1,0,0,1,0,1
485_15499,1,0,0,0,0,1
485_155,1,0,0,1,0,1
485_15500,1,0,0,0,0,1
485_15501,1,0,0,0,0,1
485_15502,1,0,0,1,0,1
485_15503,1,0,0,1,0,1
485_15504,1,0,0,0,0,1
485_15505,1,0,0,0,0,0
485_15506,1,0,0,0,0,0
485_15507,1,0,0,0,0,0
485_15508,1,0,0,0,0,0
485_15509,1,0,0,0,0,0
485_15510,1,0,0,0,0,0
485_15511,1,0,0,0,0,0
485_15512,1,0,0,0,0,0
485_15513,1,0,0,0,0,1
485_15514,1,0,0,1,0,0
485_15515,1,0,0,0,0,1
485_15516,1,0,0,0,0,0
485_15517,1,0,0,1,0,1
485_15518,1,0,0,0,0,0
485_15520,1,0,0,0,0,0
485_15521,1,0,0,0,0,0
485_15523,1,0,0,0,0,1
485_15524,1,0,0,0,0,1
485_15525,1,0,0,0,0,1
485_15526,1,0,0,0,0,0
485_15527,1,0,0,0,0,0
485_15528,1,0,0,0,0,0
485_15529,1,0,0,0,0,0
485_15530,1,0,0,0,0,0
485_15531,1,0,0,0,0,1
485_15534,1,0,0,1,0,1
485_15535,1,0,0,0,0,0
485_15536,1,0,0,1,0,0
485_15537,1,0,0,1,1,0
485_15538,1,0,0,0,0,1
485_15539,1,0,0,1,1,0
485_15540,1,0,0,1,0,1
485_15541,1,0,0,1,0,1
485_15542,1,0,0,1,0,1
485_15543,1,0,0,0,0,0
485_15544,1,0,0,1,0,1
485_15545,1,0,0,1,0,1
485_15547,1,0,0,0,0,0
485_15548,1,0,0,0,0,1
485_15549,1,0,0,1,1,1
485_15550,1,0,0,1,0,1
485_15551,1,0,0,1,0,0
485_15552,1,0,0,0,0,0
485_15553,1,0,0,1,0,1
485_15554,1,0,0,1,0,1
485_15555,1,0,0,0,0,1
485_15556,1,0,0,0,0,1
485_15557,1,0,0,1,0,0
485_15558,1,0,0,1,0,1
485_15559,1,0,0,1,0,1
485_15560,1,0,0,1,0,1
485_15561,1,0,0,1,0,1
485_15562,1,0,0,0,0,1
485_15563,1,0,0,0,0,1
485_15564,1,0,0,1,0,1
485_15565,1,0,0,1,0,0
485_15566,1,0,0,1,0,1
485_15567,1,0,0,0,0,1
485_15568,1,0,0,0,0,1
485_15569,1,0,0,1,0,1
485_15570,1,0,0,1,0,1
485_15571,1,0,0,0,0,0
485_15572,1,0,0,1,0,1
485_15573,1,0,0,1,0,1
485_15574,1,0,0,0,0,1
485_15575,1,0,0,1,0,0
485_15576,1,0,0,1,0,1
485_15577,0,0,0,0,0,1
485_15578,1,0,0,1,0,1
485_15579,1,0,0,0,0,1
485_15580,1,0,0,0,0,0
485_15581,1,0,0,1,1,0
485_15582,1,0,0,0,0,1
485_15583,1,0,0,0,0,1
485_15584,1,0,0,0,0,1
485_15585,1,0,0,0,0,1
485_15586,0,0,0,0,0,1
485_15587,1,0,0,0,0,1
485_15588,1,0,1,1,0,1
485_15589,1,0,0,1,0,0
485_15590,1,0,0,1,0,1
485_15591,1,0,0,1,1,0
485_15592,1,0,0,0,0,1
485_15593,1,0,0,0,0,1
485_15594,1,0,0,1,0,0
485_15595,1,0,1,1,0,0
485_15596,1,0,0,1,0,1
485_15597,1,0,0,0,0,1
485_15598,1,0,0,1,0,1
485_15599,1,0,0,1,0,1
485_156,1,0,0,1,1,1
485_15600,1,0,0,1,1,0
485_15601,1,0,0,1,0,1
485_15602,1,0,0,1,0,1
485_15603,1,0,0,1,1,0
485_15604,1,0,0,1,0,0
485_15605,1,0,0,1,0,0
485_15606,1,0,0,0,0,1
485_15607,1,0,0,0,0,1
485_15608,1,0,0,1,0,0
485_15609,1,0,0,1,0,1
485_15610,1,0,0,1,0,1
485_15611,1,0,0,1,0,0
485_15612,1,0,0,0,0,0
485_15613,1,0,0,1,0,1
485_15614,1,0,0,1,1,0
485_15615,1,0,0,1,0,1
485_15616,1,0,0,1,0,1
485_15617,1,0,0,1,0,0
485_15618,1,0,0,0,1,1
485_15619,1,0,0,1,1,1
485_15620,1,0,1,1,0,1
485_15621,1,0,0,0,0,1
485_15622,1,0,0,1,0,1
485_15623,1,0,0,0,0,1
485_15624,1,0,0,0,0,1
485_15625,1,0,0,0,0,1
485_15626,1,0,1,1,0,0
485_15627,1,0,0,0,0,0
485_15628,1,0,0,1,1,0
485_15629,1,0,0,1,0,1
485_15630,1,0,1,1,0,1
485_15631,1,0,0,1,0,1
485_15632,1,0,0,0,0,0
485_15633,1,0,0,1,0,1
485_15634,1,0,0,1,1,1
485_15635,1,0,0,1,0,1
485_15636,1,0,0,1,0,0
485_15637,1,0,0,1,0,1
485_15638,1,0,0,1,0,1
485_15639,1,0,0,1,0,0
485_15640,1,0,0,1,0,1
485_15643,0,0,0,0,0,1
485_15644,1,0,0,0,0,1
485_15645,1,0,0,1,1,1
485_15646,1,0,0,0,0,1
485_15647,1,0,0,0,0,1
485_15648,1,0,0,0,0,0
485_15649,1,0,0,1,0,1
485_15651,1,0,0,1,0,1
485_15652,1,0,0,0,0,0
485_15653,1,0,0,1,1,0
485_15654,1,0,0,1,0,1
485_15655,1,0,0,1,0,1
485_15656,1,0,0,0,0,1
485_15657,1,0,0,1,0,1
485_15658,1,0,0,1,0,0
485_15659,1,0,0,1,0,1
485_15662,1,0,0,0,0,1
485_15664,1,0,0,1,0,1
485_15665,1,0,0,0,0,0
485_15666,1,0,0,1,0,1
485_15667,1,0,0,1,1,0
485_15670,1,0,0,0,0,1
485_15671,1,0,0,1,0,1
485_15672,1,0,0,1,1,0
485_15678,1,0,0,1,0,0
485_15681,1,0,0,0,0,1
485_15682,1,0,0,1,0,0
485_15683,0,0,0,0,0,1
485_15684,1,0,0,1,1,1
485_15685,1,0,0,1,0,1
485_157,0,0,0,1,1,1
485_158,1,0,0,1,1,1
485_159,1,0,0,1,0,1
485_160,1,0,0,1,1,1
485_161,0,0,0,1,1,1
485_162,1,0,0,1,1,1
485_163,0,0,0,1,1,1
485_16374,1,0,0,1,0,1
485_16375,1,0,0,0,0,1
485_16377,1,0,1,1,0,1
485_16378,1,0,0,1,0,0
485_16379,1,0,0,1,0,1
485_164,1,0,0,1,0,1
485_16412,1,0,0,1,0,1
485_16413,1,0,0,0,0,1
485_16414,1,0,0,0,0,0
485_16415,1,0,0,0,0,0
485_16416,1,0,0,0,0,1
485_16417,1,0,1,1,0,1
485_16418,1,0,0,0,0,1
485_16419,0,0,0,0,0,1
485_16420,1,0,0,0,0,1
485_16421,1,0,0,0,0,1
485_16426,1,0,0,1,0,1
485_16433,1,0,0,1,0,1
485_16434,1,0,1,1,0,0
485_16435,1,0,0,0,0,0
485_16436,0,0,0,0,0,1
485_16457,0,0,0,0,0,1
485_16458,1,0,0,1,0,0
485_16459,1,0,0,1,0,0
485_16460,0,0,0,0,0,1
485_16461,1,0,0,1,0,1
485_16462,1,0,0,1,0,1
485_16463,1,0,0,1,0,1
485_16470,1,0,0,0,0,1
485_16482,1,0,0,1,0,0
485_16485,1,0,1,1,0,0
485_16486,1,0,0,1,0,1
485_16487,1,0,0,1,0,0
485_16488,1,0,0,0,0,1
485_16489,1,0,1,0,0,0
485_16490,1,0,0,1,0,0
485_16491,1,0,0,0,0,1
485_165,1,0,0,1,1,1
485_16520,1,0,0,1,0,1
485_16524,0,0,0,0,0,1
485_16525,1,0,1,1,0,1
485_16526,1,0,0,1,0,1
485_16542,1,0,0,1,0,1
485_16544,1,0,0,1,0,1
485_16545,1,0,0,0,0,1
485_16546,1,0,1,0,0,0
485_16547,1,0,0,1,0,0
485_16549,0,0,0,0,0,1
485_16550,1,0,1,1,0,1
485_16551,1,0,0,1,1,1
485_16553,1,0,0,1,0,0
485_16554,0,0,0,1,0,1
485_16560,1,0,0,0,0,1
485_16561,1,0,0,0,0,1
485_16564,1,0,0,0,0,1
485_16566,0,0,0,0,0,1
485_16567,1,0,0,1,0,0
485_16569,1,0,0,1,0,1
485_16570,1,0,0,1,0,1
485_16571,1,0,0,1,0,0
485_16572,1,0,0,1,0,1
485_16576,1,0,0,0,0,1
485_16577,1,0,0,0,0,1
485_16578,1,0,0,1,0,1
485_16579,1,0,0,1,0,1
485_16581,1,0,0,1,0,1
485_16592,1,0,0,0,0,1
485_16593,1,0,1,1,0,1
485_16594,1,0,0,1,0,1
485_16595,1,0,0,1,0,1
485_16596,1,0,0,1,0,1
485_16597,1,0,0,1,0,1
485_16598,1,0,0,1,0,1
485_166,1,0,0,1,1,1
485_16600,1,0,0,1,0,1
485_16601,1,0,0,0,0,1
485_16602,1,0,0,1,0,1
485_16608,1,0,0,1,0,1
485_16630,1,0,0,1,0,1
485_16631,1,0,0,1,0,0
485_16633,1,0,0,1,0,1
485_16634,1,0,0,1,0,1
485_16635,1,0,0,1,0,1
485_16636,1,0,0,1,0,1
485_16660,1,0,0,1,0,1
485_16673,1,0,0,1,0,1
485_16674,1,0,0,0,0,1
485_16675,1,0,0,0,0,1
485_16676,1,0,0,1,0,1
485_16677,1,0,0,0,0,1
485_16678,1,0,0,0,0,1
485_16679,1,0,0,0,0,1
485_16680,1,0,0,0,0,1
485_16690,1,0,0,1,0,1
485_16691,1,0,0,0,0,1
485_16693,1,0,0,1,0,1
485_16694,1,0,0,0,0,1
485_16695,1,0,0,0,0,0
485_16696,0,0,0,1,0,1
485_16698,1,0,0,1,0,1
485_16699,1,0,1,1,0,1
485_167,1,0,0,1,0,1
485_16700,1,0,0,1,0,0
485_16701,1,0,0,0,0,1
485_16735,1,0,0,0,0,1
485_16736,1,0,0,1,0,1
485_16737,1,0,0,1,0,1
485_16739,1,0,0,1,1,1
485_16740,1,0,0,1,0,1
485_16741,1,0,0,1,0,1
485_16743,1,0,0,0,1,1
485_16744,1,0,0,1,0,1
485_16746,1,0,0,0,0,1
485_16747,1,0,0,1,1,1
485_16751,1,0,0,1,0,1
485_16752,1,0,0,0,0,1
485_16753,1,0,0,0,0,1
485_16754,1,0,0,1,0,1
485_16767,1,0,0,1,0,1
485_16768,1,0,0,0,0,1
485_16769,1,0,0,0,0,1
485_16772,1,0,0,0,0,1
485_16773,1,0,0,1,0,1
485_16774,1,0,1,1,0,1
485_16778,1,0,0,0,0,1
485_16779,1,0,0,1,0,1
485_16783,1,0,0,1,1,1
485_168,1,0,0,1,1,1
485_16808,1,0,0,0,0,1
485_16860,1,0,0,0,0,1
485_16861,1,0,0,0,0,1
485_16863,1,0,0,1,0,1
485_16867,1,0,0,1,0,0
485_16868,1,0,1,0,0,1
485_16869,1,0,1,0,0,1
485_16896,1,0,0,1,0,0
485_169,1,0,0,1,1,1
485_16921,1,0,0,1,0,1
485_16922,1,0,0,0,0,1
485_16925,1,0,0,1,0,1
485_16928,0,0,0,0,0,1
485_16954,1,0,1,0,0,1
485_16955,1,0,0,1,0,0
485_16956,1,0,0,1,0,0
485_16957,1,0,0,1,0,1
485_16958,1,0,0,0,0,0
485_16959,1,0,0,1,0,1
485_16960,1,0,0,1,0,1
485_16961,1,0,0,1,0,1
485_16962,1,0,0,0,0,1
485_16963,1,0,0,1,0,0
485_16968,1,0,1,1,0,1
485_16969,1,0,0,1,0,1
485_16970,1,0,0,0,0,1
485_16971,0,0,0,1,0,0
485_16974,1,0,0,0,0,1
485_16979,1,0,0,0,0,1
485_16984,1,0,0,0,0,1
485_16991,1,0,0,1,0,0
485_170,1,0,0,1,0,1
485_17002,1,0,0,0,0,1
485_17025,1,0,0,1,0,1
485_17026,1,0,0,1,0,0
485_17027,1,0,0,0,0,1
485_17028,1,0,0,1,0,1
485_17029,0,0,0,0,0,1
485_17030,1,0,0,0,0,1
485_17031,1,0,0,0,0,1
485_17032,1,0,0,0,0,1
485_17033,0,0,0,1,0,1
485_17034,1,0,0,0,0,1
485_17035,1,0,0,0,0,1
485_17036,1,0,0,0,0,1
485_17037,1,0,0,1,0,1
485_17038,1,0,0,1,0,1
485_17039,1,0,0,1,0,1
485_17040,1,0,0,1,0,1
485_17042,1,0,0,0,0,1
485_17043,1,0,0,1,0,1
485_17044,1,0,0,1,0,1
485_17045,1,0,0,1,0,1
485_17046,1,0,0,0,0,1
485_17047,1,0,0,0,0,1
485_17048,1,0,0,0,1,1
485_17049,1,0,0,1,0,1
485_17050,1,0,0,1,0,1
485_17051,1,0,0,0,0,1
485_17052,1,0,0,1,0,1
485_17053,1,0,0,0,0,1
485_17054,0,0,0,0,0,1
485_17055,1,0,0,1,0,1
485_17056,1,0,0,0,0,0
485_17058,1,0,0,1,0,1
485_17059,1,0,0,0,0,1
485_17060,0,0,0,1,0,0
485_17061,1,0,0,1,0,0
485_17064,1,0,0,0,0,1
485_17067,1,0,0,1,0,1
485_17069,1,0,0,0,0,0
485_17070,1,0,0,1,0,0
485_17071,1,0,0,0,1,1
485_17072,1,0,0,0,0,1
485_17073,1,0,0,1,0,1
485_17080,1,0,0,0,0,1
485_17083,1,0,0,1,0,1
485_171,1,0,0,1,1,1
485_172,0,0,0,1,1,1
485_173,1,0,0,1,0,1
485_174,0,0,0,1,0,1
485_17441,1,0,0,1,1,1
485_17442,1,0,0,1,0,1
485_17444,1,0,0,1,0,1
485_17445,0,0,0,0,1,1
485_17447,1,0,0,0,0,1
485_17448,1,0,0,0,0,1
485_17449,1,0,0,1,0,0
485_17450,1,0,0,0,0,1
485_17451,1,0,0,0,0,1
485_17452,1,0,0,1,0,1
485_17453,1,0,0,1,0,0
485_17454,1,0,0,0,0,1
485_17455,1,0,0,1,1,0
485_17456,1,0,0,1,0,1
485_17457,1,0,0,1,1,1
485_17458,1,0,0,0,1,1
485_17459,1,0,0,0,0,1
485_17460,1,0,0,0,0,1
485_17461,1,0,0,1,0,1
485_17462,1,0,0,0,0,1
485_17463,1,0,0,1,0,1
485_17464,1,0,0,1,0,0
485_17465,1,0,0,0,0,1
485_17466,1,0,0,1,0,1
485_17467,1,0,0,1,0,1
485_17468,1,0,0,0,0,1
485_17469,1,0,0,0,0,0
485_17470,1,0,0,1,0,1
485_17471,1,0,0,0,0,1
485_17472,1,0,0,0,0,1
485_17473,0,0,0,0,0,1
485_17474,1,0,0,0,0,1
485_17475,1,0,0,1,0,1
485_17476,1,0,0,0,0,1
485_17477,0,0,0,0,0,1
485_17478,1,0,0,0,0,1
485_17479,1,0,0,0,0,1
485_17480,1,0,0,0,0,1
485_17481,1,0,0,1,0,1
485_17482,1,0,0,0,0,1
485_17483,1,0,0,0,0,1
485_17484,1,0,0,0,0,1
485_17485,1,0,0,0,0,1
485_17486,1,0,0,0,0,1
485_17487,0,0,0,0,0,1
485_17488,1,0,0,0,0,1
485_17489,1,0,0,0,0,1
485_17490,1,0,0,1,0,1
485_17491,1,0,0,0,0,1
485_17492,1,0,0,1,1,1
485_17493,1,0,0,0,0,1
485_17494,1,0,0,0,0,1
485_17495,1,0,0,0,0,1
485_17496,1,0,0,1,0,1
485_17497,1,0,0,1,0,1
485_17498,1,0,0,0,0,1
485_17499,1,0,0,0,0,1
485_175,1,0,0,1,1,1
485_17500,1,0,0,0,0,1
485_17501,0,0,0,0,0,1
485_17502,1,0,0,0,0,0
485_17503,1,0,0,1,0,1
485_17504,1,0,0,0,0,1
485_17505,1,0,0,1,0,1
485_17506,1,0,0,0,0,1
485_17507,1,0,0,0,0,1
485_17508,1,0,0,1,0,1
485_17509,0,0,0,1,0,0
485_17510,1,0,0,1,1,1
485_17511,0,0,0,1,0,1
485_17512,1,0,0,0,0,1
485_17513,1,0,0,1,0,1
485_17514,1,0,0,0,0,1
485_17515,1,0,0,0,0,1
485_17516,1,0,0,0,0,1
485_17517,0,0,0,1,0,1
485_17518,1,0,0,0,0,1
485_17519,1,0,0,1,0,1
485_17520,0,0,0,0,0,1
485_17521,0,0,0,0,0,1
485_17522,1,0,0,0,1,1
485_17523,1,0,0,0,0,1
485_17524,1,0,0,1,0,1
485_17525,1,0,1,1,0,1
485_17526,0,0,0,0,0,1
485_17527,1,0,0,1,0,1
485_17528,1,0,0,0,0,1
485_17529,1,0,0,1,0,1
485_17530,1,0,0,0,0,1
485_17531,1,0,0,1,0,1
485_17532,1,0,0,0,0,1
485_17533,1,0,0,0,0,1
485_17534,1,0,0,0,0,1
485_17535,1,0,0,0,0,1
485_17536,1,0,0,1,0,1
485_17537,1,0,0,1,0,1
485_17538,1,0,0,0,0,1
485_17539,1,0,0,0,0,1
485_17540,1,0,0,0,0,1
485_17541,0,0,0,0,0,1
485_17542,1,0,0,1,0,1
485_17543,1,0,0,0,0,1
485_17544,1,0,1,1,0,1
485_17545,1,0,0,1,1,1
485_17546,1,0,0,1,0,1
485_17547,1,0,0,0,0,1
485_17548,0,0,0,0,0,1
485_17549,1,0,0,0,0,1
485_17550,1,0,0,1,0,1
485_17551,1,0,0,0,0,1
485_17552,0,0,0,0,0,1
485_17553,1,0,0,1,0,1
485_17554,0,0,0,1,0,1
485_17555,1,0,0,0,0,1
485_17556,0,0,0,0,0,1
485_17557,1,0,0,1,0,1
485_17558,1,0,0,1,0,1
485_17559,1,0,0,0,0,1
485_17560,1,0,0,0,0,1
485_17561,1,0,0,0,0,1
485_17562,1,0,0,1,0,1
485_17563,1,0,0,0,0,1
485_17564,1,0,0,1,0,1
485_17565,1,0,0,1,0,1
485_17566,1,0,0,0,0,1
485_17567,1,0,0,0,0,1
485_17568,0,0,0,1,0,1
485_17569,1,0,0,0,0,1
485_17570,1,0,0,1,0,1
485_17571,1,0,0,1,0,1
485_17572,1,0,0,0,0,1
485_17573,1,0,1,0,0,0
485_17574,1,0,0,0,1,1
485_17575,1,0,0,0,0,1
485_17576,1,0,0,0,0,1
485_17577,1,0,0,0,0,1
485_17578,1,0,0,1,0,1
485_17579,1,0,0,1,0,1
485_17580,1,0,0,0,0,1
485_17581,1,0,0,1,0,1
485_17582,1,0,0,0,0,1
485_17583,1,0,0,1,0,1
485_17584,1,0,0,0,0,1
485_17585,1,0,0,0,0,1
485_17586,1,0,0,0,0,1
485_17587,1,0,0,0,0,1
485_17588,1,0,0,0,0,1
485_17589,1,0,0,0,0,1
485_17590,1,0,0,1,0,1
485_17591,1,0,0,0,0,1
485_17592,1,0,0,0,0,1
485_17593,1,0,0,1,0,1
485_17594,1,0,0,1,0,1
485_17595,1,0,0,1,1,1
485_17596,0,0,0,0,0,1
485_17597,1,0,0,1,0,1
485_17598,1,0,0,0,0,1
485_17599,1,0,0,0,0,1
485_176,0,0,0,1,1,1
485_17600,1,0,0,0,1,1
485_17601,1,0,0,0,0,1
485_17602,1,0,0,1,0,1
485_17603,1,0,0,0,0,1
485_17604,1,0,0,1,0,1
485_17605,1,0,0,0,0,1
485_17606,1,0,0,1,0,0
485_17607,1,0,0,0,0,1
485_17608,1,0,0,0,0,1
485_17609,1,0,0,0,0,1
485_17610,1,0,0,1,0,1
485_17611,1,0,0,1,0,1
485_17612,1,0,0,1,1,1
485_17613,1,0,0,1,0,1
485_17614,1,0,0,0,0,1
485_17615,1,0,0,1,0,1
485_17616,1,0,0,1,1,1
485_17617,1,0,0,0,0,1
485_17618,1,0,0,1,0,1
485_17619,1,0,0,1,0,1
485_17620,1,0,0,0,0,1
485_17621,1,0,0,1,0,1
485_17622,1,0,0,0,1,1
485_17623,1,0,0,0,0,1
485_17624,1,0,0,1,0,1
485_17625,1,0,0,0,0,1
485_17626,1,0,0,1,0,1
485_17627,1,0,0,1,0,1
485_17628,1,0,0,0,0,1
485_17629,1,0,0,1,0,1
485_17630,1,0,0,1,0,1
485_17631,1,0,0,0,0,1
485_17632,1,0,0,0,1,1
485_17633,1,0,0,0,0,1
485_17634,1,0,0,1,0,0
485_17636,1,0,0,0,0,1
485_17637,1,0,0,1,1,1
485_17638,1,0,0,0,0,1
485_17639,1,0,0,1,0,1
485_17640,1,0,0,0,0,1
485_17641,0,0,0,0,0,1
485_17642,1,0,0,0,0,1
485_17643,1,0,0,1,0,1
485_17644,1,0,1,1,0,1
485_17645,1,0,0,0,0,1
485_17646,0,0,0,0,0,1
485_17647,1,0,0,0,0,1
485_17648,1,0,0,1,0,1
485_17649,1,0,0,0,0,1
485_17650,1,0,0,1,0,0
485_17651,1,0,0,1,0,1
485_17652,1,0,0,1,0,1
485_17653,1,0,1,0,0,1
485_17654,1,0,0,1,0,1
485_17655,1,0,0,1,0,1
485_17656,1,0,0,1,0,1
485_17657,1,0,0,0,0,1
485_17658,1,0,0,0,0,0
485_17659,1,0,0,0,0,1
485_17660,1,0,0,1,0,1
485_17661,1,0,0,0,0,1
485_17662,1,0,0,0,0,1
485_17663,1,0,0,0,0,1
485_17664,1,0,0,0,0,1
485_17665,1,0,0,1,0,1
485_17666,0,0,0,0,0,1
485_17667,0,0,0,0,0,1
485_17668,1,0,0,0,0,1
485_17669,1,0,0,0,0,1
485_17670,1,0,0,1,0,1
485_17671,1,0,0,0,0,1
485_17672,1,0,0,0,0,1
485_17673,1,0,0,1,1,1
485_17674,1,0,0,1,0,1
485_17675,0,0,0,0,0,1
485_17676,1,0,0,0,0,1
485_17677,1,0,0,0,0,1
485_17678,1,0,0,0,0,1
485_17679,1,0,0,0,0,1
485_17680,1,0,0,1,0,1
485_17681,1,0,0,0,1,1
485_17682,1,0,0,1,0,1
485_17683,1,0,0,1,0,1
485_17684,1,0,0,0,0,1
485_17685,1,0,0,1,0,1
485_17686,1,0,0,0,0,1
485_17687,1,0,0,0,0,1
485_17688,1,0,0,0,0,1
485_17689,1,0,0,1,0,1
485_177,0,0,0,1,0,1
485_17731,1,0,0,0,0,1
485_17733,1,0,0,0,0,1
485_17734,1,0,0,0,0,1
485_17736,1,0,0,0,0,1
485_17738,1,0,0,0,0,1
485_17739,1,0,0,1,0,1
485_17740,1,0,0,0,0,1
485_17741,1,0,0,0,0,1
485_17742,1,0,0,0,0,1
485_17743,1,0,0,1,0,1
485_17744,1,0,0,1,0,1
485_17745,1,0,0,0,0,1
485_17746,1,0,0,0,0,1
485_17747,1,0,0,0,0,1
485_17748,1,0,0,0,0,1
485_17749,1,0,0,1,0,1
485_17750,1,0,0,0,0,1
485_17751,1,0,0,0,0,1
485_17752,1,0,0,0,0,1
485_17753,1,0,0,1,0,1
485_17754,1,0,0,0,0,1
485_17755,1,0,0,0,0,1
485_17756,1,0,0,0,0,1
485_17757,1,0,0,0,0,1
485_17758,1,0,0,0,0,1
485_17759,1,0,0,0,0,1
485_17760,1,0,0,0,0,1
485_17761,1,0,0,0,0,1
485_17762,1,0,0,1,0,1
485_17764,1,0,0,0,0,1
485_17765,1,0,0,1,0,1
485_17766,1,0,0,1,0,1
485_17767,1,0,0,0,0,1
485_17768,1,0,0,0,0,1
485_17769,1,0,0,0,0,1
485_17773,1,0,0,0,0,1
485_17775,1,0,0,1,0,1
485_17777,1,0,0,0,0,1
485_17778,1,0,0,1,0,1
485_17779,1,0,0,0,0,1
485_17780,1,0,0,0,0,1
485_17781,1,0,0,0,0,1
485_17782,1,0,0,0,0,1
485_17783,1,0,0,0,0,1
485_17784,1,0,0,1,0,1
485_17785,1,0,0,0,0,1
485_17786,1,0,0,0,0,1
485_17787,1,0,0,0,0,1
485_17788,1,0,0,1,0,1
485_17789,1,0,0,0,0,1
485_17790,1,0,0,0,0,1
485_17791,1,0,0,1,0,1
485_17792,1,0,0,0,0,1
485_17793,1,0,0,0,0,1
485_17794,0,0,0,1,0,1
485_17795,1,0,0,0,0,1
485_17796,1,0,0,0,0,1
485_17797,1,0,0,0,0,1
485_17798,1,0,0,0,0,1
485_17799,0,0,0,0,0,1
485_178,1,0,0,1,1,1
485_17800,0,0,0,0,0,1
485_17801,0,0,0,1,0,1
485_17802,1,0,0,0,1,1
485_17803,1,0,0,0,0,1
485_17804,0,0,0,0,0,1
485_17805,0,0,0,0,0,1
485_17806,1,0,0,0,0,1
485_17807,1,0,0,0,0,1
485_17808,1,0,0,0,0,1
485_17809,1,0,0,0,0,1
485_17810,1,0,0,0,0,1
485_17811,1,0,0,1,0,1
485_17812,1,0,0,0,0,1
485_17813,1,0,0,0,0,1
485_17814,0,0,0,0,0,1
485_17815,1,0,0,0,0,1
485_17816,1,0,0,1,0,1
485_17817,1,0,0,0,0,1
485_17818,1,0,0,0,0,1
485_17819,1,0,0,0,0,1
485_17820,0,0,0,0,0,1
485_17821,0,0,0,0,0,1
485_17822,0,0,0,0,0,1
485_17823,1,0,0,1,0,1
485_17824,1,0,0,0,0,1
485_17825,1,0,0,0,0,1
485_17826,1,0,0,0,0,1
485_17827,1,0,0,0,0,1
485_17828,0,0,0,0,0,1
485_17829,1,0,0,0,0,1
485_17830,0,0,0,0,0,1
485_17831,1,0,0,0,0,1
485_17832,1,0,0,0,0,1
485_17833,0,0,0,0,0,1
485_17834,0,0,0,0,0,1
485_17835,1,0,0,0,0,1
