Genome ID,Collection Year,Isolation Country,Host Name,Host Common Name,Host Group,Country Code,PP cluster
485_4431,2012,USA,Human,Human,Human,USA,331
485_14923,2017,Australia,Human,,,AUS,7
485_3883,2014,USA,Human,Human,Human,USA,913
485_6791,2015,New Zealand,Human,Human,Human,NZL,12
485_14286,2017,Australia,Human,,,AUS,95
485_8525,2015,United Kingdom,Human,Human,Human,GBR,17
485_8553,2014,United Kingdom,Human,Human,Human,GBR,11
485_17863,2010,Belarus,Human,,,BLR,221
485_8913,2015,United Kingdom,Human,Human,Human,GBR,15
485_3847,2013,USA,Human,Human,Human,USA,6
485_5364,2013,United Kingdom,Human,Human,Human,GBR,769
485_15451,2012,USA,Human,,,USA,225
485_9235,2016,United Kingdom,Human,Human,Human,GBR,23
485_13711,2017,Australia,Human,,,AUS,8
485_14510,2017,Australia,Human,,,AUS,5
485_4085,2014,USA,Human,Human,Human,USA,142
485_706,2001,Canada,Human,Human,Human,CAN,637
485_9243,2015,United Kingdom,Human,Human,Human,GBR,19
485_12939,2017,Australia,Human,,,AUS,12
485_4929,2015,Japan,Human,Human,Human,JPN,40
485_9614,2015,Japan,Human,Human,Human,JPN,155
485_5598,2013,Spain,Human,Human,Human,ESP,14
485_9301,2016,United Kingdom,Human,Human,Human,GBR,11
485_13054,2017,Australia,Human,,,AUS,12
485_14404,2017,Australia,Human,,,AUS,147
485_13207,2017,Australia,Human,,,AUS,1196
485_15442,2013,USA,Human,,,USA,2
485_8506,2014,United Kingdom,Human,Human,Human,GBR,11
485_8896,2015,United Kingdom,Human,Human,Human,GBR,10
485_13909,2017,Australia,Human,,,AUS,13
485_8717,2016,United Kingdom,Human,Human,Human,GBR,6
485_4278,2012,USA,Human,Human,Human,USA,25
485_9411,2016,United Kingdom,Human,Human,Human,GBR,11
485_709,2001,Canada,Human,Human,Human,CAN,273
485_14050,2017,Australia,Human,,,AUS,4
485_15538,2017,Australia,Human,,,AUS,5
485_8931,2014,United Kingdom,Human,Human,Human,GBR,41
485_8983,2013,United Kingdom,Human,Human,Human,GBR,351
485_15406,2012,USA,Human,,,USA,1058
485_14053,2017,Australia,Human,,,AUS,1118
485_405,2012,USA,Human,Human,Human,USA,2
485_4425,2012,USA,Human,Human,Human,USA,3
485_13311,2017,Australia,Human,,,AUS,9
485_14038,2017,Australia,Human,,,AUS,21
485_7024,2015,New Zealand,Human,Human,Human,NZL,8
485_8794,2015,United Kingdom,Human,Human,Human,GBR,1
485_16673,2017,Australia,Human,,,AUS,95
485_17822,2008,France,Human,,,FRA,1
485_8376,2015,United Kingdom,Human,Human,Human,GBR,14
485_15503,2012,USA,Human,,,USA,91
485_8597,2016,United Kingdom,Human,Human,Human,GBR,15
485_13912,2017,Australia,Human,,,AUS,5
485_13351,2017,Australia,Human,,,AUS,3
485_593,2014,Canada,Human,Human,Human,CAN,53
485_8709,2015,United Kingdom,Human,Human,Human,GBR,111
485_5090,2013,Greece,Human,Human,Human,GRC,1
485_7097,2015,New Zealand,Human,Human,Human,NZL,6
485_8716,2016,United Kingdom,Human,Human,Human,GBR,75
485_8780,2013,United Kingdom,Human,Human,Human,GBR,2
485_8606,2015,United Kingdom,Human,Human,Human,GBR,156
485_9707,2013,Australia,Human,Human,Human,AUS,27
485_8248,2013,United Kingdom,Human,Human,Human,GBR,22
485_5640,2013,France,Human,Human,Human,FRA,23
485_15475,2012,USA,Human,,,USA,382
485_8098,2017,Australia,Human,Human,Human,AUS,172
485_5271,2013,Netherlands,Human,Human,Human,NLD,196
485_9769,2016,Ireland,Human,Human,Human,IRL,9
485_13136,2017,Australia,Human,,,AUS,4
485_5856,2013,USA,Human,Human,Human,USA,2
485_5515,2013,Portugal,Human,Human,Human,PRT,1
485_13001,2017,Australia,Human,,,AUS,5
485_9265,2014,United Kingdom,Human,Human,Human,GBR,26
485_5146,2013,Denmark,Human,Human,Human,DNK,10
485_14241,2017,Australia,Human,,,AUS,9
485_9043,2015,United Kingdom,Human,Human,Human,GBR,119
485_4047,2012,USA,Human,Human,Human,USA,897
485_13401,2017,Australia,Human,,,AUS,13
485_7029,2015,New Zealand,Human,Human,Human,NZL,643
485_5580,2013,Spain,Human,Human,Human,ESP,2
485_801,2010,Canada,Human,Human,Human,CAN,89
485_8417,2013,United Kingdom,Human,Human,Human,GBR,6
485_5351,2013,United Kingdom,Human,Human,Human,GBR,770
485_8943,2013,United Kingdom,Human,Human,Human,GBR,1
485_5087,2013,Greece,Human,Human,Human,GRC,74
485_17799,2006,Brazil,Human,,,BRA,978
485_6762,2015,New Zealand,Human,Human,Human,NZL,8
485_14338,2017,Australia,Human,,,AUS,12
485_391,2013,USA,Human,Human,Human,USA,143
485_735,2006,Canada,Human,Human,Human,CAN,22
485_15628,2017,Australia,Human,,,AUS,9
485_3949,2013,USA,Human,Human,Human,USA,43
485_15523,2017,Australia,Human,,,AUS,4
485_453,2013,Canada,Human,Human,Human,CAN,2
485_6957,2015,New Zealand,Human,Human,Human,NZL,5
485_8389,2013,United Kingdom,Human,Human,Human,GBR,2
485_8371,2015,United Kingdom,Human,Human,Human,GBR,73
485_15613,2017,Australia,Human,,,AUS,61
485_16974,2017,Australia,Human,,,AUS,68
485_8646,2015,United Kingdom,Human,Human,Human,GBR,37
485_8977,2013,United Kingdom,Human,Human,Human,GBR,2
485_13067,2017,Australia,Human,,,AUS,4
485_14983,2017,Australia,Human,,,AUS,28
485_7085,2015,New Zealand,Human,Human,Human,NZL,72
485_5393,2013,United Kingdom,Human,Human,Human,GBR,2
485_4975,2013,Spain,Human,Human,Human,ESP,1
485_8732,2013,United Kingdom,Human,Human,Human,GBR,6
485_17760,2004,Japan,Human,,,JPN,29
485_12933,2017,Australia,Human,,,AUS,9
485_809,2011,Canada,Human,Human,Human,CAN,14
485_14401,2017,Australia,Human,,,AUS,12
485_8317,2013,United Kingdom,Human,Human,Human,GBR,37
485_13249,2017,Australia,Human,,,AUS,4
485_13382,2017,Australia,Human,,,AUS,5
485_5283,2013,Sweden,Human,Human,Human,SWE,781
485_6789,2015,New Zealand,Human,Human,Human,NZL,5
485_3831,2014,USA,Human,Human,Human,USA,27
485_497,2014,Canada,Human,Human,Human,CAN,8
485_6980,2015,New Zealand,Human,Human,Human,NZL,158
485_9031,2015,United Kingdom,Human,Human,Human,GBR,13
485_13385,2017,Australia,Human,,,AUS,1170
485_17865,2004,Russian Federation,Human,,,RUS,969
485_4015,2013,USA,Human,Human,Human,USA,902
485_9328,2014,United Kingdom,Human,Human,Human,GBR,462
485_9167,2016,United Kingdom,Human,Human,Human,GBR,13
485_5060,2013,Belgium,Human,Human,Human,BEL,1
485_8538,2015,United Kingdom,Human,Human,Human,GBR,14
485_8804,2015,United Kingdom,Human,Human,Human,GBR,73
485_589,2013,Canada,Human,Human,Human,CAN,8
485_9168,2016,United Kingdom,Human,Human,Human,GBR,48
485_8751,2015,United Kingdom,Human,Human,Human,GBR,253
485_8842,2015,United Kingdom,Human,Human,Human,GBR,13
485_9446,2013,United Kingdom,Human,Human,Human,GBR,44
485_3755,2013,USA,Human,Human,Human,USA,213
485_5517,2013,Portugal,Human,Human,Human,PRT,6
485_13345,2017,Australia,Human,,,AUS,1
485_6772,2015,New Zealand,Human,Human,Human,NZL,695
485_15536,2017,Australia,Human,,,AUS,9
485_4142,2013,USA,Human,Human,Human,USA,66
485_5257,2013,Netherlands,Human,Human,Human,NLD,3
485_3934,2013,USA,Human,Human,Human,USA,6
485_8958,2016,United Kingdom,Human,Human,Human,GBR,11
485_4381,2012,USA,Human,Human,Human,USA,91
485_6875,2015,New Zealand,Human,Human,Human,NZL,99
485_7132,2015,New Zealand,Human,Human,Human,NZL,8
485_4235,2013,USA,Human,Human,Human,USA,2
485_9438,2015,United Kingdom,Human,Human,Human,GBR,11
485_719,2005,Canada,Human,Human,Human,CAN,624
485_9151,2014,United Kingdom,Human,Human,Human,GBR,98
485_8822,2014,United Kingdom,Human,Human,Human,GBR,11
485_8938,2013,United Kingdom,Human,Human,Human,GBR,1
485_8630,2015,United Kingdom,Human,Human,Human,GBR,534
485_9011,2013,United Kingdom,Human,Human,Human,GBR,496
485_14976,2017,Australia,Human,,,AUS,8
485_4997,2013,Spain,Human,Human,Human,ESP,3
485_8289,2014,United Kingdom,Human,Human,Human,GBR,31
485_15465,2013,USA,Human,,,USA,66
485_14231,2017,Australia,Human,,,AUS,13
485_433,2012,USA,Human,Human,Human,USA,2
485_5214,2013,Netherlands,Human,Human,Human,NLD,796
485_8412,2015,United Kingdom,Human,Human,Human,GBR,3
485_5628,2013,France,Human,Human,Human,FRA,23
485_3655,2012,USA,Human,Human,Human,USA,19
485_182,2010,USA,Human,Human,Human,USA,1
485_3813,2013,USA,Human,Human,Human,USA,923
485_14364,2017,Australia,Human,,,AUS,10
485_12891,2017,Australia,Human,,,AUS,5
485_9387,2014,United Kingdom,Human,Human,Human,GBR,17
485_561,2011,Canada,Human,Human,Human,CAN,1
485_17660,2017,Australia,Human,,,AUS,4
485_9263,2013,United Kingdom,Human,Human,Human,GBR,2
485_16520,2017,Australia,Human,,,AUS,147
485_13930,2017,Australia,Human,,,AUS,1129
485_9094,2014,United Kingdom,Human,Human,Human,GBR,22
485_8330,2015,United Kingdom,Human,Human,Human,GBR,3
485_17665,2017,Australia,Human,,,AUS,3
485_17528,2017,Australia,Human,,,AUS,5
485_380,2010,Canada,Human,Human,Human,CAN,10
485_9530,2015,Japan,Human,Human,Human,JPN,1
485_17764,2004,Japan,Human,,,JPN,29
485_3836,2014,USA,Human,Human,Human,USA,145
485_8384,2014,United Kingdom,Human,Human,Human,GBR,34
485_17832,2012,Spain,Human,,,ESP,1
485_13534,2017,Australia,Human,,,AUS,4
485_7106,2015,New Zealand,Human,Human,Human,NZL,52
485_4165,2013,USA,Human,Human,Human,USA,382
485_13734,2017,Australia,Human,,,AUS,7
485_14140,2017,Australia,Human,,,AUS,3
485_5118,2013,Greece,Human,Human,Human,GRC,814
485_14747,2017,Australia,Human,,,AUS,23
485_14084,2017,Australia,Human,,,AUS,5
485_15411,2012,USA,Human,,,USA,1057
485_16969,2017,Australia,Human,,,AUS,41
485_6948,2015,New Zealand,Human,Human,Human,NZL,8
485_4843,2015,Japan,Human,Human,Human,JPN,199
485_8904,2015,United Kingdom,Human,Human,Human,GBR,19
485_13072,2017,Australia,Human,,,AUS,9
485_6806,2015,New Zealand,Human,Human,Human,NZL,691
485_13554,2017,Australia,Human,,,AUS,10
485_13905,2017,Australia,Human,,,AUS,9
485_9141,2013,United Kingdom,Human,Human,Human,GBR,22
485_17500,2017,Australia,Human,,,AUS,4
485_12919,2017,Australia,Human,,,AUS,151
485_14188,2017,Australia,Human,,,AUS,7
485_5347,2013,United Kingdom,Human,Human,Human,GBR,37
485_4889,2015,Japan,Human,Human,Human,JPN,86
485_590,2014,Canada,Human,Human,Human,CAN,297
485_4870,2015,Japan,Human,Human,Human,JPN,115
485_8723,2013,United Kingdom,Human,Human,Human,GBR,3
485_8269,2013,United Kingdom,Human,Human,Human,GBR,2
485_5014,2013,Italy,Human,Human,Human,ITA,3
485_8275,2016,United Kingdom,Human,Human,Human,GBR,578
485_6804,2015,New Zealand,Human,Human,Human,NZL,5
485_14440,2017,Australia,Human,,,AUS,4
485_477,2014,Canada,Human,Human,Human,CAN,1
485_6971,2015,New Zealand,Human,Human,Human,NZL,79
485_15500,2012,USA,Human,,,USA,11
485_13085,2017,Australia,Human,,,AUS,4
485_4202,2012,USA,Human,Human,Human,USA,83
485_5250,2013,Netherlands,Human,Human,Human,NLD,3
485_13605,2017,Australia,Human,,,AUS,9
485_8580,2014,United Kingdom,Human,Human,Human,GBR,31
485_863,2013,Canada,Human,Human,Human,CAN,535
485_8373,2015,United Kingdom,Human,Human,Human,GBR,27
485_390,2010,Canada,Human,Human,Human,CAN,2
485_12927,2017,Australia,Human,,,AUS,4
485_8088,2015,United Kingdom,Human,Human,Human,GBR,57
485_4344,2012,USA,Human,Human,Human,USA,2
485_5105,2013,Greece,Human,Human,Human,GRC,1
485_8828,2013,United Kingdom,Human,Human,Human,GBR,50
485_3878,2013,USA,Human,Human,Human,USA,3
485_5575,2013,Spain,Human,Human,Human,ESP,6
485_9074,2015,United Kingdom,Human,Human,Human,GBR,62
485_9588,2015,Japan,Human,Human,Human,JPN,110
485_13152,2017,Australia,Human,,,AUS,3
485_17049,2017,Australia,Human,,,AUS,6
485_8599,2013,United Kingdom,Human,Human,Human,GBR,2
485_7065,2015,New Zealand,Human,Human,Human,NZL,635
485_13661,2017,Australia,Human,,,AUS,4
485_13913,2017,Australia,Human,,,AUS,1133
485_4866,2015,Japan,Human,Human,Human,JPN,115
485_14814,2017,Australia,Human,,,AUS,8
485_4005,2012,USA,Human,Human,Human,USA,25
485_15443,2012,USA,Human,,,USA,2
485_8483,2015,United Kingdom,Human,Human,Human,GBR,125
485_9290,2013,United Kingdom,Human,Human,Human,GBR,2
485_6902,2015,New Zealand,Human,Human,Human,NZL,675
485_14248,2017,Australia,Human,,,AUS,4
485_5103,2013,Greece,Human,Human,Human,GRC,1
485_4285,2012,USA,Human,Human,Human,USA,88
485_8419,2015,United Kingdom,Human,Human,Human,GBR,9
485_13879,2017,Australia,Human,,,AUS,4
485_17042,2017,Australia,Human,,,AUS,7
485_4007,2012,USA,Human,Human,Human,USA,19
485_9324,2013,United Kingdom,Human,Human,Human,GBR,3
485_13399,2017,Australia,Human,,,AUS,4
485_5559,2013,Spain,Human,Human,Human,ESP,80
485_13535,2017,Australia,Human,,,AUS,18
485_9331,2015,United Kingdom,Human,Human,Human,GBR,461
485_9546,2015,Japan,Human,Human,Human,JPN,322
485_4466,2012,USA,Human,Human,Human,USA,35
485_9374,2014,United Kingdom,Human,Human,Human,GBR,19
485_6912,2015,New Zealand,Human,Human,Human,NZL,52
485_14890,2017,Australia,Human,,,AUS,9
485_12942,2017,Australia,Human,,,AUS,9
485_13639,2017,Australia,Human,,,AUS,13
485_3902,2013,USA,Human,Human,Human,USA,2
485_5449,2013,Portugal,Human,Human,Human,PRT,36
485_8737,2015,United Kingdom,Human,Human,Human,GBR,9
485_3648,2012,USA,Human,Human,Human,USA,175
485_6774,2015,New Zealand,Human,Human,Human,NZL,6
485_14783,2017,Australia,Human,,,AUS,2
485_4033,2013,USA,Human,Human,Human,USA,54
485_17781,2004,Japan,Human,,,JPN,983
485_15453,2012,USA,Human,,,USA,44
485_9476,2016,United Kingdom,Human,Human,Human,GBR,23
485_6776,2015,New Zealand,Human,Human,Human,NZL,12
485_4008,2012,USA,Human,Human,Human,USA,2
485_13010,2017,Australia,Human,,,AUS,4
485_14082,2017,Australia,Human,,,AUS,5
485_9441,2013,United Kingdom,Human,Human,Human,GBR,2
485_8407,2014,United Kingdom,Human,Human,Human,GBR,2
485_4760,2015,Japan,Human,Human,Human,JPN,56
485_7021,2015,New Zealand,Human,Human,Human,NZL,645
485_13809,2017,Australia,Human,,,AUS,7
485_17767,2004,Japan,Human,,,JPN,29
485_3968,2013,USA,Human,Human,Human,USA,27
485_8800,2015,United Kingdom,Human,Human,Human,GBR,39
485_4326,2012,USA,Human,Human,Human,USA,868
485_8567,2016,United Kingdom,Human,Human,Human,GBR,542
485_12886,2017,Australia,Human,,,AUS,28
485_4106,2013,USA,Human,Human,Human,USA,2
485_13015,2017,Australia,Human,,,AUS,4
485_15431,2012,USA,Human,,,USA,1
485_5556,2013,Spain,Human,Human,Human,ESP,6
485_14801,2017,Australia,Human,,,AUS,3
485_5154,2013,Denmark,Human,Human,Human,DNK,136
485_13297,2017,Australia,Human,,,AUS,3
485_13147,2017,Australia,Human,,,AUS,12
485_8745,2013,United Kingdom,Human,Human,Human,GBR,16
485_5551,2013,Spain,Human,Human,Human,ESP,3
485_8849,2013,United Kingdom,Human,Human,Human,GBR,37
485_581,2013,Canada,Human,Human,Human,CAN,6
485_8890,2013,United Kingdom,Human,Human,Human,GBR,2
485_434,2012,USA,Human,Human,Human,USA,2
485_15430,2013,USA,Human,,,USA,227
485_13926,2017,Australia,Human,,,AUS,1131
485_5046,2013,Belgium,Human,Human,Human,BEL,20
485_14339,2017,Australia,Human,,,AUS,15
485_5564,2013,Spain,Human,Human,Human,ESP,80
485_14125,2017,Australia,Human,,,AUS,399
485_13050,2017,Australia,Human,,,AUS,109
485_3835,2014,USA,Human,Human,Human,USA,4
485_6867,2015,New Zealand,Human,Human,Human,NZL,58
485_17605,2017,Australia,Human,,,AUS,20
485_9663,2008,Australia,Human,Human,Human,AUS,128
485_597,2014,Canada,Human,Human,Human,CAN,53
485_5384,2013,United Kingdom,Human,Human,Human,GBR,11
485_4057,2012,USA,Human,Human,Human,USA,117
485_8552,2015,United Kingdom,Human,Human,Human,GBR,3
485_15671,2017,Australia,Human,,,AUS,10
485_7078,2015,New Zealand,Human,Human,Human,NZL,8
485_8461,2014,United Kingdom,Human,Human,Human,GBR,1
485_14767,2017,Australia,Human,,,AUS,7
485_17539,2017,Australia,Human,,,AUS,1002
485_13485,2017,Australia,Human,,,AUS,4
485_9666,2006,Australia,Human,Human,Human,AUS,182
485_42,2012,USA,Human,Human,Human,USA,878
485_8754,2015,United Kingdom,Human,Human,Human,GBR,13
485_6999,2015,New Zealand,Human,Human,Human,NZL,99
485_9045,2016,United Kingdom,Human,Human,Human,GBR,10
485_13033,2017,Australia,Human,,,AUS,10
485_5566,2013,Spain,Human,Human,Human,ESP,198
485_420,2012,Canada,Human,Human,Human,CAN,1
485_8909,2015,United Kingdom,Human,Human,Human,GBR,504
485_4853,2015,Japan,Human,Human,Human,JPN,40
485_6944,2015,New Zealand,Human,Human,Human,NZL,665
485_17584,2017,Australia,Human,,,AUS,5
485_13120,2017,Australia,Human,,,AUS,177
485_15527,2017,Australia,Human,,,AUS,4
485_4227,2013,USA,Human,Human,Human,USA,383
485_4768,2015,Japan,Human,Human,Human,JPN,20
485_6811,2015,New Zealand,Human,Human,Human,NZL,5
485_15626,2017,Australia,Human,,,AUS,8
485_13914,2017,Australia,Human,,,AUS,13
485_13515,2017,Australia,Human,,,AUS,3
485_17743,2002,Japan,Human,,,JPN,29
485_5673,2013,USA,Human,Human,Human,USA,216
485_7034,2015,New Zealand,Human,Human,Human,NZL,640
485_14067,2017,Australia,Human,,,AUS,5
485_5546,2013,Spain,Human,Human,Human,ESP,731
485_14981,2017,Australia,Human,,,AUS,4
485_9420,2015,United Kingdom,Human,Human,Human,GBR,17
485_13352,2017,Australia,Human,,,AUS,409
485_15479,2013,USA,Human,,,USA,1049
485_14412,2017,Australia,Human,,,AUS,30
485_13107,2017,Australia,Human,,,AUS,2
485_13967,2017,Australia,Human,,,AUS,21
485_4321,2012,USA,Human,Human,Human,USA,83
485_9042,2013,United Kingdom,Human,Human,Human,GBR,10
485_7071,2015,New Zealand,Human,Human,Human,NZL,292
485_9487,2014,United Kingdom,Human,Human,Human,GBR,8
485_8326,2015,United Kingdom,Human,Human,Human,GBR,6
485_9554,2015,Japan,Human,Human,Human,JPN,38
485_9405,2014,United Kingdom,Human,Human,Human,GBR,11
485_13473,2017,Australia,Human,,,AUS,12
485_5437,2013,Malta,Human,Human,Human,MLT,36
485_774,2010,Canada,Human,Human,Human,CAN,1
485_16457,2017,Australia,Human,,,AUS,13
485_15582,2017,Australia,Human,,,AUS,13
485_4886,2015,Japan,Human,Human,Human,JPN,76
485_4151,2012,USA,Human,Human,Human,USA,1
485_307,1999,Canada,Human,Human,Human,CAN,3
485_4493,2013,USA,Human,Human,Human,USA,151
485_14124,2017,Australia,Human,,,AUS,3
485_9781,2016,Ireland,Human,Human,Human,IRL,1
485_9228,2013,United Kingdom,Human,Human,Human,GBR,26
485_5479,2013,Portugal,Human,Human,Human,PRT,14
485_8568,2016,United Kingdom,Human,Human,Human,GBR,15
485_14310,2017,Australia,Human,,,AUS,4
485_5030,2013,Italy,Human,Human,Human,ITA,319
485_355,2008,Canada,Human,Human,Human,CAN,939
485_14851,2017,Australia,Human,,,AUS,13
485_3954,2013,USA,Human,Human,Human,USA,6
485_4308,2012,USA,Human,Human,Human,USA,6
485_8689,2016,United Kingdom,Human,Human,Human,GBR,7
485_9436,2013,United Kingdom,Human,Human,Human,GBR,31
485_717,2005,Canada,Human,Human,Human,CAN,22
485_3624,2014,USA,Human,Human,Human,USA,2
485_5028,2013,Italy,Human,Human,Human,ITA,47
485_544,2010,Canada,Human,Human,Human,CAN,10
485_9002,2014,United Kingdom,Human,Human,Human,GBR,497
485_5106,2013,Greece,Human,Human,Human,GRC,74
485_12951,2017,Australia,Human,,,AUS,10
485_17498,2017,Australia,Human,,,AUS,7
485_14421,2017,Australia,Human,,,AUS,12
485_3863,2013,USA,Human,Human,Human,USA,353
485_5419,2013,Malta,Human,Human,Human,MLT,1
485_15558,2017,Australia,Human,,,AUS,3
485_9640,2000,Japan,Human,Human,Human,JPN,129
485_715,2005,Canada,Human,Human,Human,CAN,10
485_6934,2015,New Zealand,Human,Human,Human,NZL,13
485_5545,2013,Portugal,Human,Human,Human,PRT,732
485_8856,2013,United Kingdom,Human,Human,Human,GBR,11
485_5017,2013,Italy,Human,Human,Human,ITA,6
485_17598,2017,Australia,Human,,,AUS,367
485_15566,2017,Australia,Human,,,AUS,2
485_6802,2015,New Zealand,Human,Human,Human,NZL,131
485_9474,2013,United Kingdom,Human,Human,Human,GBR,36
485_408,2013,USA,Human,Human,Human,USA,2
485_13309,2017,Australia,Human,,,AUS,8
485_4324,2012,USA,Human,Human,Human,USA,215
485_9388,2014,United Kingdom,Human,Human,Human,GBR,10
485_6797,2015,New Zealand,Human,Human,Human,NZL,6
485_3762,2013,USA,Human,Human,Human,USA,41
485_3659,2012,USA,Human,Human,Human,USA,91
485_9585,2015,Japan,Human,Human,Human,JPN,441
485_8085,2015,United Kingdom,Human,Human,Human,GBR,1
485_4153,2012,USA,Human,Human,Human,USA,10
485_7016,2015,New Zealand,Human,Human,Human,NZL,5
485_8933,2013,United Kingdom,Human,Human,Human,GBR,16
485_13313,2017,Australia,Human,,,AUS,237
485_12975,2017,Australia,Human,,,AUS,18
485_15647,2017,Australia,Human,,,AUS,1027
485_9233,2014,United Kingdom,Human,Human,Human,GBR,11
485_6805,2015,New Zealand,Human,Human,Human,NZL,2
485_13203,2017,Australia,Human,,,AUS,10
485_5461,2013,Portugal,Human,Human,Human,PRT,3
485_4241,2012,USA,Human,Human,Human,USA,103
485_4892,2015,Japan,Human,Human,Human,JPN,102
485_13472,2017,Australia,Human,,,AUS,4
485_9434,2013,United Kingdom,Human,Human,Human,GBR,19
485_4419,2012,USA,Human,Human,Human,USA,200
485_6842,2015,New Zealand,Human,Human,Human,NZL,283
485_8701,2016,United Kingdom,Human,Human,Human,GBR,15
485_4145,2013,USA,Human,Human,Human,USA,2
485_807,2010,Canada,Human,Human,Human,CAN,331
485_3959,2013,USA,Human,Human,Human,USA,1
485_5432,2013,Portugal,Human,Human,Human,PRT,760
485_9306,2016,United Kingdom,Human,Human,Human,GBR,23
485_5089,2013,Greece,Human,Human,Human,GRC,6
485_5168,2013,Sweden,Human,Human,Human,SWE,1
485_4471,2013,USA,Human,Human,Human,USA,344
485_8323,2015,United Kingdom,Human,Human,Human,GBR,11
485_8369,2015,United Kingdom,Human,Human,Human,GBR,6
485_5342,2013,United Kingdom,Human,Human,Human,GBR,6
485_4963,2013,Spain,Human,Human,Human,ESP,321
485_14465,2017,Australia,Human,,,AUS,13
485_513,1997,Canada,Human,Human,Human,CAN,3
485_8295,2013,United Kingdom,Human,Human,Human,GBR,576
485_6790,2015,New Zealand,Human,Human,Human,NZL,288
485_542,2010,Canada,Human,Human,Human,CAN,10
485_5289,2013,Sweden,Human,Human,Human,SWE,41
485_9144,2014,United Kingdom,Human,Human,Human,GBR,8
485_6973,2015,New Zealand,Human,Human,Human,NZL,287
485_8457,2015,United Kingdom,Human,Human,Human,GBR,9
485_13138,2017,Australia,Human,,,AUS,51
485_4209,2013,USA,Human,Human,Human,USA,877
485_5443,2013,Portugal,Human,Human,Human,PRT,36
485_9330,2016,United Kingdom,Human,Human,Human,GBR,11
485_4368,2012,USA,Human,Human,Human,USA,337
485_9363,2016,United Kingdom,Human,Human,Human,GBR,309
485_14961,2017,Australia,Human,,,AUS,3
485_5056,2013,Belgium,Human,Human,Human,BEL,818
485_9335,2013,United Kingdom,Human,Human,Human,GBR,1
485_14462,2017,Australia,Human,,,AUS,4
485_8799,2015,United Kingdom,Human,Human,Human,GBR,19
485_3782,2012,USA,Human,Human,Human,USA,152
485_13565,2017,Australia,Human,,,AUS,5
485_8285,2014,United Kingdom,Human,Human,Human,GBR,267
485_5471,2013,Portugal,Human,Human,Human,PRT,36
485_8719,2013,United Kingdom,Human,Human,Human,GBR,26
485_17786,2004,Japan,Human,,,JPN,122
485_8300,2015,United Kingdom,Human,Human,Human,GBR,574
485_5444,2013,Portugal,Human,Human,Human,PRT,2
485_8850,2013,United Kingdom,Human,Human,Human,GBR,1
485_9442,2013,United Kingdom,Human,Human,Human,GBR,55
485_323,2001,Canada,Human,Human,Human,CAN,3
485_9289,2013,United Kingdom,Human,Human,Human,GBR,1
485_836,2011,Canada,Human,Human,Human,CAN,161
485_14528,2017,Australia,Human,,,AUS,147
485_5455,2013,Portugal,Human,Human,Human,PRT,1
485_5574,2013,Spain,Human,Human,Human,ESP,22
485_13733,2017,Australia,Human,,,AUS,7
485_17802,2008,Brazil,Human,,,BRA,42
485_294,1998,Canada,Human,Human,Human,CAN,360
485_502,2014,Canada,Human,Human,Human,CAN,53
485_17531,2017,Australia,Human,,,AUS,51
485_5209,2013,Belgium,Human,Human,Human,BEL,9
485_15459,2012,USA,Human,,,USA,1052
485_9078,2015,United Kingdom,Human,Human,Human,GBR,1
485_5115,2013,Greece,Human,Human,Human,GRC,50
485_5459,2013,Portugal,Human,Human,Human,PRT,755
485_17831,2011,Poland,Human,,,POL,1
485_9685,2010,Australia,Human,Human,Human,AUS,27
485_5251,2013,Netherlands,Human,Human,Human,NLD,135
485_3998,2012,USA,Human,Human,Human,USA,117
485_13416,2017,Australia,Human,,,AUS,12
485_576,2013,Canada,Human,Human,Human,CAN,1
485_5524,2013,Portugal,Human,Human,Human,PRT,737
485_14861,2017,Australia,Human,,,AUS,1074
485_4058,2013,USA,Human,Human,Human,USA,211
485_5175,2013,Sweden,Human,Human,Human,SWE,806
485_15018,2017,Australia,Human,,,AUS,10
485_600,2014,Canada,Human,Human,Human,CAN,53
485_9021,2016,United Kingdom,Human,Human,Human,GBR,2
485_6832,2015,New Zealand,Human,Human,Human,NZL,8
485_8356,2014,United Kingdom,Human,Human,Human,GBR,19
485_7115,2015,New Zealand,Human,Human,Human,NZL,131
485_811,2011,Canada,Human,Human,Human,CAN,592
485_3886,2013,USA,Human,Human,Human,USA,912
485_9227,2013,United Kingdom,Human,Human,Human,GBR,31
485_17516,2017,Australia,Human,,,AUS,7
485_8443,2014,United Kingdom,Human,Human,Human,GBR,560
485_9230,2014,United Kingdom,Human,Human,Human,GBR,11
485_14061,2017,Australia,Human,,,AUS,30
485_7084,2015,New Zealand,Human,Human,Human,NZL,8
485_14551,2017,Australia,Human,,,AUS,4
485_15653,2017,Australia,Human,,,AUS,12
485_6946,2015,New Zealand,Human,Human,Human,NZL,5
485_17582,2017,Australia,Human,,,AUS,5
485_6975,2015,New Zealand,Human,Human,Human,NZL,8
485_13089,2017,Australia,Human,,,AUS,5
485_5181,2013,Sweden,Human,Human,Human,SWE,112
485_8873,2013,United Kingdom,Human,Human,Human,GBR,2
485_7007,2015,New Zealand,Human,Human,Human,NZL,12
485_17566,2017,Australia,Human,,,AUS,998
485_9088,2015,United Kingdom,Human,Human,Human,GBR,62
485_6801,2015,New Zealand,Human,Human,Human,NZL,692
485_14504,2017,Australia,Human,,,AUS,21
