Genome ID,Collection Year,Isolation Country,Host Name,Host Common Name,Host Group,Country Code,PP cluster
485_7081,2015,New Zealand,Human,Human,Human,NZL,5
485_12976,2017,Australia,Human,,,AUS,12
485_14512,2017,Australia,Human,,,AUS,230
485_15522,2017,Australia,Human,,,AUS,4
485_3889,2013,USA,Human,Human,Human,USA,105
485_5143,2013,Denmark,Human,Human,Human,DNK,1
485_3896,2013,USA,Human,Human,Human,USA,349
485_14685,2017,Australia,Human,,,AUS,10
485_699,1994,Canada,Human,Human,Human,CAN,657
485_9236,2016,United Kingdom,Human,Human,Human,GBR,14
485_9224,2013,United Kingdom,Human,Human,Human,GBR,26
485_15507,2017,Australia,Human,,,AUS,4
485_8544,2015,United Kingdom,Human,Human,Human,GBR,125
485_130,2010,USA,Human,Human,Human,USA,2
485_13704,2017,Australia,Human,,,AUS,24
485_17533,2017,Australia,Human,,,AUS,7
485_13439,2017,Australia,Human,,,AUS,4
485_837,2011,Canada,Human,Human,Human,CAN,1
485_13344,2017,Australia,Human,,,AUS,1176
485_9506,2014,United Kingdom,Human,Human,Human,GBR,16
485_17565,2017,Australia,Human,,,AUS,3
485_775,2010,Canada,Human,Human,Human,CAN,605
485_852,2009,Canada,Human,Human,Human,CAN,22
485_4788,2015,Japan,Human,Human,Human,JPN,85
485_15565,2017,Australia,Human,,,AUS,2
485_13601,2017,Australia,Human,,,AUS,4
485_4113,2013,USA,Human,Human,Human,USA,348
485_5044,2013,Belgium,Human,Human,Human,BEL,820
485_3793,2013,USA,Human,Human,Human,USA,3
485_13509,2017,Australia,Human,,,AUS,5
485_13233,2017,Australia,Human,,,AUS,5
485_5110,2013,Greece,Human,Human,Human,GRC,1
485_13229,2017,Australia,Human,,,AUS,8
485_8529,2014,United Kingdom,Human,Human,Human,GBR,6
485_3882,2013,USA,Human,Human,Human,USA,54
485_4141,2013,USA,Human,Human,Human,USA,32
485_9641,1999,Japan,Human,Human,Human,JPN,129
485_9384,2015,United Kingdom,Human,Human,Human,GBR,8
485_14324,2017,Australia,Human,,,AUS,13
485_14138,2017,Australia,Human,,,AUS,7
485_5134,2013,Denmark,Human,Human,Human,DNK,10
485_8458,2015,United Kingdom,Human,Human,Human,GBR,558
485_570,2013,Canada,Human,Human,Human,CAN,703
485_14857,2017,Australia,Human,,,AUS,9
485_3975,2013,USA,Human,Human,Human,USA,50
485_14952,2017,Australia,Human,,,AUS,5
485_8968,2013,United Kingdom,Human,Human,Human,GBR,3
485_14287,2017,Australia,Human,,,AUS,4
485_17587,2017,Australia,Human,,,AUS,4
485_9113,2015,United Kingdom,Human,Human,Human,GBR,13
485_13523,2017,Australia,Human,,,AUS,28
485_17478,2017,Australia,Human,,,AUS,5
485_9696,2012,Australia,Human,Human,Human,AUS,1
485_171,2009,USA,Human,Human,Human,USA,371
485_160,2010,USA,Human,Human,Human,USA,1
485_378,2014,USA,Human,Human,Human,USA,2
485_4852,2015,Japan,Human,Human,Human,JPN,1
485_8648,2013,United Kingdom,Human,Human,Human,GBR,532
485_14145,2017,Australia,Human,,,AUS,394
485_17648,2017,Australia,Human,,,AUS,2
485_5276,2013,Sweden,Human,Human,Human,SWE,782
485_12948,2017,Australia,Human,,,AUS,30
485_15028,2017,Australia,Human,,,AUS,30
485_202,2009,USA,Human,Human,Human,USA,1
485_4163,2013,USA,Human,Human,Human,USA,25
485_5099,2013,Greece,Human,Human,Human,GRC,1
485_8309,2016,United Kingdom,Human,Human,Human,GBR,19
485_9424,2013,United Kingdom,Human,Human,Human,GBR,16
485_4042,2012,USA,Human,Human,Human,USA,3
485_5204,2013,Belgium,Human,Human,Human,BEL,6
485_14942,2017,Australia,Human,,,AUS,3
485_170,2009,USA,Human,Human,Human,USA,1016
485_15008,2017,Australia,Human,,,AUS,3
485_5057,2013,Belgium,Human,Human,Human,BEL,9
485_6883,2015,New Zealand,Human,Human,Human,NZL,125
485_4327,2012,USA,Human,Human,Human,USA,2
485_13591,2017,Australia,Human,,,AUS,61
485_5178,2013,Sweden,Human,Human,Human,SWE,312
485_14272,2017,Australia,Human,,,AUS,1104
485_17775,2001,Japan,Human,,,JPN,985
485_14458,2017,Australia,Human,,,AUS,4
485_14201,2017,Australia,Human,,,AUS,3
485_13478,2017,Australia,Human,,,AUS,8
485_14419,2017,Australia,Human,,,AUS,1089
485_8747,2013,United Kingdom,Human,Human,Human,GBR,6
485_9273,2014,United Kingdom,Human,Human,Human,GBR,184
485_4306,2013,USA,Human,Human,Human,USA,141
485_15003,2017,Australia,Human,,,AUS,75
485_17630,2017,Australia,Human,,,AUS,15
485_14341,2017,Australia,Human,,,AUS,240
485_14259,2017,Australia,Human,,,AUS,3
485_12946,2017,Australia,Human,,,AUS,4
485_12890,2017,Australia,Human,,,AUS,4
485_441,2012,USA,Human,Human,Human,USA,6
485_5583,2013,Spain,Human,Human,Human,ESP,6
485_13611,2017,Australia,Human,,,AUS,4
485_3967,2013,USA,Human,Human,Human,USA,16
485_126,2009,USA,Human,Human,Human,USA,1
485_15609,2017,Australia,Human,,,AUS,1032
485_5639,2013,France,Human,Human,Human,FRA,2
485_5050,2013,Belgium,Human,Human,Human,BEL,819
485_17591,2017,Australia,Human,,,AUS,13
485_8683,2016,United Kingdom,Human,Human,Human,GBR,37
485_17658,2017,Australia,Human,,,AUS,4
485_460,2013,Canada,Human,Human,Human,CAN,1
485_12977,2017,Australia,Human,,,AUS,5
485_17649,2017,Australia,Human,,,AUS,7
485_17461,2017,Australia,Human,,,AUS,231
485_5642,2013,France,Human,Human,Human,FRA,41
485_8101,2017,Canada,Human,Human,Human,CAN,172
485_15657,2017,Australia,Human,,,AUS,3
485_8795,2014,United Kingdom,Human,Human,Human,GBR,13
485_276,2010,USA,Human,Human,Human,USA,1
485_14278,2017,Australia,Human,,,AUS,17
485_70,2009,USA,Human,Human,Human,USA,652
485_3738,2013,USA,Human,Human,Human,USA,214
485_17787,2004,Japan,Human,,,JPN,122
485_4133,2013,USA,Human,Human,Human,USA,90
485_17629,2017,Australia,Human,,,AUS,2
485_13281,2017,Australia,Human,,,AUS,1186
485_15683,2017,Australia,Human,,,AUS,5
485_8304,2014,United Kingdom,Human,Human,Human,GBR,19
485_13667,2017,Australia,Human,,,AUS,9
485_9219,2015,United Kingdom,Human,Human,Human,GBR,30
485_7103,2015,New Zealand,Human,Human,Human,NZL,271
485_8649,2014,United Kingdom,Human,Human,Human,GBR,157
485_8886,2016,United Kingdom,Human,Human,Human,GBR,3
485_156,2010,USA,Human,Human,Human,USA,1035
485_13092,2017,Australia,Human,,,AUS,416
485_14026,2017,Australia,Human,,,AUS,10
485_14185,2017,Australia,Human,,,AUS,232
485_134,2009,USA,Human,Human,Human,USA,1
485_127,2010,USA,Human,Human,Human,USA,33
485_9122,2013,United Kingdom,Human,Human,Human,GBR,1
485_14043,2017,Australia,Human,,,AUS,1121
485_9093,2014,United Kingdom,Human,Human,Human,GBR,41
485_107,2009,USA,Human,Human,Human,USA,43
485_17747,2001,Japan,Human,,,JPN,29
485_9307,2016,United Kingdom,Human,Human,Human,GBR,13
485_4757,2015,Japan,Human,Human,Human,JPN,1
485_4092,2013,USA,Human,Human,Human,USA,25
485_14936,2017,Australia,Human,,,AUS,12
485_12876,2017,Australia,Human,,,AUS,3
485_13073,2017,Australia,Human,,,AUS,3
485_9258,2013,United Kingdom,Human,Human,Human,GBR,6
485_13170,2017,Australia,Human,,,AUS,77
485_3923,2014,USA,Human,Human,Human,USA,145
485_15464,2013,USA,Human,,,USA,226
485_5456,2013,Portugal,Human,Human,Human,PRT,756
485_14028,2017,Australia,Human,,,AUS,18
485_6876,2015,New Zealand,Human,Human,Human,NZL,70
485_534,2007,Canada,Human,Human,Human,CAN,120
485_9593,2015,Japan,Human,Human,Human,JPN,110
485_707,2001,Canada,Human,Human,Human,CAN,29
485_14274,2017,Australia,Human,,,AUS,9
485_9664,2008,Australia,Human,Human,Human,AUS,128
485_4441,2012,USA,Human,Human,Human,USA,204
485_8258,2015,United Kingdom,Human,Human,Human,GBR,581
485_17499,2017,Australia,Human,,,AUS,7
485_5048,2013,Belgium,Human,Human,Human,BEL,16
485_4258,2012,USA,Human,Human,Human,USA,210
485_5237,2013,Netherlands,Human,Human,Human,NLD,791
485_8693,2013,United Kingdom,Human,Human,Human,GBR,2
485_15498,2012,USA,Human,,,USA,1044
485_9027,2014,United Kingdom,Human,Human,Human,GBR,10
485_13446,2017,Australia,Human,,,AUS,12
485_17745,2001,Japan,Human,,,JPN,29
485_17628,2017,Australia,Human,,,AUS,7
485_14198,2017,Australia,Human,,,AUS,3
485_240,2009,USA,Human,Human,Human,USA,35
485_14369,2017,Australia,Human,,,AUS,95
485_9646,2006,Australia,Human,Human,Human,AUS,432
485_17675,2017,Australia,Human,,,AUS,13
485_6915,2015,New Zealand,Human,Human,Human,NZL,160
485_16741,2017,Australia,Human,,,AUS,95
485_8624,2015,United Kingdom,Human,Human,Human,GBR,257
485_13031,2017,Australia,Human,,,AUS,1209
485_13363,2017,Australia,Human,,,AUS,1173
485_14288,2017,Australia,Human,,,AUS,7
485_13377,2017,Australia,Human,,,AUS,4
485_223,2009,USA,Human,Human,Human,USA,27
485_17661,2017,Australia,Human,,,AUS,5
485_15528,2017,Australia,Human,,,AUS,4
485_14772,2017,Australia,Human,,,AUS,9
485_13250,2017,Australia,Human,,,AUS,3
485_5088,2013,Greece,Human,Human,Human,GRC,816
485_237,2010,USA,Human,Human,Human,USA,1
485_5424,2013,Malta,Human,Human,Human,MLT,2
485_8657,2015,United Kingdom,Human,Human,Human,GBR,18
485_3657,2012,USA,Human,Human,Human,USA,2
485_14041,2017,Australia,Human,,,AUS,7
485_9711,2013,Australia,Human,Human,Human,AUS,87
485_8734,2015,United Kingdom,Human,Human,Human,GBR,11
485_15461,2013,USA,Human,,,USA,32
485_14509,2017,Australia,Human,,,AUS,12
485_76,2010,USA,Human,Human,Human,USA,1
485_169,2009,USA,Human,Human,Human,USA,33
485_835,2012,United Kingdom,Human,Human,Human,GBR,570
485_3951,2013,USA,Human,Human,Human,USA,208
485_15041,2017,Australia,Human,,,AUS,7
485_806,2010,Canada,Human,Human,Human,CAN,595
485_9348,2013,United Kingdom,Human,Human,Human,GBR,1
485_5388,2013,United Kingdom,Human,Human,Human,GBR,310
485_13844,2017,Australia,Human,,,AUS,1141
485_411,2013,USA,Human,Human,Human,USA,885
485_5633,2013,France,Human,Human,Human,FRA,296
485_9485,2013,United Kingdom,Human,Human,Human,GBR,31
485_3981,2014,USA,Human,Human,Human,USA,213
485_5581,2013,Spain,Human,Human,Human,ESP,3
485_13633,2017,Australia,Human,,,AUS,3
485_13105,2017,Australia,Human,,,AUS,21
485_8329,2015,United Kingdom,Human,Human,Human,GBR,13
485_9548,2015,Japan,Human,Human,Human,JPN,139
485_13200,2017,Australia,Human,,,AUS,5
485_17456,2017,Australia,Human,,,AUS,3
485_4249,2013,USA,Human,Human,Human,USA,210
485_5262,2013,Netherlands,Human,Human,Human,NLD,119
485_15057,2017,Australia,Human,,,AUS,13
485_14937,2017,Australia,Human,,,AUS,12
485_12980,2017,Australia,Human,,,AUS,3
485_180,2010,USA,Human,Human,Human,USA,1
485_14139,2017,Australia,Human,,,AUS,2
485_13083,2017,Australia,Human,,,AUS,5
485_4043,2013,USA,Human,Human,Human,USA,25
485_9086,2014,United Kingdom,Human,Human,Human,GBR,15
485_9612,2015,Japan,Human,Human,Human,JPN,38
485_14151,2017,Australia,Human,,,AUS,17
485_17827,2012,Poland,Human,,,POL,1
485_8424,2015,United Kingdom,Human,Human,Human,GBR,3
485_3791,2012,USA,Human,Human,Human,USA,83
485_12892,2017,Australia,Human,,,AUS,13
485_5589,2013,Spain,Human,Human,Human,ESP,723
485_8526,2014,United Kingdom,Human,Human,Human,GBR,34
485_4248,2013,USA,Human,Human,Human,USA,43
485_5527,2013,Portugal,Human,Human,Human,PRT,736
485_5652,2013,France,Human,Human,Human,FRA,23
485_16956,2017,Australia,Human,,,AUS,1017
485_3741,2013,USA,Human,Human,Human,USA,6
485_8262,2013,United Kingdom,Human,Human,Human,GBR,2
485_17601,2017,Australia,Human,,,AUS,7
485_791,2010,Canada,Human,Human,Human,CAN,1
485_8997,2013,United Kingdom,Human,Human,Human,GBR,6
485_13283,2017,Australia,Human,,,AUS,9
485_15502,2012,USA,Human,,,USA,1042
485_8685,2016,United Kingdom,Human,Human,Human,GBR,11
485_4993,2013,Spain,Human,Human,Human,ESP,1
485_6918,2015,New Zealand,Human,Human,Human,NZL,278
485_4881,2015,Japan,Human,Human,Human,JPN,102
485_243,2010,USA,Human,Human,Human,USA,1
485_17034,2017,Australia,Human,,,AUS,7
485_15011,2017,Australia,Human,,,AUS,12
485_17637,2017,Australia,Human,,,AUS,9
485_16551,2017,Australia,Human,,,AUS,9
485_8629,2013,United Kingdom,Human,Human,Human,GBR,2
485_5520,2013,Portugal,Human,Human,Human,PRT,303
485_13892,2017,Australia,Human,,,AUS,7
485_16740,2017,Australia,Human,,,AUS,2
485_228,2009,USA,Human,Human,Human,USA,35
485_8404,2013,United Kingdom,Human,Human,Human,GBR,11
485_13366,2017,Australia,Human,,,AUS,8
485_8603,2016,United Kingdom,Human,Human,Human,GBR,11
485_13826,2017,Australia,Human,,,AUS,7
485_3894,2013,USA,Human,Human,Human,USA,350
485_14329,2017,Australia,Human,,,AUS,126
485_8478,2013,United Kingdom,Human,Human,Human,GBR,35
485_3868,2013,USA,Human,Human,Human,USA,2
485_13641,2017,Australia,Human,,,AUS,18
485_14160,2017,Australia,Human,,,AUS,5
485_14263,2017,Australia,Human,,,AUS,12
485_15651,2017,Australia,Human,,,AUS,61
485_14330,2017,Australia,Human,,,AUS,20
485_4123,2013,USA,Human,Human,Human,USA,11
485_6967,2015,New Zealand,Human,Human,Human,NZL,660
485_5624,2013,France,Human,Human,Human,FRA,1
485_14919,2017,Australia,Human,,,AUS,4
485_8595,2014,United Kingdom,Human,Human,Human,GBR,34
485_4815,2015,Japan,Human,Human,Human,JPN,102
485_5176,2013,Sweden,Human,Human,Human,SWE,36
485_4893,2015,Japan,Human,Human,Human,JPN,86
485_3825,2011,USA,Human,Human,Human,USA,922
485_13126,2017,Australia,Human,,,AUS,12
485_17037,2017,Australia,Human,,,AUS,2
485_4338,2012,USA,Human,Human,Human,USA,88
485_8454,2015,United Kingdom,Human,Human,Human,GBR,13
485_14342,2017,Australia,Human,,,AUS,28
485_14938,2017,Australia,Human,,,AUS,9
485_8586,2015,United Kingdom,Human,Human,Human,GBR,8
485_17045,2017,Australia,Human,,,AUS,9
485_724,2006,Canada,Human,Human,Human,CAN,270
485_17633,2017,Australia,Human,,,AUS,7
485_9742,2014,Australia,Human,Human,Human,AUS,1
485_3948,2014,USA,Human,Human,Human,USA,6
485_14356,2017,Australia,Human,,,AUS,95
485_14531,2017,Australia,Human,,,AUS,5
485_13140,2017,Australia,Human,,,AUS,6
485_5660,2013,France,Human,Human,Human,FRA,709
485_4865,2015,Japan,Human,Human,Human,JPN,49
485_9639,2000,Japan,Human,Human,Human,JPN,129
485_146,2009,USA,Human,Human,Human,USA,2
485_13241,2017,Australia,Human,,,AUS,1191
485_826,2011,Canada,Human,Human,Human,CAN,1
485_17748,2001,Japan,Human,,,JPN,29
485_3877,2014,USA,Human,Human,Human,USA,914
485_3916,2013,USA,Human,Human,Human,USA,209
485_17479,2017,Australia,Human,,,AUS,1009
485_4039,2013,USA,Human,Human,Human,USA,899
485_14843,2017,Australia,Human,,,AUS,7
485_9758,2016,Ireland,Human,Human,Human,IRL,96
485_8619,2015,United Kingdom,Human,Human,Human,GBR,9
485_14299,2017,Australia,Human,,,AUS,92
485_13049,2017,Australia,Human,,,AUS,21
485_14454,2017,Australia,Human,,,AUS,8
485_17470,2017,Australia,Human,,,AUS,173
485_15038,2017,Australia,Human,,,AUS,61
485_9503,2013,United Kingdom,Human,Human,Human,GBR,302
485_17841,2008,Netherlands,Human,,,NLD,1
485_13043,2017,Australia,Human,,,AUS,4
485_716,2006,Canada,Human,Human,Human,CAN,1
485_9498,2013,United Kingdom,Human,Human,Human,GBR,2
485_9764,2015,Ireland,Human,Human,Human,IRL,6
485_5238,2013,Netherlands,Human,Human,Human,NLD,9
485_14312,2017,Australia,Human,,,AUS,30
485_13490,2017,Australia,Human,,,AUS,9
485_8487,2015,United Kingdom,Human,Human,Human,GBR,8
485_3839,2014,USA,Human,Human,Human,USA,4
485_754,2009,Canada,Human,Human,Human,CAN,2
485_17835,2008,Netherlands,Human,,,NLD,1
485_12999,2017,Australia,Human,,,AUS,239
485_17682,2017,Australia,Human,,,AUS,3
485_4909,2015,Japan,Human,Human,Human,JPN,840
485_9567,2015,Japan,Human,Human,Human,JPN,246
485_8314,2016,United Kingdom,Human,Human,Human,GBR,104
485_15447,2012,USA,Human,,,USA,19
485_155,2009,USA,Human,Human,Human,USA,1043
485_16597,2017,Australia,Human,,,AUS,24
485_264,2010,USA,Human,Human,Human,USA,1
485_9040,2015,United Kingdom,Human,Human,Human,GBR,13
485_13573,2017,Australia,Human,,,AUS,10
485_17564,2017,Australia,Human,,,AUS,3
485_14482,2017,Australia,Human,,,AUS,12
485_17545,2017,Australia,Human,,,AUS,45
485_14227,2017,Australia,Human,,,AUS,3
485_4117,2012,USA,Human,Human,Human,USA,25
485_8446,2014,United Kingdom,Human,Human,Human,GBR,16
485_9660,2006,Australia,Human,Human,Human,AUS,3
485_8848,2015,United Kingdom,Human,Human,Human,GBR,5
485_17464,2017,Australia,Human,,,AUS,17
485_9068,2014,United Kingdom,Human,Human,Human,GBR,488
485_13209,2017,Australia,Human,,,AUS,3
485_322,2000,Canada,Human,Human,Human,CAN,3
485_17858,2001,Japan,Human,,,JPN,975
485_8448,2014,United Kingdom,Human,Human,Human,GBR,6
485_8545,2014,United Kingdom,Human,Human,Human,GBR,9
485_13078,2017,Australia,Human,,,AUS,1206
485_13513,2017,Australia,Human,,,AUS,12
485_9552,2015,Japan,Human,Human,Human,JPN,5
485_5226,2013,Netherlands,Human,Human,Human,NLD,3
485_15472,2012,USA,Human,,,USA,83
485_211,2009,USA,Human,Human,Human,USA,43
485_17044,2017,Australia,Human,,,AUS,3
485_743,2008,Canada,Human,Human,Human,CAN,1
485_4346,2012,USA,Human,Human,Human,USA,168
485_14062,2017,Australia,Human,,,AUS,21
485_12921,2017,Australia,Human,,,AUS,8
485_3646,2014,USA,Human,Human,Human,USA,3
485_17810,2013,Brazil,Human,,,BRA,42
485_8582,2015,United Kingdom,Human,Human,Human,GBR,13
485_13065,2017,Australia,Human,,,AUS,150
485_3925,2013,USA,Human,Human,Human,USA,2
485_17683,2017,Australia,Human,,,AUS,2
485_5210,2013,Belgium,Human,Human,Human,BEL,47
485_516,1998,Canada,Human,Human,Human,CAN,120
485_14415,2017,Australia,Human,,,AUS,5
485_17793,2010,Brazil,Human,,,BRA,1
485_4341,2012,USA,Human,Human,Human,USA,2
485_14098,2017,Australia,Human,,,AUS,7
485_15407,2012,USA,Human,,,USA,228
485_17664,2017,Australia,Human,,,AUS,18
485_4859,2015,Japan,Human,Human,Human,JPN,1
485_9347,2015,United Kingdom,Human,Human,Human,GBR,10
485_4491,2013,USA,Human,Human,Human,USA,1
485_9381,2016,United Kingdom,Human,Human,Human,GBR,186
485_4158,2012,USA,Human,Human,Human,USA,2
485_8520,2015,United Kingdom,Human,Human,Human,GBR,13
485_8730,2014,United Kingdom,Human,Human,Human,GBR,11
485_14433,2017,Australia,Human,,,AUS,4
485_4489,2012,USA,Human,Human,Human,USA,2
485_9337,2015,United Kingdom,Human,Human,Human,GBR,10
485_4339,2012,USA,Human,Human,Human,USA,1
485_4933,2015,Japan,Human,Human,Human,JPN,837
485_8512,2013,United Kingdom,Human,Human,Human,GBR,6
485_5645,2013,France,Human,Human,Human,FRA,711
485_8679,2013,United Kingdom,Human,Human,Human,GBR,2
485_129,2009,USA,Human,Human,Human,USA,1
485_8870,2015,United Kingdom,Human,Human,Human,GBR,19
485_3937,2013,USA,Human,Human,Human,USA,59
485_5433,2013,Portugal,Human,Human,Human,PRT,305
485_8826,2013,United Kingdom,Human,Human,Human,GBR,6
485_16602,2017,Australia,Human,,,AUS,10
485_8707,2013,United Kingdom,Human,Human,Human,GBR,2
485_13164,2017,Australia,Human,,,AUS,9
485_4277,2012,USA,Human,Human,Human,USA,19
485_13024,2017,Australia,Human,,,AUS,9
485_8677,2013,United Kingdom,Human,Human,Human,GBR,71
485_5631,2013,France,Human,Human,Human,FRA,3
485_9724,2014,Australia,Human,Human,Human,AUS,115
485_7023,2015,New Zealand,Human,Human,Human,NZL,6
485_5382,2013,United Kingdom,Human,Human,Human,GBR,16
485_259,2009,USA,Human,Human,Human,USA,1
485_4427,2012,USA,Human,Human,Human,USA,858
485_207,2009,USA,Human,Human,Human,USA,1
485_5357,2013,United Kingdom,Human,Human,Human,GBR,101
485_781,2010,Canada,Human,Human,Human,CAN,69
485_13251,2017,Australia,Human,,,AUS,5
485_5523,2013,Portugal,Human,Human,Human,PRT,137
485_14821,2017,Australia,Human,,,AUS,28
485_5588,2013,Spain,Human,Human,Human,ESP,3
485_14533,2017,Australia,Human,,,AUS,5
485_4036,2012,USA,Human,Human,Human,USA,2
485_13395,2017,Australia,Human,,,AUS,407
485_9119,2013,United Kingdom,Human,Human,Human,GBR,11
485_14874,2017,Australia,Human,,,AUS,3
485_4063,2013,USA,Human,Human,Human,USA,2
485_14348,2017,Australia,Human,,,AUS,93
485_8097,2015,Japan,Human,Human,Human,JPN,82
485_14308,2017,Australia,Human,,,AUS,8
485_14963,2017,Australia,Human,,,AUS,61
485_9239,2016,United Kingdom,Human,Human,Human,GBR,37
485_14995,2017,Australia,Human,,,AUS,7
485_15471,2012,USA,Human,,,USA,91
485_16598,2017,Australia,Human,,,AUS,9
485_13127,2017,Australia,Human,,,AUS,5
485_14267,2017,Australia,Human,,,AUS,4
485_3891,2013,USA,Human,Human,Human,USA,54
485_9457,2016,United Kingdom,Human,Human,Human,GBR,6
485_8479,2013,United Kingdom,Human,Human,Human,GBR,2
485_13470,2017,Australia,Human,,,AUS,17
485_435,2012,USA,Human,Human,Human,USA,2
485_3809,2013,USA,Human,Human,Human,USA,2
485_15403,2012,USA,Human,,,USA,229
485_7019,2015,New Zealand,Human,Human,Human,NZL,647
485_9700,2012,Australia,Human,Human,Human,AUS,427
485_16698,2017,Australia,Human,,,AUS,409
485_17590,2017,Australia,Human,,,AUS,235
485_7096,2015,New Zealand,Human,Human,Human,NZL,1
485_7875,2015,New Zealand,Human,Human,Human,NZL,5
485_9135,2016,United Kingdom,Human,Human,Human,GBR,10
485_8676,2013,United Kingdom,Human,Human,Human,GBR,10
485_422,2013,USA,Human,Human,Human,USA,1
485_3908,2013,USA,Human,Human,Human,USA,3
485_4457,2013,USA,Human,Human,Human,USA,88
485_8806,2014,United Kingdom,Human,Human,Human,GBR,34
485_17836,2008,Slovenia,Human,,,SVN,1
485_13710,2017,Australia,Human,,,AUS,24
485_13023,2017,Australia,Human,,,AUS,18
485_13465,2017,Australia,Human,,,AUS,405
485_5228,2013,Netherlands,Human,Human,Human,NLD,2
485_4981,2013,Spain,Human,Human,Human,ESP,10
485_15514,2017,Australia,Human,,,AUS,236
485_98,2010,USA,Human,Human,Human,USA,1
485_9443,2013,United Kingdom,Human,Human,Human,GBR,10
485_4256,2012,USA,Human,Human,Human,USA,6
485_14152,2017,Australia,Human,,,AUS,24
485_4459,2013,USA,Human,Human,Human,USA,2
485_5617,2013,France,Human,Human,Human,FRA,715
485_8720,2013,United Kingdom,Human,Human,Human,GBR,6
485_4790,2015,Japan,Human,Human,Human,JPN,329
485_14776,2017,Australia,Human,,,AUS,93
485_238,2009,USA,Human,Human,Human,USA,951
485_13774,2017,Australia,Human,,,AUS,7
485_5512,2013,Portugal,Human,Human,Human,PRT,320
485_219,2009,USA,Human,Human,Human,USA,361
485_14223,2017,Australia,Human,,,AUS,7
485_855,2010,Canada,Human,Human,Human,CAN,544
485_13961,2017,Australia,Human,,,AUS,4
485_602,2014,Canada,Human,Human,Human,CAN,294
485_13803,2017,Australia,Human,,,AUS,2
485_8440,2015,United Kingdom,Human,Human,Human,GBR,14
485_14993,2017,Australia,Human,,,AUS,4
485_9302,2016,United Kingdom,Human,Human,Human,GBR,13
485_5075,2013,Belgium,Human,Human,Human,BEL,196
485_15480,2013,USA,Human,,,USA,174
485_9576,2015,Japan,Human,Human,Human,JPN,444
485_14195,2017,Australia,Human,,,AUS,4
485_9596,2015,Japan,Human,Human,Human,JPN,245
485_3674,2012,USA,Human,Human,Human,USA,358
485_13720,2017,Australia,Human,,,AUS,7
485_3815,2013,USA,Human,Human,Human,USA,380
485_13412,2017,Australia,Human,,,AUS,10
485_4842,2015,Japan,Human,Human,Human,JPN,199
485_4389,2012,USA,Human,Human,Human,USA,336
485_3944,2013,USA,Human,Human,Human,USA,207
485_13084,2017,Australia,Human,,,AUS,18
485_7880,2015,New Zealand,Human,Human,Human,NZL,5
485_9582,2015,Japan,Human,Human,Human,JPN,139
485_13873,2017,Australia,Human,,,AUS,13
485_205,2009,USA,Human,Human,Human,USA,22
485_5451,2013,Portugal,Human,Human,Human,PRT,757
485_5353,2013,United Kingdom,Human,Human,Human,GBR,2
485_5611,2013,France,Human,Human,Human,FRA,9
485_4873,2015,Japan,Human,Human,Human,JPN,85
485_17463,2017,Australia,Human,,,AUS,233
485_14221,2017,Australia,Human,,,AUS,7
485_13134,2017,Australia,Human,,,AUS,13
485_4780,2015,Japan,Human,Human,Human,JPN,20
485_704,2001,Canada,Human,Human,Human,CAN,639
485_17064,2017,Australia,Human,,,AUS,7
485_13267,2017,Australia,Human,,,AUS,5
485_8882,2013,United Kingdom,Human,Human,Human,GBR,507
485_9364,2014,United Kingdom,Human,Human,Human,GBR,184
485_17806,2008,Brazil,Human,,,BRA,42
485_3757,2013,USA,Human,Human,Human,USA,1
485_3774,2013,USA,Human,Human,Human,USA,94
485_14882,2017,Australia,Human,,,AUS,4
485_13744,2017,Australia,Human,,,AUS,12
485_12941,2017,Australia,Human,,,AUS,12
485_14789,2017,Australia,Human,,,AUS,18
485_17542,2017,Australia,Human,,,AUS,231
485_12944,2017,Australia,Human,,,AUS,8
485_56,2009,USA,Human,Human,Human,USA,720
485_17485,2017,Australia,Human,,,AUS,234
485_8762,2015,United Kingdom,Human,Human,Human,GBR,9
485_13040,2017,Australia,Human,,,AUS,13
485_9315,2016,United Kingdom,Human,Human,Human,GBR,11
485_14474,2017,Australia,Human,,,AUS,2
485_7136,2015,New Zealand,Human,Human,Human,NZL,5
485_4967,2013,Spain,Human,Human,Human,ESP,833
485_3905,2013,USA,Human,Human,Human,USA,50
485_5062,2013,Belgium,Human,Human,Human,BEL,2
485_5125,2013,Denmark,Human,Human,Human,DNK,314
485_9591,2015,Japan,Human,Human,Human,JPN,155
485_8830,2014,United Kingdom,Human,Human,Human,GBR,11
485_8466,2016,United Kingdom,Human,Human,Human,GBR,555
485_5322,2013,United Kingdom,Human,Human,Human,GBR,311
485_8748,2014,United Kingdom,Human,Human,Human,GBR,1
485_9276,2015,United Kingdom,Human,Human,Human,GBR,119
485_9759,2015,Ireland,Human,Human,Human,IRL,424
485_6993,2015,New Zealand,Human,Human,Human,NZL,655
485_8715,2016,United Kingdom,Human,Human,Human,GBR,75
485_13400,2017,Australia,Human,,,AUS,13
485_15019,2017,Australia,Human,,,AUS,13
485_14190,2017,Australia,Human,,,AUS,13
485_8441,2013,United Kingdom,Human,Human,Human,GBR,2
485_17070,2017,Australia,Human,,,AUS,2
485_6870,2015,New Zealand,Human,Human,Human,NZL,6
485_13308,2017,Australia,Human,,,AUS,5
485_13057,2017,Australia,Human,,,AUS,3
