Genome ID,amoxicillin,beta-lactam,cefepime,cefotaxime,ceftriaxone,cefuroxime,chloramphenicol,clindamycin,erythromycin,levofloxacin,linezolid,meropenem,penicillin,quinupristin_dalfopristin,tetracycline,trimethoprim_sulfamethoxazole,vancomycin
1313_8503,,,,,,,S,,R,,,,R,,S,S,
1313_22120,,,,,,,,,S,,,,S,,S,S,
1313_24120,,,,,,,,,S,,,,S,,,,
1313_25193,,,,,,,,,,,,,,,,S,
1313_47091,,,,,R,,S,S,S,S,,,,,R,R,
1313_31853,,,,,,,R,,R,,,,S,,R,R,
1313_31978,,,,,,,S,,R,,,,R,,S,R,
1313_24091,,,,,,,S,,S,,,,,,S,R,
1313_10437,,S,,,S,,,,,,,,,,,R,
1313_25518,,,,,,,,,,,,,,,,S,
1313_12702,,S,,,S,,,,,,,,,,,R,
1313_32076,,,,,,,S,,S,,,,,,R,,
1313_26951,,,,,,,S,,S,,,,R,,S,R,
1313_10967,,R,,,S,,,,,,,,,,,R,
1313_46958,,,,,S,,S,R,R,S,,,,,R,S,
1313_22633,,,,,,,,,S,,,,S,,S,R,
1313_24667,,,,,,,S,,S,,,,R,,R,,
1313_22714,,,,,,,,,R,,,,S,,,,
1313_24046,,,,,,,S,,R,,,,R,,R,R,
1313_10551,,R,,,S,,,,,,,,,,,R,
1313_30551,,,,,,,,,R,,,,S,,,,
1313_11877,,R,,,S,,,,,,,,,,,R,
1313_12828,,R,,,S,,,,,,,,,,,R,
1313_32092,,,,,,,S,,R,,,,R,,R,,
1313_21774,,,,,,,,,S,,,,S,,R,R,
1313_26515,,,,,,,R,,,,,,,,R,S,
1313_12180,,R,,,S,,,,,,,,,,,R,
1313_33387,,,,,,,S,,R,,,,R,,R,R,
1313_46839,,,,,R,,S,S,R,S,,,,,S,R,
1313_5641,,,,,S,,S,,S,,,,,,S,,
1313_25889,,,,,,,,,,,,,R,,,S,
1313_12712,,R,,,S,,,,,,,,,,,R,
1313_32436,,,,,,,S,,S,,,,R,,S,,
1313_23367,,,,,,,R,,R,,,,,,,R,
1313_21778,,,,,,,,,S,,,,S,,S,R,
1313_10452,,R,,,S,,,,,,,,,,,R,
1313_33452,,,,,,,S,,S,,,,S,,S,S,
1313_24049,,,,,,,S,,S,,,,,,S,R,
1313_10947,,S,,,S,,,,,,,,,,,R,
1313_32184,,,,,,,S,,S,,,,S,,R,S,
1313_27315,,,,,,,S,,S,,,,S,,R,R,
1313_20074,,,,,,,S,,S,,,,R,,S,S,
1313_22734,,,,,,,,,R,,,,R,,,,
1313_20639,,,,,,,S,,S,,,,R,,R,R,
1313_46603,,,,,S,,S,S,S,S,,,,,S,S,
1313_9179,,,,,,,S,,S,,,,S,,S,S,
1313_23157,,,,,,,,,R,,,,S,,,,
1313_23641,,,,,,,S,,S,,,,,,R,R,
1313_23510,,,,,,,S,,S,,,,S,,R,R,
1313_10763,,R,,,S,,,,,,,,,,,R,
1313_32814,,,,,,,S,,S,,,,S,,S,S,
1313_31980,,,,,,,S,,R,,,,R,,S,R,
1313_23575,,,,,,,,,S,,,,S,,S,S,
1313_21767,,,,,,,,,S,,,,S,,S,S,
1313_25786,,,,,,,S,,S,,,,S,,R,,
1313_24543,,,,,,,S,,S,,,,S,,S,S,
1313_25565,,,,,,,S,,R,,,,S,,R,R,
1313_30540,,,,,,,,,S,,,,S,,,,
1313_5919,,,,,S,,S,,S,,,,,,S,,
1313_32078,,,,,,,S,,S,,,,,,R,,
1313_31043,,,,,,,S,,S,,,,,,R,R,
1313_32615,,,,,,,,,,,,,,,,S,
1313_11674,,R,,,R,,,,,,,,,,,R,
1313_17040,,,S,S,S,,,S,S,,,S,,,S,,
1313_12825,,R,,,S,,,,,,,,,,,R,
1313_10319,,S,,,S,,,,,,,,,,,R,
1313_23103,,,,,,,S,,S,,,,,,R,,
1313_11732,,S,,,S,,,,,,,,,,,R,
1313_31157,,,,,,,S,,S,,,,,,R,R,
1313_11252,,R,,,S,,,,,,,,,,,R,
1313_9984,,S,,,S,,,,,,,,,,,R,
1313_24456,,,,,,,,,R,,,,S,,R,,
1313_12727,,S,,,S,,,,,,,,,,,S,
1313_23343,,,,,,,S,,S,,,,,,,R,
1313_32669,,,,,,,,,,,,,S,,R,R,
1313_33318,,,,,,,S,,R,,,,R,,R,R,
1313_46581,,,,,S,,S,S,S,S,,,,,S,R,
1313_33447,,,,,,,S,,S,,,,S,,S,S,
1313_11651,,S,,,S,,,,,,,,,,,S,
1313_8686,,,,,,,S,,S,,,,S,,S,S,
1313_8704,,,,,,,S,,R,,,,R,,R,R,
1313_32329,,,,,,,,,,,,,S,,,S,
1313_26417,,,,,,,,,,,,,,,,S,
1313_31959,,,,,,,S,,S,,,,S,,R,S,
1313_34324,,,,,,,S,,R,,,,,,R,R,
1313_6695,,,,R,,,S,,R,,,,,,R,,
1313_11245,,R,,,S,,,,,,,,,,,R,
1313_32914,,,,,,,,,S,,,,S,,R,,
1313_6051,,,,S,,,S,,,,,,,,R,,
1313_23679,,,,,,,S,,S,,,,,,S,S,
1313_23218,,,,,,,,,S,,,,S,,,,
1313_6740,,,,S,,,S,,,,,,,,R,,
1313_32140,,,,,,,S,,S,,,,R,,R,,
1313_6303,,,,,,,R,,R,,,,,,R,,
1313_33393,,,,,,,S,,S,,,,S,,S,S,
1313_30045,,,,,,,,,S,,,,R,,R,R,
1313_29709,,,,,,,,,,,,,R,,,R,
1313_30773,,,,,,,S,,S,,,,S,,S,R,
1313_47153,,,,,R,,S,S,R,S,,,,,S,S,
1313_31583,,,,,,,,,S,,,,S,,,,
1313_8885,,,,,,,S,,R,,,,R,,R,R,
1313_8496,,,,,,,S,,R,,,,R,,R,R,
1313_25027,,,,,,,,,,,,,,,,R,
1313_29826,,,,,,,,,S,,,,R,,S,R,
1313_10189,,R,,,S,,,,,,,,,,,R,
1313_11939,,S,,,S,,,,,,,,,,,R,
1313_46755,,,,,S,,S,S,R,S,,,,,R,R,
1313_29998,,,,,,,R,,S,,,,S,,R,R,
1313_32683,,,,,,,,,,,,,S,,,S,
1313_11653,,S,,,S,,,,,,,,,,,R,
1313_10206,,S,,,S,,,,,,,,,,,S,
1313_10662,,S,,,S,,,,,,,,,,,R,
1313_32283,,,,,,,,,R,,,,S,,R,R,
1313_11463,,S,,,S,,,,,,,,,,,S,
1313_24672,,,,,,,S,,S,,,,,,S,,
1313_13043,,S,,,S,,,,,,,,,,,R,
1313_33052,,,,,,,,,,,,,S,,,R,
1313_12033,,S,,,S,,,,,,,,,,,R,
1313_20510,,,,,,,S,,S,,,,R,,S,R,
1313_30734,,,,,,,S,,S,,,,R,,S,S,
1313_23463,,,,,,,S,,S,,,,S,,S,S,
1313_11055,,S,,,S,,,,,,,,,,,S,
1313_25623,,,,,,,,,,,,,S,,,R,
1313_23177,,,,,,,,,S,,,,S,,,,
1313_26753,,,,,,,S,,R,,,,S,,S,R,
1313_23106,,,,,,,S,,S,,,,S,,R,,
1313_12635,,R,,,R,,,,,,,,,,,R,
1313_30037,,,,,,,,,R,,,,S,,S,R,
1313_21738,,,,,,,,,S,,,,S,,S,R,
1313_12621,,S,,,S,,,,,,,,,,,R,
1313_25197,,,,,,,,,,,,,S,,,R,
1313_8623,,,,,,,S,,R,,,,S,,S,R,
1313_30569,,,,,,,,,S,,,,S,,,,
1313_24182,,,,,,,S,,S,,,,R,,S,,
1313_12870,,S,,,S,,,,,,,,,,,R,
1313_12093,,S,,,S,,,,,,,,,,,R,
1313_26345,,,,,,,S,,S,,,,,,R,,
1313_11223,,R,,,S,,,,,,,,,,,R,
1313_9155,,,,,,,S,,S,,,,S,,S,R,
1313_11165,,R,,,S,,,,,,,,,,,S,
1313_20001,,,,,,,S,,S,,,,,,S,S,
1313_32148,,,,,,,S,,S,,,,S,,R,S,
1313_20968,,,,,,,S,,S,,,,,,S,S,
1313_27230,,,,,,,S,,R,,,,S,,R,R,
1313_23163,,,,,,,,,S,,,,S,,,,
1313_17413,,,,,,,,S,S,,,,S,,S,S,
1313_22929,,,,,,,S,,S,,,,R,,R,,
1313_9988,,R,,,R,,,,,,,,,,,R,
1313_33772,,,,,,,,,,,,,,,,R,
1313_8668,,,,,,,S,,S,,,,S,,R,S,
1313_12984,,S,,,S,,,,,,,,,,,S,
1313_12384,,S,,,S,,,,,,,,,,,R,
1313_23833,,,,,,,S,,S,,,,,,S,S,
1313_33317,,,,,,,S,,S,,,,S,,R,S,
1313_29957,,,,,,,S,,S,,,,S,,R,R,
1313_6630,,,,,S,,,,S,,,,,,,,
1313_30206,,,,,,,,,R,,,,S,,,,
1313_20293,,,,,,,S,,S,,,,R,,S,R,
1313_17332,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_25636,,,,,,,,,,,,,,,,R,
1313_10844,,R,,,S,,,,,,,,,,,S,
1313_27997,,,,,,,R,,S,,,,S,,S,S,
1313_11305,,S,,,S,,,,,,,,,,,S,
1313_34047,,,,,,,,,S,,,,S,,R,R,
1313_12074,,S,,,S,,,,,,,,,,,S,
1313_33475,,,,,,,S,,S,,,,S,,S,S,
1313_47195,,,,,S,,S,R,R,S,,,,,R,R,
1313_31463,,,,,,,S,,R,,,,S,,R,R,
1313_46888,,,,,R,,S,S,R,S,,,,,S,S,
1313_24983,,,,,,,,,,,,,S,,,R,
1313_30912,,,,,,,S,,S,,,,S,,S,S,
1313_23020,,,,,,,S,,S,,,,S,,S,,
1313_46619,,,,,R,,S,S,S,S,,,,,S,S,
1313_23749,,,,,,,S,,S,,,,,,S,R,
1313_10892,,S,,,S,,,,,,,,,,,S,
1313_6741,,,,,,,R,,S,,,,R,,R,,
1313_12654,,S,,,S,,,,,,,,,,,R,
1313_46628,,,,,S,,S,S,R,S,,,,,S,S,
1313_11584,,R,,,S,,,,,,,,,,,R,
1313_33465,,,,,,,S,,S,,,,S,,S,S,
1313_24835,,,,,,,S,,S,,,,S,,S,R,
1313_25523,,,,,,,,,,,,,,,,S,
1313_33498,,,,,,,S,,S,,,,S,,S,S,
1313_25809,,,,,,,S,,S,,,,S,,R,S,
1313_21696,,,,,,,,,S,,,,S,,S,S,
1313_8772,,,,,,,S,,S,,,,S,,S,S,
1313_26554,,,,,,,S,,S,,,,S,,R,S,
1313_29842,,,,,,,,,S,,,,S,,S,S,
1313_12421,,S,,,S,,,,,,,,,,,R,
1313_6636,,,,,S,,,,S,,,,,,,,
1313_12660,,R,,,S,,,,,,,,,,,R,
1313_10201,,R,,,S,,,,,,,,,,,R,
1313_11587,,R,,,S,,,,,,,,,,,R,
1313_20795,,,,,,,S,,S,,,,,,R,S,
1313_31511,,,,,,,S,,S,,,,,,S,R,
1313_8922,,,,,,,S,,S,,,,R,,R,S,
1313_26802,,,,,,,S,,R,,,,R,,S,R,
1313_47023,,,,,R,,S,S,R,S,,,,,S,S,
1313_32299,,,,,,,,,,,,,,,,S,
1313_25545,,,,,,,,,,,,,,,,S,
1313_10192,,R,,,S,,,,,,,,,,,R,
1313_31128,,,,,,,S,,S,,,,,,S,R,
1313_11023,,R,,,S,,,,,,,,,,,R,
1313_22906,,,,,,,,,S,,,,S,,R,,
1313_23488,,,,,,,S,,S,,,,S,,R,S,
1313_25335,,,,,,,S,,S,,,,S,,S,S,
1313_10814,,S,,,S,,,,,,,,,,,S,
1313_5543,,,,,S,,,,R,,,,,,S,,
1313_11177,,S,,,S,,,,,,,,,,,R,
1313_30001,,,,,,,R,,S,,,,S,,R,R,
1313_47221,,,,,R,,S,R,R,S,,,,,R,R,
1313_26715,,,,,,,S,,S,,,,S,,S,S,
1313_42026,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_11230,,S,,,S,,,,,,,,,,,R,
1313_46855,,,,,S,,S,S,S,S,,,,,S,R,
1313_30071,,,,,,,,,S,,,,R,,R,R,
1313_10295,,R,,,S,,,,,,,,,,,R,
1313_32794,,,,,,,S,,S,,,,S,,S,S,
1313_26666,,,,,,,S,,S,,,,S,,R,S,
1313_23226,,,,,,,,,R,,,,R,,,,
1313_17351,,,,,,,,S,R,,,,S,,S,S,
1313_25342,,,,,,,S,,R,,,,S,,S,S,
1313_12564,,R,,,S,,,,,,,,,,,R,
1313_31581,,,,,,,,,R,,,,S,,,,
1313_23657,,,,,,,S,,S,,,,,,S,S,
1313_33776,,,,,,,,,R,,,,R,,R,S,
1313_25103,,,,,,,,,,,,,R,,,R,
1313_23864,,,,,,,S,,S,,,,,,S,R,
1313_32106,,,,,,,S,,S,,,,R,,R,,
1313_46893,,,,,S,,S,R,R,S,,,,,R,R,
1313_24927,,,,,,,S,,R,,,,R,,R,R,
1313_46641,,,,,S,,S,S,S,S,,,,,S,S,
1313_23048,,,,,,,S,,R,,,,R,,R,R,
1313_5707,,,,,,,R,,R,,,,,,R,,
1313_46731,,,,,S,,S,S,S,S,,,,,S,R,
1313_20609,,,,,,,S,,R,,,,R,,S,S,
1313_27959,,,,,,,S,,S,,,,S,,S,S,
1313_30595,,,,,,,,,S,,,,S,,,,
1313_30479,,,,,,,,,R,,,,R,,,,
1313_33053,,,,,,,,,,,,,S,,,R,
1313_23381,,,,,,,R,,R,,,,S,,S,R,
1313_29744,,,,,,,,,S,,,,S,,S,S,
1313_9985,,R,,,S,,,,,,,,,,,R,
1313_12992,,R,,,S,,,,,,,,,,,R,
1313_11824,,S,,,S,,,,,,,,,,,R,
1313_20369,,,,,,,S,,S,,,,,,S,S,
1313_12922,,S,,,S,,,,,,,,,,,R,
1313_32750,,,,,,,,,,,,,S,,,S,
1313_12493,,S,,,S,,,,,,,,,,,R,
1313_25861,,,,,,,,,,,,,S,,,R,
1313_12664,,S,,,S,,,,,,,,,,,R,
1313_30269,,,,,,,,,,,,,S,,,,
1313_24053,,,,,,,S,,S,,,,,,S,R,
1313_12681,,S,,,S,,,,,,,,,,,R,
1313_12769,,S,,,S,,,,,,,,,,,R,
1313_11917,,R,,,R,,,,,,,,,,,R,
1313_30988,,,,,,,S,,S,,,,S,,S,S,
1313_24816,,,,,,,S,,R,,,,R,,R,R,
1313_33977,,,,,,,S,,S,,,,S,,S,S,
1313_10531,,S,,,S,,,,,,,,,,,R,
1313_31988,,,,,,,,,S,,,,R,,S,,
1313_24003,,,,,,,S,,S,,,,S,,S,,
1313_10812,,S,,,S,,,,,,,,,,,S,
1313_22739,,,,,,,,,R,,,,S,,,,
1313_25361,,,,,,,S,,S,,,,S,,S,S,
1313_30196,,,,,,,,,R,,,,R,,,,
1313_33191,,,,,,,S,,S,,,,,,S,,
1313_17445,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_24819,,,,,,,S,,R,,,,R,,R,R,
1313_31164,,,,,,,S,,S,,,,S,,R,R,
1313_10286,,S,,,S,,,,,,,,,,,R,
1313_30175,,,,,,,,,R,,,,S,,,,
1313_20038,,,,,,,,,R,,,,S,,,,
1313_10411,,R,,,S,,,,,,,,,,,R,
1313_32688,,,,,,,,,,,,,,,,S,
1313_5529,,,,,,,R,,R,,,,,,R,,
1313_22942,,,,,,,S,,S,,,,S,,R,,
1313_29857,,,,,,,,,S,,,,S,,S,S,
1313_10700,,S,,,S,,,,,,,,,,,R,
1313_30553,,,,,,,,,R,,,,R,,,,
1313_9096,,,,,,,S,,S,,,,S,,R,S,
1313_23477,,,,,,,S,,S,,,,S,,S,R,
1313_23630,,,,,,,S,,R,,,,S,,R,R,
1313_26123,,,,,,,,,,,,,,,,R,
1313_12980,,R,,,S,,,,,,,,,,,R,
1313_22686,,,,,,,,,S,,,,S,,,,
1313_25321,,,,,,,S,,S,,,,S,,S,S,
1313_22512,,,,,,,S,,S,,,,S,,R,S,
1313_22999,,,,,,,S,,S,,,,R,,R,,
1313_30788,,,,,,,S,,S,,,,S,,S,S,
1313_25005,,,,,,,,,,,,,S,,,R,
1313_11011,,S,,,S,,,,,,,,,,,R,
1313_20081,,,,,,,S,,S,,,,,,S,S,
1313_10980,,S,,,S,,,,,,,,,,,R,
1313_11534,,R,,,S,,,,,,,,,,,S,
1313_24770,,,,,,,S,,S,,,,S,,R,,
1313_28624,,,,,,,R,,S,,,,S,,R,R,
1313_13721,,,,,S,,,,,,,,,,,,
1313_10244,,S,,,S,,,,,,,,,,,R,
1313_21769,,,,,,,,,S,,,,S,,S,S,
1313_25910,,,,,,,,,R,,,,S,,R,,
1313_30567,,,,,,,,,R,,,,S,,,,
1313_32095,,,,,,,S,,S,,,,S,,R,,
1313_24592,,,,,,,S,,S,,,,R,,R,R,
1313_31801,,,,,,,R,,R,,,,R,,R,R,
1313_12438,,R,,,S,,,,,,,,,,,R,
1313_27476,,,,,,,S,,S,,,,S,,R,R,
1313_10737,,S,,,S,,,,,,,,,,,R,
1313_12403,,S,,,S,,,,,,,,,,,R,
1313_12927,,S,,,S,,,,,,,,,,,S,
1313_24875,,,,,,,S,,R,,,,R,,R,R,
1313_26612,,,,,,,S,,S,,,,R,,R,R,
1313_26093,,,,,,,,,,,,,S,,,R,
1313_22096,,,,,,,,,S,,,,S,,S,S,
1313_24480,,,,,,,S,,R,,,,R,,R,R,
1313_11407,,R,,,S,,,,,,,,,,,R,
1313_12239,,S,,,S,,,,,,,,,,,R,
1313_20151,,,,,,,,,S,,,,S,,,,
1313_34290,,,,,,,R,,,,,,S,,,,
1313_34198,,,,,,,S,,R,,,,S,,R,S,
1313_23012,,,,,,,S,,S,,,,S,,S,,
1313_27255,,,,,,,S,,S,,,,S,,S,S,
1313_34318,,,,,,,R,,,,,,S,,,,
1313_12087,,R,,,S,,,,,,,,,,,R,
1313_29816,,,,,,,,,S,,,,S,,S,S,
1313_11598,,R,,,S,,,,,,,,,,,R,
1313_11190,,S,,,S,,,,,,,,,,,R,
1313_10910,,R,,,S,,,,,,,,,,,R,
1313_25740,,,,,,,S,,R,,,,R,,R,R,
1313_34336,,,,,,,S,,R,,,,R,,R,R,
1313_13004,,R,,,S,,,,,,,,,,,S,
1313_11122,,R,,,S,,,,,,,,,,,R,
1313_6625,,,,,S,,,,S,,,,,,,,
1313_32951,,,,,,,,,S,,,,S,,R,,
1313_28023,,,,,,,S,,S,,,,S,,S,R,
1313_5877,,,,R,,,S,,,,,,,,R,,
1313_10168,,R,,,S,,,,,,,,,,,R,
1313_33715,,,,,,,S,,R,,,,S,,R,S,
1313_11219,,S,,,S,,,,,,,,,,,R,
1313_32357,,,,,,,,,,,,,,,,S,
1313_34045,,,,,,,S,,S,,,,S,,S,R,
1313_32231,,,,,,,S,,S,,,,S,,R,S,
1313_5907,,,,S,,,,,R,,,,,,R,,
1313_21752,,,,,,,,,S,,,,S,,S,R,
1313_46933,,,,,R,,S,S,R,S,,,,,S,S,
1313_20519,,,,,,,S,,S,,,,R,,S,S,
1313_25961,,,,,,,,,S,,,,S,,R,,
1313_47223,,,,,S,,S,R,R,S,,,,,S,S,
1313_11724,,R,,,S,,,,,,,,,,,R,
1313_46665,,,,,S,,S,S,R,S,,,,,S,S,
1313_11321,,S,,,S,,,,,,,,,,,S,
1313_5956,,,,,,,R,,R,,,,,,R,,
1313_21466,,,,,,,,,S,,,,S,,R,R,
1313_25877,,,,,,,,,,,,,,,,S,
1313_12230,,R,,,S,,,,,,,,,,,R,
1313_24743,,,,,,,S,,R,,,,R,,R,,
1313_33799,,,,,,,S,,S,,,,S,,R,S,
760754_3,,,,S,,S,S,S,R,,,S,S,S,S,S,S
1313_27051,,,,,,,S,,S,,,,R,,R,R,
1313_6997,,,,,,,,,,,S,,,S,,,
1313_32622,,,,,,,,,,,,,,,,R,
1313_21507,,,,,,,,,S,,,,S,,S,R,
1313_26511,,,,,,,,,,,,,,,,S,
1313_46819,,,,,S,,S,S,S,S,,,,,S,S,
1313_11493,,S,,,S,,,,,,,,,,,S,
1313_11839,,S,,,S,,,,,,,,,,,R,
1313_13014,,S,,,S,,,,,,,,,,,R,
1313_23747,,,,,,,S,,R,,,,R,,R,R,
1313_11372,,S,,,S,,,,,,,,,,,R,
1313_26126,,,,,,,R,,S,,,,S,,R,R,
1313_12982,,R,,,S,,,,,,,,,,,R,
1313_31922,,,,,,,,,R,,,,R,,S,,
1313_28012,,,,,,,S,,S,,,,S,,R,,
1313_24611,,,,,,,S,,S,,,,R,,R,R,
1313_24528,,,,,,,S,,S,,,,S,,S,S,
1313_10073,,S,,,S,,,,,,,,,,,R,
1313_32580,,,,,,,,,,,,,,,,S,
1313_27186,,,,,,,S,,S,,,,R,,S,R,
1313_17363,,,,,,,,S,S,,,,S,,S,S,
1313_23810,,,,,,,S,,S,,,,,,R,R,
1313_32833,,,,,,,S,,S,,,,S,,S,S,
1313_30008,,,,,,,R,,S,,,,S,,R,,
1313_12791,,R,,,S,,,,,,,,,,,S,
1313_10978,,S,,,S,,,,,,,,,,,R,
1313_11016,,R,,,S,,,,,,,,,,,R,
1313_23571,,,,,,,S,,S,,,,,,S,S,
1313_22938,,,,,,,S,,S,,,,S,,R,,
1313_12459,,R,,,S,,,,,,,,,,,R,
1313_32338,,,,,,,,,,,,,S,,,R,
1313_26107,,,,,,,,,,,,,,,,S,
1313_10275,,R,,,S,,,,,,,,,,,R,
1313_27094,,,,,,,,,,,,,,,,S,
1313_11727,,R,,,S,,,,,,,,,,,R,
1313_30960,,,,,,,S,,S,,,,S,,S,S,
1313_10057,,R,,,S,,,,,,,,,,,R,
1313_22077,,,,,,,,,S,,,,S,,S,S,
1313_12587,,R,,,S,,,,,,,,,,,R,
1313_32739,,,,,,,S,,S,,,,S,,R,S,
1313_30173,,,,,,,,,R,,,,S,,,,
1313_32265,,,,,,,,,S,,,,R,,R,R,
1313_11513,,S,,,S,,,,,,,,,,,S,
1313_25162,,,,,,,,,,,,,S,,,R,
1313_20584,,,,,,,S,,S,,,,,,R,R,
1313_8869,,,,,,,S,,R,,,,R,,S,S,
1313_11297,,R,,,S,,,,,,,,,,,R,
1313_10917,,R,,,S,,,,,,,,,,,R,
1313_26100,,,,,,,,,,,,,R,,,R,
1313_26498,,,,,,,,,,,,,,,,S,
1313_33798,,,,,,,S,,S,,,,S,,R,S,
1313_26016,,,,,,,,,,,,,,,,S,
1313_25608,,,,,,,,,,,,,R,,,R,
1313_10146,,R,,,S,,,,,,,,,,,R,
1313_24459,,,,,,,,,R,,,,S,,,,
1313_5770,,,,,,,R,,R,,,,,,R,,
1313_47029,,,,,S,,S,S,S,S,,,,,S,S,
1313_12165,,R,,,S,,,,,,,,,,,R,
1313_31050,,,,,,,S,,S,,,,,,S,R,
1313_10373,,S,,,S,,,,,,,,,,,R,
1313_25032,,,,,,,,,,,,,,,,S,
1313_12162,,R,,,S,,,,,,,,,,,R,
1313_31300,,,,,,,S,,S,,,,,,R,S,
1313_25295,,,,,,,S,,R,,,,S,,S,S,
1313_27405,,,,,,,S,,S,,,,S,,R,R,
1313_24697,,,,,,,R,,S,,,,,,R,,
1313_6714,,,,,,,R,,R,,,,,,R,,
1313_22909,,,,,,,,,R,,,,S,,R,,
1313_21798,,,,,,,,,S,,,,S,,S,R,
1313_30371,,,,,,,R,,S,,,,R,,R,,
1313_46677,,,,,S,,S,S,S,S,,,,,S,S,
1313_32735,,,,,,,S,,S,,,,S,,R,S,
1313_12088,,R,,,S,,,,,,,,,,,R,
1313_33982,,,,,,,S,,S,,,,S,,S,R,
1313_11517,,S,,,S,,,,,,,,,,,R,
1313_12741,,R,,,S,,,,,,,,,,,R,
760795_3,S,,,R,,R,S,R,R,S,S,R,R,S,R,R,S
1313_25023,,,,,,,,,,,,,R,,,R,
1313_22717,,,,,,,,,R,,,,S,,,,
1313_11613,,S,,,S,,,,,,,,,,,R,
1313_10256,,S,,,S,,,,,,,,,,,R,
1313_9338,,,,,,,S,,S,,,,S,,S,S,
1313_23626,,,,,,,S,,S,,,,S,,S,S,
1313_32384,,,,,,,,,,,,,S,,,S,
1313_12930,,S,,,S,,,,,,,,,,,R,
1313_23795,,,,,,,S,,S,,,,,,S,S,
1313_5790,,,,,S,,,,S,,,,,,,,
1313_12920,,S,,,S,,,,,,,,,,,R,
1313_33262,,,,,,,,,,,,,,,,S,
1313_46583,,,,,S,,S,R,R,S,,,,,S,S,
1313_32863,,,,,,,,,,,,,S,,R,R,
1313_47139,,,,,S,,S,R,R,S,,,,,R,S,
1313_9000,,,,,,,R,,S,,,,S,,S,S,
1313_5890,,,,S,,,,,,,,,,,S,,
1313_12174,,S,,,S,,,,,,,,,,,S,
1313_20276,,,,,,,S,,S,,,,,,S,S,
1313_26108,,,,,,,,,,,,,,,,S,
1313_22681,,,,,,,,,S,,,,S,,,,
1313_30341,,,,,,,R,,S,,,,R,,R,,
1313_24842,,,,,,,S,,S,,,,S,,R,S,
1313_24354,,,,,,,,,R,,,,S,,S,,
1313_46634,,,,,S,,S,S,R,S,,,,,S,S,
1313_8794,,,,,,,S,,R,,,,S,,S,S,
1313_23849,,,,,,,S,,S,,,,,,S,R,
1313_22657,,,,,,,,,S,,,,S,,S,,
1313_12027,,R,,,S,,,,,,,,,,,R,
1313_12766,,R,,,S,,,,,,,,,,,R,
1313_25756,,,,,,,,,,,,,S,,,R,
1313_12085,,R,,,S,,,,,,,,,,,R,
1313_6222,,,,S,,,S,,,,,,,,R,,
1313_23201,,,,,,,,,R,,,,R,,,,
1313_23099,,,,,,,S,,S,,,,,,R,,
1313_31905,,,,,,,S,,S,,,,S,,S,S,
1313_24562,,,,,,,S,,S,,,,S,,S,S,
1313_12255,,S,,,S,,,,,,,,,,,S,
1313_33642,,,,,,,S,,S,,,,S,,S,S,
1313_33041,,,,,,,,,R,,,,S,,,R,
1313_11538,,R,,,S,,,,,,,,,,,R,
1313_24123,,,,,,,,,R,,,,S,,,,
1313_9095,,,,,,,S,,R,,,,R,,R,R,
1313_12287,,S,,,S,,,,,,,,,,,R,
1313_10582,,S,,,S,,,,,,,,,,,R,
1313_24815,,,,,,,S,,S,,,,S,,R,S,
1313_9326,,,,,,,S,,R,,,,S,,R,R,
1313_30896,,,,,,,S,,S,,,,S,,R,S,
1313_12842,,S,,,S,,,,,,,,,,,R,
1313_12832,,R,,,S,,,,,,,,,,,R,
1313_27946,,,,,,,S,,S,,,,S,,S,S,
1313_10703,,S,,,S,,,,,,,,,,,R,
1313_23388,,,,,,,S,,S,,,,S,,S,S,
1313_10654,,S,,,S,,,,,,,,,,,R,
1313_33914,,,,,,,S,,S,,,,S,,R,R,
1313_31112,,,,,,,S,,S,,,,,,S,R,
1313_10422,,R,,,S,,,,,,,,,,,R,
1313_28051,,,,,,,R,,R,,,,S,,,,
1313_24926,,,,,,,S,,S,,,,S,,R,R,
1313_23213,,,,,,,,,S,,,,S,,,,
1313_22987,,,,,,,S,,R,,,,R,,R,,
1313_5478,,,,,S,,S,,S,,,,,,S,,
1313_12429,,R,,,S,,,,,,,,,,,R,
1313_33375,,,,,,,S,,S,,,,S,,R,S,
1313_12309,,R,,,S,,,,,,,,,,,R,
1313_20540,,,,,,,S,,S,,,,,,S,S,
1313_11033,,R,,,S,,,,,,,,,,,R,
1313_26405,,,,,,,,,R,,,,S,,R,R,
1313_9277,,,,,,,S,,S,,,,S,,S,S,
1313_9194,,,,,,,S,,R,,,,R,,R,R,
1313_23161,,,,,,,,,S,,,,S,,,,
1313_26096,,,,,,,,,,,,,R,,,R,
1313_10093,,S,,,S,,,,,,,,,,,R,
1313_46751,,,,,S,,S,S,S,S,,,,,S,S,
1313_22517,,,,,,,S,,S,,,,S,,S,R,
1313_10575,,S,,,S,,,,,,,,,,,R,
1313_26028,,,,,,,,,,,,,R,,,R,
1313_26474,,,,,,,S,,S,,,,S,,R,S,
1313_25143,,,,,,,,,,,,,S,,,R,
1313_24397,,,,,,,S,,R,,,,R,,R,R,
1313_20657,,,,,,,S,,S,,,,R,,R,R,
1313_25142,,,,,,,S,,S,,,,R,,R,,
1313_9126,,,,,,,S,,S,,,,S,,S,S,
