Genome ID,amoxicillin,beta-lactam,cefepime,cefotaxime,ceftriaxone,cefuroxime,chloramphenicol,clindamycin,erythromycin,levofloxacin,linezolid,meropenem,penicillin,quinupristin_dalfopristin,tetracycline,trimethoprim_sulfamethoxazole,vancomycin
1313_34188,,,,,,,R,,S,,,,S,,S,S,
1313_26765,,,,,,,S,,S,,,,S,,S,S,
1313_30555,,,,,,,,,R,,,,S,,,,
1313_12849,,R,,,S,,,,,,,,,,,R,
1313_23886,,,,,,,S,,S,,,,,,R,R,
1313_33349,,,,,,,S,,R,,,,R,,R,R,
1313_21755,,,,,,,,,S,,,,R,,S,R,
1313_12314,,S,,,S,,,,,,,,,,,S,
1313_10064,,R,,,S,,,,,,,,,,,R,
1313_26933,,,,,,,S,,S,,,,R,,S,R,
1313_20336,,,,,,,S,,S,,,,R,,R,R,
1313_27201,,,,,,,S,,S,,,,S,,S,S,
1313_23634,,,,,,,S,,R,,,,R,,R,R,
1313_29824,,,,,,,,,S,,,,S,,S,S,
1313_31800,,,,,,,S,,R,,,,S,,S,R,
1313_11998,,S,,,S,,,,,,,,,,,R,
1313_30767,,,,,,,S,,S,,,,R,,S,R,
1313_24701,,,,,,,S,,S,,,,R,,R,,
1313_33769,,,,,,,S,,S,,,,S,,R,S,
1313_46799,,,,,S,,S,S,S,S,,,,,S,S,
1313_10974,,R,,,S,,,,,,,,,,,R,
1313_31954,,,,,,,S,,S,,,,S,,S,S,
1313_41997,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_31183,,,,,,,S,,S,,,,R,,R,S,
1313_23594,,,,,,,S,,R,,,,S,,S,R,
1313_47170,,,,,S,,S,S,S,S,,,,,S,S,
1313_22665,,,,,,,S,,R,,,,S,,R,S,
1313_17029,,,S,S,S,,,S,S,,,S,,,S,S,
1313_17099,,,S,S,S,,,S,S,,,S,,,S,S,
1313_12538,,R,,,S,,,,,,,,,,,R,
1313_31204,,,,,,,S,,R,,,,,,R,R,
1313_30780,,,,,,,R,,R,,,,S,,R,R,
1313_47237,,,,,S,,S,S,S,S,,,,,S,R,
1313_12374,,S,,,S,,,,,,,,,,,R,
1313_11524,,R,,,S,,,,,,,,,,,R,
1313_13017,,R,,,S,,,,,,,,,,,R,
1313_6001,,,,S,,,S,,,,,,,,R,,
1313_47262,,,,,S,,S,S,S,S,,,,,S,S,
1313_32205,,,,,,,R,,R,,,,R,,R,R,
1313_12032,,R,,,R,,,,,,,,,,,R,
1313_34301,,,,,,,S,,,,,,S,,,,
1313_25337,,,,,,,S,,S,,,,S,,S,S,
1313_24429,,,,,,,,,R,,,,S,,,,
760788_3,S,,,S,,R,S,S,R,S,,R,R,,S,S,S
1313_31772,,,,,,,S,,S,,,,S,,S,S,
1313_31811,,,,,,,,,R,,,,S,,S,,
1313_25118,,,,,,,,,R,,,,S,,R,R,
1313_12944,,S,,,S,,,,,,,,,,,R,
1313_32522,,,,,,,S,,R,,,,S,,S,R,
1313_33630,,,,,,,S,,S,,,,S,,S,R,
1313_23411,,,,,,,S,,S,,,,S,,S,S,
1313_21781,,,,,,,,,S,,,,S,,S,S,
1313_23164,,,,,,,,,S,,,,S,,,,
1313_30747,,,,,,,S,,S,,,,R,,S,R,
1313_17056,,,S,S,S,,,S,R,,,S,,,S,S,
1313_27937,,,,,,,S,,S,,,,S,,S,S,
760825_3,R,,,S,S,R,S,S,R,S,S,R,R,S,S,R,S
1313_46650,,,,,S,,S,S,S,S,,,,,S,S,
1313_31931,,,,,,,S,,S,,,,S,,S,S,
1313_26789,,,,,,,S,,S,,,,S,,S,S,
1313_12892,,S,,,S,,,,,,,,,,,R,
1313_31197,,,,,,,S,,R,,,,R,,R,R,
1313_20597,,,,,,,S,,S,,,,,,R,R,
1313_32937,,,,,,,,,S,,,,S,,R,,
1313_20650,,,,,,,S,,S,,,,,,S,R,
1313_23525,,,,,,,S,,S,,,,S,,S,R,
1313_32858,,,,,,,S,,S,,,,S,,R,S,
1313_29806,,,,,,,,,S,,,,S,,S,S,
1313_26399,,,,,,,,,,,,,R,,,R,
1313_23652,,,,,,,S,,S,,,,R,,S,R,
1313_29893,,,,,,,S,,S,,,,S,,S,S,
1313_33481,,,,,,,S,,R,,,,S,,S,S,
1313_30894,,,,,,,S,,R,,,,R,,R,S,
1313_25838,,,,,,,S,,R,,,,S,,S,S,
1313_24579,,,,,,,S,,R,,,,R,,R,R,
1313_24337,,,,,,,S,,R,,,,R,,R,R,
1313_27990,,,,,,,S,,,,,,S,,,,
1313_20509,,,,,,,S,,R,,,,,,S,S,
1313_25404,,,,,,,S,,R,,,,S,,S,R,
1313_34124,,,,,,,S,,S,,,,S,,S,R,
1313_24683,,,,,,,S,,S,,,,,,R,,
1313_31714,,,,,,,S,,S,,,,R,,S,R,
1313_27415,,,,,,,S,,S,,,,S,,S,R,
1313_46698,,,,,R,,S,S,R,S,,,,,S,S,
1313_31898,,,,,,,S,,R,,,,R,,S,R,
1313_6156,,,,R,,,S,,,,,,,,R,,
1313_8723,,,,,,,S,,S,,,,S,,R,S,
1313_20076,,,,,,,S,,S,,,,R,,S,S,
1313_26676,,,,,,,S,,S,,,,S,,R,S,
1313_9235,,,,,,,S,,S,,,,S,,R,S,
1313_25874,,,,,,,,,,,,,,,,S,
1313_22961,,,,,,,S,,S,,,,R,,R,,
1313_10080,,S,,,S,,,,,,,,,,,S,
1313_46769,,,,,S,,S,R,R,S,,,,,R,S,
1313_33459,,,,,,,S,,S,,,,R,,S,R,
1313_31464,,,,,,,S,,S,,,,,,R,R,
1313_8728,,,,,,,S,,R,,,,R,,R,R,
1313_32315,,,,,,,,,,,,,,,,S,
1313_26762,,,,,,,S,,S,,,,S,,S,S,
1313_30123,,,,,,,,,S,,,,S,,R,,
1313_27957,,,,,,,S,,R,,,,S,,S,R,
1313_30710,,,,,,,S,,S,,,,S,,S,S,
1313_29839,,,,,,,,,S,,,,S,,R,R,
1313_10774,,R,,,S,,,,,,,,,,,R,
1313_28010,,,,,,,R,,S,,,,S,,R,R,
1313_22853,,,,,,,S,,S,,,,S,,S,R,
1313_31178,,,,,,,S,,S,,,,S,,R,R,
1313_12909,,S,,,S,,,,,,,,,,,R,
1313_29758,,,,,,,,,S,,,,S,,S,R,
1313_22529,,,,,,,S,,S,,,,S,,S,R,
1313_26659,,,,,,,S,,R,,,,R,,R,R,
1313_31096,,,,,,,S,,S,,,,,,R,S,
1313_24396,,,,,,,S,,S,,,,S,,S,S,
1313_30467,,,,,,,R,,S,,,,S,,R,,
1313_22086,,,,,,,,,S,,,,S,,S,R,
1313_33421,,,,,,,S,,S,,,,R,,S,R,
1313_25029,,,,,,,,,,,,,S,,,R,
1313_30706,,,,,,,S,,S,,,,R,,S,R,
1313_30666,,,,,,,S,,R,,,,,,,R,
1313_24800,,,,,,,S,,R,,,,R,,R,,
1313_20024,,,,,,,S,,S,,,,,,S,R,
1313_12458,,S,,,S,,,,,,,,,,,S,
1313_26471,,,,,,,S,,S,,,,R,,R,R,
1313_20675,,,,,,,S,,S,,,,R,,S,R,
1313_12260,,R,,,S,,,,,,,,,,,S,
1313_26629,,,,,,,S,,S,,,,S,,R,S,
1313_12379,,R,,,S,,,,,,,,,,,R,
1313_6121,,,,,,,R,,R,,,,,,R,,
1313_32825,,,,,,,S,,S,,,,S,,S,S,
1313_27271,,,,,,,S,,S,,,,S,,S,S,
1313_25810,,,,,,,S,,R,,,,S,,S,S,
1313_9137,,,,,,,S,,S,,,,S,,S,S,
1313_10838,,S,,,S,,,,,,,,,,,S,
1313_12552,,R,,,S,,,,,,,,,,,R,
1313_26642,,,,,,,S,,S,,,,S,,R,R,
1313_27227,,,,,,,S,,S,,,,S,,S,R,
1313_9229,,,,,,,S,,S,,,,S,,R,S,
1313_23402,,,,,,,R,,R,,,,S,,R,R,
1313_32167,,,,,,,R,,R,,,,R,,R,R,
1313_26884,,,,,,,S,,S,,,,S,,S,R,
1313_6959,,,,,,,,,,,S,,,S,,,
1313_46637,,,,,S,,S,S,S,S,,,,,S,S,
1313_23528,,,,,,,S,,S,,,,S,,S,S,
1313_32332,,,,,,,,,,,,,,,,S,
1313_32358,,,,,,,R,,,,,,,,R,R,
1313_31689,,,,,,,S,,S,,,,,,R,,
1313_26532,,,,,,,,,,,,,,,,S,
1313_31806,,,,,,,,,S,,,,R,,S,,
1313_20503,,,,,,,S,,S,,,,,,S,R,
1313_34055,,,,,,,S,,S,,,,,,R,,
1313_27013,,,,,,,S,,S,,,,R,,R,R,
1313_8744,,,,,,,S,,S,,,,S,,S,S,
1313_30583,,,,,,,,,S,,,,S,,,,
1313_24859,,,,,,,S,,S,,,,S,,R,S,
1313_11420,,S,,,S,,,,,,,,,,,S,
1313_23427,,,,,,,S,,R,,,,S,,R,S,
1313_30888,,,,,,,S,,S,,,,S,,S,S,
1313_30397,,,,,,,S,,S,,,,S,,S,R,
1313_26039,,,,,,,S,,S,,,,S,,R,R,
1313_24498,,,,,,,S,,S,,,,S,,S,S,
1313_26645,,,,,,,S,,R,,,,R,,R,R,
1313_17070,,,S,S,S,,,S,S,,,S,,,S,S,
1313_34204,,,,,,,R,,R,,,,S,,S,S,
1313_23663,,,,,,,S,,S,,,,,,S,S,
1313_30795,,,,,,,S,,S,,,,S,,S,R,
1313_12719,,R,,,S,,,,,,,,,,,R,
1313_6347,,,,,S,,,,S,,,,,,,,
1313_17423,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_22055,,,,,,,,,S,,,,R,,S,R,
1313_11273,,S,,,S,,,,,,,,,,,R,
1313_32526,,,,,,,S,,S,,,,S,,S,S,
1313_25176,,,,,,,,,,,,,R,,,R,
1313_32373,,,,,,,S,,R,,,,R,,R,,
1313_5859,,,,,S,,S,,S,,,,,,S,,
1313_32934,,,,,,,,,S,,,,S,,R,,
1313_47265,,,,,S,,S,R,R,S,,,,,R,S,
1313_34135,,,,,,,R,,R,,,,R,,R,R,
1313_31601,,,,,,,,,R,,,,S,,,,
1313_47267,,,,,S,,S,S,S,S,,,,,R,R,
1313_26806,,,,,,,S,,S,,,,S,,R,S,
1313_23778,,,,,,,S,,S,,,,,,R,R,
1313_12496,,S,,,S,,,,,,,,,,,S,
1313_26945,,,,,,,S,,S,,,,S,,S,R,
1313_34133,,,,,,,S,,R,,,,S,,R,R,
1313_25792,,,,,,,S,,S,,,,S,,S,S,
1313_23420,,,,,,,S,,S,,,,S,,S,R,
1313_29836,,,,,,,,,S,,,,S,,S,S,
1313_33113,,,,,,,S,,R,,,,R,,R,R,
1313_10098,,S,,,S,,,,,,,,,,,R,
1313_12574,,S,,,S,,,,,,,,,,,S,
1313_46977,,,,,S,,S,S,S,S,,,,,S,R,
1313_47106,,,,,R,,S,S,R,S,,,,,S,S,
1313_23458,,,,,,,S,,S,,,,S,,S,R,
1313_13016,,R,,,S,,,,,,,,,,,R,
1313_23713,,,,,,,S,,R,,,,S,,R,,
1313_22122,,,,,,,,,S,,,,S,,S,R,
1313_33887,,,,,,,S,,S,,,,S,,S,S,
1313_6514,,,,,S,,S,,S,,,,,,S,,
1313_32707,,,,,,,S,,S,,,,S,,S,R,
1313_10456,,S,,,S,,,,,,,,,,,R,
1313_46528,,,,,S,,S,S,S,S,,,,,S,S,
1313_25384,,,,,,,S,,R,,,,R,,S,R,
1313_24571,,,,,,,S,,S,,,,S,,S,S,
1313_33091,,,,,,,S,,R,,,,S,,R,R,
1313_23034,,,,,,,S,,S,,,,S,,R,,
1313_27400,,,,,,,S,,S,,,,R,,S,R,
1313_46693,,,,,S,,S,R,R,S,,,,,R,S,
1313_46694,,,,,S,,S,R,R,S,,,,,R,S,
760760_3,S,,,S,,S,S,S,S,S,,S,S,S,S,S,S
1313_26968,,,,,,,S,,S,,,,S,,S,R,
1313_26156,,,,,,,S,,S,,,,R,,R,R,
1313_8920,,,,,,,S,,S,,,,S,,R,S,
1313_20065,,,,,,,S,,S,,,,,,S,S,
1313_26493,,,,,,,,,,,,,S,,,R,
1313_30099,,,,,,,S,,S,,,,S,,R,S,
1313_27987,,,,,,,R,,S,,,,S,,R,S,
1313_46758,,,,,S,,S,S,R,S,,,,,R,R,
1313_10648,,S,,,S,,,,,,,,,,,S,
1313_11405,,S,,,S,,,,,,,,,,,S,
1313_12464,,S,,,S,,,,,,,,,,,R,
1313_12491,,S,,,S,,,,,,,,,,,R,
1313_12337,,S,,,S,,,,,,,,,,,R,
1313_24292,,,,,,,S,,S,,,,S,,R,,
1313_26146,,,,,,,S,,S,,,,S,,R,R,
1313_20258,,,,,,,S,,R,,,,,,R,S,
1313_34223,,,,,,,S,,R,,,,S,,S,S,
1313_47218,,,,,S,,S,R,R,S,,,,,R,R,
1313_32396,,,,,,,,,R,,,,S,,R,R,
1313_23550,,,,,,,S,,S,,,,S,,S,S,
1313_9276,,,,,,,S,,R,,,,R,,R,R,
1313_34163,,,,,,,S,,S,,,,S,,S,S,
1313_26491,,,,,,,S,,S,,,,R,,R,R,
1313_30489,,,,,,,,,R,,,,S,,,,
1313_20492,,,,,,,S,,S,,,,R,,S,R,
1313_32035,,,,,,,S,,S,,,,S,,S,R,
1313_28006,,,,,,,R,,S,,,,S,,R,R,
1313_12497,,S,,,S,,,,,,,,,,,S,
1313_24011,,,,,,,R,,S,,,,,,R,R,
1313_26547,,,,,,,S,,S,,,,S,,R,R,
1313_25871,,,,,,,,,R,,,,S,,R,R,
1313_20052,,,,,,,S,,S,,,,,,S,S,
1313_31771,,,,,,,S,,S,,,,S,,S,R,
1313_32410,,,,,,,,,S,,,,R,,R,R,
1313_30808,,,,,,,S,,S,,,,R,,S,R,
1069624_3,,,,R,,,S,S,R,,,R,R,S,S,R,S
1313_24785,,,,,,,S,,S,,,,S,,R,,
1313_24324,,,,,,,S,,R,,,,R,,R,R,
1313_25101,,,,,,,,,,,,,S,,,R,
1313_21772,,,,,,,,,R,,,,R,,R,R,
1313_17444,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_31967,,,,,,,S,,R,,,,R,,S,R,
1313_27110,,,,,,,S,,S,,,,R,,R,R,
1313_34199,,,,,,,R,,S,,,,S,,S,S,
1313_30437,,,,,,,S,,S,,,,,,R,,
1313_31249,,,,,,,S,,S,,,,S,,R,R,
1313_31208,,,,,,,S,,S,,,,S,,S,S,
1313_25808,,,,,,,S,,S,,,,S,,S,S,
1313_31734,,,,,,,S,,S,,,,S,,S,S,
1313_10402,,S,,,S,,,,,,,,,,,S,
1313_23513,,,,,,,S,,S,,,,S,,S,S,
1313_25819,,,,,,,S,,R,,,,R,,R,R,
1313_26777,,,,,,,S,,S,,,,S,,S,S,
1313_12808,,S,,,S,,,,,,,,,,,S,
1313_31456,,,,,,,S,,S,,,,S,,R,R,
1313_26804,,,,,,,S,,S,,,,S,,S,S,
1313_47239,,,,,S,,S,S,R,S,,,,,S,R,
1313_20421,,,,,,,S,,S,,,,R,,S,S,
1313_31936,,,,,,,S,,S,,,,S,,S,R,
1313_23514,,,,,,,S,,R,,,,S,,R,S,
1313_31992,,,,,,,S,,S,,,,R,,S,R,
1313_11436,,R,,,R,,,,,,,,,,,R,
1313_26902,,,,,,,S,,S,,,,R,,S,R,
1313_31737,,,,,,,S,,S,,,,S,,S,S,
1313_11840,,S,,,S,,,,,,,,,,,R,
1313_11891,,S,,,S,,,,,,,,,,,R,
1313_25533,,,,,,,S,,S,,,,R,,R,R,
1313_46545,,,,,R,,S,R,R,S,,,,,R,R,
1313_33828,,,,,,,S,,S,,,,S,,S,R,
1313_9190,,,,,,,S,,S,,,,R,,R,R,
1313_30682,,,,,,,S,,R,,,,,,,R,
1313_31291,,,,,,,S,,R,,,,R,,R,R,
1313_31226,,,,,,,S,,S,,,,R,,R,R,
1313_22110,,,,,,,,,S,,,,S,,S,R,
1313_33028,,,,,,,,,,,,,,,,S,
1313_17327,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_34203,,,,,,,R,,S,,,,S,,S,S,
1313_12546,,R,,,S,,,,,,,,,,,R,
1313_11209,,S,,,S,,,,,,,,,,,R,
1313_26889,,,,,,,S,,S,,,,S,,S,R,
1313_12457,,S,,,S,,,,,,,,,,,R,
1313_30982,,,,,,,S,,S,,,,S,,R,S,
1313_12040,,S,,,S,,,,,,,,,,,R,
1313_33263,,,,,,,,,,,,,,,,S,
1313_47246,,,,,S,,S,S,S,S,,,,,S,S,
1313_11491,,R,,,S,,,,,,,,,,,R,
1313_20082,,,,,,,S,,S,,,,S,,R,R,
1313_23529,,,,,,,S,,R,,,,R,,R,R,
1313_12273,,S,,,S,,,,,,,,,,,R,
1313_30768,,,,,,,S,,S,,,,R,,S,R,
1313_32352,,,,,,,,,S,,,,R,,R,R,
1313_33267,,,,,,,S,,S,,,,S,,R,S,
1313_22043,,,,,,,,,S,,,,S,,S,R,
1313_32644,,,,,,,S,,R,,,,R,,R,R,
1313_17109,,,S,S,S,,,S,S,,,S,,,S,S,
1313_24920,,,,,,,S,,S,,,,S,,R,R,
1313_33801,,,,,,,S,,S,,,,S,,R,S,
1313_6963,,,,,,,,,,,S,,,S,,,
1313_30378,,,,,,,S,,S,,,,R,,R,,
1313_12893,,R,,,S,,,,,,,,,,,R,
1313_47070,,,,,S,,S,S,S,S,,,,,S,S,
1313_32497,,,,,,,S,,S,,,,S,,R,S,
1313_24991,,,,,,,,,,,,,R,,,S,
1313_32685,,,,,,,,,,,,,S,,,R,
1313_30997,,,,,,,S,,S,,,,,,S,R,
1313_22677,,,,,,,,,S,,,,S,,,,
1313_23866,,,,,,,S,,S,,,,,,S,R,
1313_46629,,,,,S,,S,S,S,S,,,,,S,S,
1313_26535,,,,,,,S,,S,,,,S,,R,S,
1313_26800,,,,,,,S,,R,,,,S,,S,S,
1313_10830,,S,,,S,,,,,,,,,,,R,
1313_26918,,,,,,,S,,S,,,,S,,S,R,
1313_23535,,,,,,,S,,S,,,,S,,R,S,
1313_32627,,,,,,,S,,R,,,,S,,R,R,
1313_32964,,,,,,,,,S,,,,S,,,,
1313_11675,,S,,,S,,,,,,,,,,,S,
1313_28032,,,,,,,R,,R,,,,S,,,,
1313_46732,,,,,S,,S,S,S,S,,,,,S,S,
1313_30193,,,,,,,,,S,,,,S,,,,
1313_11993,,S,,,S,,,,,,,,,,,R,
1313_32901,,,,,,,,,S,,,,S,,R,,
1313_6390,,,,R,,,S,,,,,,,,R,,
1313_46686,,,,,R,,S,R,R,S,,,,,R,R,
1313_26131,,,,,,,S,,R,,,,R,,R,R,
1313_33969,,,,,,,S,,S,,,,S,,S,S,
1313_27359,,,,,,,S,,S,,,,S,,S,R,
1313_26672,,,,,,,S,,S,,,,S,,R,S,
1313_26613,,,,,,,S,,S,,,,S,,R,S,
1313_33118,,,,,,,S,,S,,,,S,,R,S,
1313_32226,,,,,,,S,,S,,,,S,,R,R,
1313_7020,S,,,S,S,,S,S,S,S,S,S,S,,,R,S
1313_23130,,,,,,,S,,S,,,,S,,S,,
1313_24365,,,,,,,S,,S,,,,S,,S,S,
1313_24147,,,,,,,,,R,,,,S,,,,
1313_21023,,,,,,,S,,S,,,,,,R,R,
1313_6579,,,,,S,,,,S,,,,,,,,
1313_11424,,S,,,S,,,,,,,,,,,R,
1313_26791,,,,,,,S,,S,,,,S,,S,S,
1313_24820,,,,,,,S,,R,,,,R,,R,R,
1313_25592,,,,,,,,,,,,,,,,S,
1313_25547,,,,,,,,,,,,,,,,S,
1313_10226,,S,,,S,,,,,,,,,,,R,
1313_6283,,,,,S,,,,S,,,,,,S,,
1313_33724,,,,,,,S,,S,,,,S,,R,S,
1313_20465,,,,,,,S,,S,,,,,,S,S,
1313_22984,,,,,,,S,,S,,,,S,,R,,
1313_33071,,,,,,,,,R,,,,S,,R,R,
1313_30203,,,,,,,,,R,,,,S,,,,
1313_11872,,R,,,S,,,,,,,,,,,R,
1313_32648,,,,,,,,,S,,,,R,,R,R,
1313_11302,,S,,,S,,,,,,,,,,,S,
1313_34323,,,,,,,S,,R,,,,R,,R,R,
1313_32015,,,,,,,S,,S,,,,S,,S,S,
1313_12939,,R,,,R,,,,,,,,,,,R,
1313_23523,,,,,,,S,,R,,,,S,,R,S,
1313_23183,,,,,,,,,S,,,,S,,,,
1313_33818,,,,,,,S,,S,,,,S,,S,R,
1313_33559,,,,,,,S,,S,,,,S,,S,R,
1313_23567,,,,,,,S,,S,,,,R,,S,S,
1313_12218,,S,,,S,,,,,,,,,,,S,
1313_30891,,,,,,,S,,S,,,,S,,S,S,
1313_24649,,,,,,,S,,S,,,,S,,R,S,
1313_27146,,,,,,,S,,S,,,,S,,R,S,
1313_22033,,,,,,,,,S,,,,S,,S,R,
1313_41994,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_33390,,,,,,,S,,S,,,,S,,S,S,
1313_32102,,,,,,,S,,S,,,,R,,R,,
1313_30194,,,,,,,,,S,,,,S,,,,
1313_11089,,R,,,S,,,,,,,,,,,R,
1313_11134,,R,,,S,,,,,,,,,,,R,
1313_11648,,R,,,R,,,,,,,,,,,R,
1313_23512,,,,,,,S,,S,,,,S,,S,S,
1313_30761,,,,,,,S,,S,,,,R,,S,R,
1313_22668,,,,,,,S,,S,,,,S,,S,R,
1313_23536,,,,,,,S,,S,,,,S,,R,S,
1313_26042,,,,,,,,,,,,,R,,,R,
1313_23642,,,,,,,,,R,,,,R,,R,S,
1313_31630,,,,,,,S,,S,,,,,,R,,
1313_23751,,,,,,,S,,S,,,,,,R,S,
1313_26043,,,,,,,,,,,,,S,,,R,
1313_24758,,,,,,,S,,S,,,,S,,S,,
1313_17394,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_33737,,,,,,,S,,S,,,,S,,R,S,
1313_10055,,S,,,S,,,,,,,,,,,S,
1313_26490,,,,,,,S,,S,,,,S,,R,R,
1313_47121,,,,,S,,S,S,S,S,,,,,S,S,
1313_23022,,,,,,,S,,S,,,,S,,R,,
1313_32024,,,,,,,S,,S,,,,S,,S,S,
1313_23149,,,,,,,,,S,,,,S,,,,
1313_27052,,,,,,,S,,S,,,,R,,R,R,
1313_27917,,,,,,,S,,S,,,,S,,S,R,
1131630_3,S,,,S,S,S,S,S,R,S,S,S,R,S,S,S,S
1313_23780,,,,,,,S,,S,,,,S,,S,S,
1313_8982,,,,,,,S,,R,,,,R,,R,R,
1313_30572,,,,,,,,,R,,,,R,,,,
1313_25499,,,,,,,,,S,,,,R,,R,R,
1313_6187,,,,,S,,S,,S,,,,,,S,,
1313_33645,,,,,,,R,,S,,,,R,,R,R,
1313_25722,,,,,,,S,,S,,,,S,,R,R,
1313_11690,,R,,,S,,,,,,,,,,,R,
1313_11520,,S,,,S,,,,,,,,,,,R,
1313_32946,,,,,,,,,S,,,,S,,R,,
1313_25399,,,,,,,S,,S,,,,S,,S,S,
1313_46741,,,,,R,,S,S,R,S,,,,,S,S,
1313_34127,,,,,,,S,,R,,,,S,,S,R,
1313_33369,,,,,,,S,,S,,,,R,,R,R,
1313_20002,,,,,,,,,S,,,,R,,,,
1313_21481,,,,,,,,,R,,,,R,,R,S,
1313_23055,,,,,,,S,,R,,,,R,,R,R,
1313_26874,,,,,,,S,,R,,,,R,,S,R,
1313_25845,,,,,,,,,,,,,,,,S,
1313_32788,,,,,,,R,,R,,,,S,,R,S,
1313_24372,,,,,,,S,,R,,,,S,,S,R,
1313_33783,,,,,,,S,,S,,,,S,,R,S,
1313_6059,,,,,,,S,,R,,,,R,,R,,
1313_20143,,,,,,,,,R,,,,S,,,,
1313_26053,,,,,,,,,,,,,,,,S,
760806_3,S,,,S,,S,R,R,R,S,S,S,S,S,R,S,S
1313_8981,,,,,,,R,,S,,,,S,,S,S,
1313_17391,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_24967,,,,,,,R,,S,,,,,,R,,
1313_20786,,,,,,,S,,S,,,,,,S,S,
1313_20003,,,,,,,,,R,,,,S,,,,
1313_32806,,,,,,,S,,R,,,,S,,R,S,
1313_32209,,,,,,,S,,S,,,,S,,R,S,
1313_11485,,S,,,S,,,,,,,,,,,R,
1313_26660,,,,,,,S,,S,,,,S,,R,R,
1313_31785,,,,,,,S,,S,,,,S,,S,S,
1313_30601,,,,,,,,,R,,,,S,,,,
1313_26519,,,,,,,S,,S,,,,S,,R,R,
1313_30380,,,,,,,S,,S,,,,R,,R,,
760747_3,S,,,S,,S,S,S,S,S,,S,S,S,S,R,S
1313_29961,,,,,,,S,,S,,,,S,,S,R,
1313_32236,,,,,,,S,,R,,,,S,,R,S,
1313_24084,,,,,,,S,,S,,,,S,,S,R,
1313_12754,,S,,,S,,,,,,,,,,,R,
1313_31901,,,,,,,S,,R,,,,S,,S,R,
1313_24015,,,,,,,S,,S,,,,S,,S,R,
1313_25803,,,,,,,S,,S,,,,S,,S,S,
1313_10790,,S,,,S,,,,,,,,,,,S,
1313_25805,,,,,,,S,,S,,,,S,,S,S,
1313_12059,,R,,,S,,,,,,,,,,,R,
1313_10235,,R,,,S,,,,,,,,,,,R,
1313_23206,,,,,,,,,R,,,,S,,,,
1313_25797,,,,,,,S,,S,,,,S,,S,S,
1313_46740,,,,,S,,S,S,R,S,,,,,S,R,
1313_24045,,,,,,,S,,S,,,,R,,R,S,
1313_32431,,,,,,,S,,S,,,,S,,R,S,
1313_24474,,,,,,,,,R,,,,S,,R,,
1313_31229,,,,,,,S,,R,,,,R,,R,R,
1313_10157,,R,,,S,,,,,,,,,,,R,
1313_10642,,R,,,S,,,,,,,,,,,R,
1313_10426,,R,,,S,,,,,,,,,,,R,
1313_30097,,,,,,,S,,S,,,,S,,R,S,
1313_12713,,S,,,S,,,,,,,,,,,R,
1313_26655,,,,,,,S,,R,,,,S,,R,R,
1313_46585,,,,,R,,S,S,R,S,,,,,S,S,
1313_17328,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_10871,,R,,,S,,,,,,,,,,,R,
1313_20971,,,,,,,S,,S,,,,,,S,S,
1313_31598,,,,,,,,,R,,,,S,,,,
1313_12080,,R,,,S,,,,,,,,,,,R,
1313_33314,,,,,,,,,,,,,S,,R,R,
1313_26686,,,,,,,S,,R,,,,R,,R,R,
1313_21776,,,,,,,,,S,,,,S,,R,R,
1313_47027,,,,,S,,S,R,R,S,,,,,R,S,
1313_23429,,,,,,,S,,R,,,,S,,R,S,
1313_21824,,,,,,,,,R,,,,R,,R,R,
1313_21017,,,,,,,S,,S,,,,,,S,S,
1313_12530,,S,,,S,,,,,,,,,,,R,
1313_26808,,,,,,,S,,R,,,,S,,S,R,
1313_22747,,,,,,,,,R,,,,S,,,,
1313_26926,,,,,,,S,,S,,,,S,,S,R,
1313_23445,,,,,,,S,,S,,,,S,,S,S,
1313_8925,,,,,,,S,,R,,,,R,,R,R,
1313_27938,,,,,,,R,,S,,,,S,,S,S,
1313_24476,,,,,,,S,,S,,,,S,,S,S,
1313_27120,,,,,,,S,,S,,,,S,,R,S,
1313_31606,,,,,,,,,R,,,,S,,,,
1313_33494,,,,,,,S,,S,,,,S,,S,S,
1313_24036,,,,,,,S,,S,,,,,,R,R,
1313_33453,,,,,,,S,,S,,,,S,,S,S,
1313_29739,,,,,,,,,R,,,,R,,S,R,
1313_5608,,,,R,,,S,,R,,,,,,R,,
1313_20457,,,,,,,S,,S,,,,,,S,S,
1313_21029,,,,,,,S,,S,,,,R,,S,S,
1313_33420,,,,,,,S,,S,,,,S,,S,S,
1313_30687,,,,,,,S,,S,,,,,,,R,
1313_24587,,,,,,,S,,S,,,,R,,R,R,
1313_26779,,,,,,,S,,S,,,,S,,S,S,
1313_25599,,,,,,,,,R,,,,R,,R,R,
1313_31791,,,,,,,S,,R,,,,R,,S,R,
760743_3,,,,S,,,S,,R,,,,S,,S,S,S
1313_23541,,,,,,,S,,S,,,,S,,S,R,
1313_25308,,,,,,,S,,S,,,,S,,S,R,
