Genome ID,amoxicillin_clavulanic acid,ampicillin,azithromycin,cefepime,cefotaxime,cefoxitin,ceftazidime,ceftiofur,ceftriaxone,cephalosporin,chloramphenicol,ciprofloxacin,ertapenem,furazolidone,gentamicin,kanamycin,meropenem,nalidixic acid,netilmicin,ofloxacin,pefloxacin,spectinomycin,streptomycin,sulfamethoxazole,sulfisoxazole,sulfonamides,tetracycline,tigecycline,trimethoprim,trimethoprim_sulfamethoxazole
90370_4866,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
590_14187,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
58712_75,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12053,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90371_5248,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90370_4817,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5504,,R,,,R,,R,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
192955_415,,R,R,,,S,S,,S,,S,R,,,S,S,,R,S,,,S,S,,,S,S,,S,
28901_847,R,R,S,,,S,,S,S,,R,S,,,S,,,S,,,,,S,,R,,R,,,S
590_12576,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
399587_44,S,S,S,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,S,,,R,S,S,
590_12074,S,R,,,,S,,,R,,S,R,,,S,,,S,,,,,,,,,R,,,R
590_16897,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_206,,S,,,,,,,,,S,,,,S,S,,S,,,,S,,S,,,S,,S,
90371_6232,,S,,,,,,,,,S,,,,,R,,,,,,,R,,,,,,,S
590_15929,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12581,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
98360_75,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,S,,R,,R,,,S
59201_4120,,R,S,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
590_14064,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,,,R,,,S
590_14737,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90371_5483,,R,,,R,,R,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
399587_94,S,S,R,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
85569_101,,R,,,,,,,,,R,S,,S,S,S,,R,S,,,R,R,,,R,R,,R,
28901_21079,,R,,,,R,R,,,,,R,,,,,,R,,,,,,,,,,,,R
590_16151,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
28901_16305,,R,,,,,,,S,,S,S,,,S,S,,S,,,,,R,,R,,R,,,S
682797_9,R,R,S,,,R,,R,R,,R,S,,,R,,,S,,,,,R,,R,,R,,,S
85569_85,,R,,,,,,,,,R,S,,S,S,S,,R,S,,,R,R,,,R,R,,R,
590_12622,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
58712_82,S,R,S,,,S,,S,R,,R,S,,,R,,,R,,,,,R,,R,,R,,,R
28901_803,R,R,S,,,S,,S,S,,S,S,,,R,,,S,,,,,S,,R,,S,,,S
85569_374,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_4098,,R,S,,,,S,,S,,S,S,,,S,,S,,,,,,,,,,S,,,R
54388_231,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4121,,S,S,,,,S,,S,,S,S,,,S,,S,,,,S,,,,,,S,,,S
590_14512,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2503,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_15710,S,S,,,,S,,,S,,S,R,,,S,,,R,,,,,,,S,,S,,,S
54388_220,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5368,R,R,,,,,S,,S,,R,R,,,R,,,R,,S,,,,,,,,,R,
399587_53,S,R,R,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
590_16225,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
58712_68,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3567,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90370_4931,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
54388_293,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
399587_93,S,R,S,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
192955_359,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
595_138,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
399587_57,S,R,S,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,S,S,R,
590_16268,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
90371_2135,R,R,,,,R,,R,R,,S,S,,,,,,S,,,,,R,,R,,R,,,S
28901_779,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12404,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
28901_21411,,S,S,,S,,,,,,S,S,,,S,S,S,,,,,S,S,,,,S,,S,
85569_214,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
595_152,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_15908,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,S,,S,,,S
28901_21082,,R,,,R,R,R,,,,,S,,,,,S,S,,,,,,,,,,,,R
90370_3456,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_340,,R,,,,,,,,,R,S,,S,,,,S,,,,S,R,,,R,R,,S,R
590_15748,S,R,,,,S,,,S,,S,S,,,R,,,S,,,,,,,S,,R,,,S
54388_326,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
54388_86,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90370_4790,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_812,S,S,S,,,S,,S,S,,S,R,,,S,,,S,,,,,R,,R,,R,,,R
590_13799,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,S,,,S
590_14059,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
58712_80,S,R,S,,,S,,S,S,,R,S,,,R,,,S,,,,,S,,R,,R,,,S
590_16294,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,,,R,,,S
590_12463,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
85569_223,,S,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_3148,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
85569_351,,S,,,,,,,,,S,,,,,,,S,,,,,S,,,S,S,,S,
90370_4895,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
90370_3021,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
192955_398,,R,S,,,S,S,,S,,R,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
54388_308,,S,S,,,,,,,,S,S,,,,,,R,,,,S,S,,,S,S,,S,
90370_3623,S,R,S,,,S,,,R,,R,R,,,S,,S,,,,,,R,,,,S,,,R
90371_5460,,R,,,S,,S,,S,,S,,S,,S,,S,S,,,S,,,,,,S,,,R
108619_145,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
59201_4130,,R,R,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
590_12340,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_15625,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,S,,R,,,S
54388_224,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_88,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,R,
90371_2128,R,R,,,,S,,S,S,,R,S,,,,,,S,,,,,R,,R,,R,,,S
108619_160,S,R,S,,,S,,S,S,,R,S,,,R,,,S,,,,,R,,R,,R,,,R
85569_290,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_3560,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_17168,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_667,,S,,,S,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
590_12550,S,S,,,,S,,,S,,S,R,,,S,,,R,,,,,,,S,,R,,,S
59201_4148,,R,S,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
90370_4855,,S,,,,,,,,S,S,S,,,,,,S,,,,,,,,,,,,S
590_12342,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_16259,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_3532,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90370_2988,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
28901_806,S,R,S,,,S,,S,S,,S,R,,,S,,,S,,,,,S,,R,,R,,,R
192955_425,,R,S,,,S,S,,S,,S,S,,,R,S,,R,S,,,R,R,,,R,R,,S,
90370_3039,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_5501,,R,S,,,,S,,S,,R,R,S,,S,,S,R,,,R,,,,,,R,,,R
590_14378,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
28901_771,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,R,,S,,S,,,S
90370_2760,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
28901_775,S,R,,,,S,,S,S,,S,S,,,S,,,S,,,,,R,,R,,R,,,R
90370_3165,,S,,,,,,,S,,R,S,,,,,,,,,,,,,,,,,,S
54388_229,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5495,,R,,,S,,S,,S,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
90370_5489,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
590_11960,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12631,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2769,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3592,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
59201_4129,,R,S,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
590_12228,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,S,,R,,,S
90370_3023,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
54388_370,,S,S,,,,S,,S,,S,S,S,,S,,S,,,,S,,,,,,S,,,S
54388_340,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
590_12287,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5354,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
590_12280,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_12562,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
28901_21052,,R,,,R,S,S,,,,,S,,,,,S,S,,,,,,,,,,,,R
82689_63,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
108619_186,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_15281,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
90370_2966,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
399587_49,S,R,S,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,R,,,R,S,R,
590_12382,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3287,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
28901_807,R,R,S,,,R,,R,R,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12187,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
590_12229,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2690,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12062,S,R,,,,S,,,S,,S,S,,,R,,,S,,,,,,,S,,R,,,S
590_14722,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
90370_3081,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_13700,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12418,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
682797_8,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3087,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
149391_24,R,R,S,,,R,,R,R,,S,S,,,R,,,S,,,,,S,,R,,S,,,R
90370_5472,,R,S,,,,S,,S,,R,R,,,S,,,R,,,R,,,,,,R,,,R
85569_131,,R,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,S,S,,S,
590_15894,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2577,R,R,S,,,S,,,R,,R,R,,,S,,S,,,,,,R,,,,S,,,R
85569_97,,R,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,R,S,,S,
192955_403,,R,S,,,S,S,,S,,S,R,,,S,R,,R,S,,,S,S,,,S,S,,S,
590_17200,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,,,R,,,S
590_16996,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
54388_385,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,,,,,,,S,,,S
590_12348,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
59201_4102,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
363569_44,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12506,S,S,,,,S,,,S,,R,S,,,R,,,S,,,,,,,,,S,,,S
90370_2496,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_1108,,S,,,S,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
149391_35,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12341,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
399587_78,S,R,S,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,R,,,R,S,R,
590_12429,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,,,S,,,S
54388_388,,S,S,,,,S,,S,,S,R,S,,S,,S,S,,,S,,,,,,S,,,S
90370_4134,,S,S,,,,S,,S,,S,S,,,S,,S,,,,S,,,,,,S,,,S
28901_767,S,S,S,,,S,,S,S,,R,S,,,S,,,S,,,,,R,,R,,R,,,S
399587_92,S,S,R,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,R,,,R,S,R,
90370_2735,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
399587_47,S,S,R,S,S,S,S,,S,,S,,,,S,,S,R,,,S,,,R,,,S,S,R,
90370_4963,,R,,,,,,,,S,R,R,,,,,,R,,,,,,,,,,,,R
85569_261,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
28901_16270,,R,,,,,,S,,,,,,,S,,,,,,,,,,,,,,,S
192955_417,,R,S,,,S,S,,S,,R,R,,,R,R,,R,S,,,R,R,,,R,R,,R,
90370_2882,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
54388_219,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
108619_49,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
90370_3387,S,R,S,,,S,,,R,,R,R,,,S,,S,,,,,,R,,,,S,,,R
590_12476,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,S,,R,,,S
590_12442,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,,,S,,,S
90370_3449,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_2134,S,R,,,,S,,S,S,,S,S,,,,,,S,,,,,R,,R,,R,,,S
90370_3028,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_4111,,S,S,,,,S,,,,S,S,,,S,,S,,,,,,,,,,S,,,S
90370_3068,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
59201_4214,,S,S,,,,,,S,,S,S,,,,,S,,,,,,,,,,,S,,S
590_16359,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_12221,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
54388_236,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12488,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_16341,R,R,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
149539_884,,S,,,,,,,,,S,,,,,,,,,,,,R,,S,,S,,,
90370_2483,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
363569_33,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3405,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5395,S,R,,,,,S,,S,,R,S,,,R,,,S,,S,,,,,,,,,R,
590_15416,S,S,,,,S,,,S,,S,R,,,S,,,R,,,,,,,S,,R,,,S
90370_3555,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_5526,,R,S,,,,S,,S,,R,R,S,,S,,S,R,,,R,,,,,,R,,,R
590_12316,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
590_12558,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
85569_135,,R,,,,,,,,,R,S,,S,S,S,,S,R,,,R,R,,,R,R,,S,
590_14546,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
363569_40,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12195,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_5471,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
590_15124,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90371_5431,S,R,,,,,S,,S,,R,S,,,S,,,S,,S,,,,,,,,,R,
590_12059,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
192955_435,,S,S,,,S,S,,S,,S,S,,,S,S,,S,S,,,S,S,,,R,S,,S,
54388_238,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_17,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
85569_134,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
590_12421,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90371_5255,S,R,,,,,S,,S,,R,S,,,S,,,S,,S,,,,,,,,,R,
54388_241,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2767,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
192955_372,,R,S,,,S,S,,S,,S,R,,,S,S,,R,S,,,S,S,,,R,R,,S,
54388_232,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_15857,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_3063,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_16721,S,R,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
59201_4081,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
90371_5512,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
90371_5262,R,R,,,,,S,,S,,R,R,,,S,,,R,,S,,,,,,,,,S,
28901_778,R,R,S,,,R,,R,R,,S,S,,,S,,,S,,,,,S,,R,,R,,,S
85569_51,,R,,,,,,,,,R,S,,S,S,R,,S,S,,,R,R,,,R,R,,S,
28901_21061,,R,,,R,S,R,,,,,S,,,,,S,S,,,,,,,,,,,,R
90370_2928,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
192955_396,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,R,
90370_4959,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
598_29,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90371_5388,R,R,,,,,S,,S,,R,S,,,S,,,R,,S,,,,,,,,,R,
590_16989,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,S,,,S
90371_2941,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
85569_196,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
595_146,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
58095_46,S,R,R,,,S,,R,R,,R,S,,,R,,,S,,,,,R,,R,,R,,,R
28901_860,R,R,S,,,R,,R,R,,R,S,,,R,,,S,,,,,R,,R,,R,,,S
59201_4133,,R,S,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
399587_58,R,R,S,S,S,S,S,,S,,R,,,,R,,S,S,,,S,,,R,,,R,S,R,
28901_781,R,R,S,,,R,,R,R,,S,S,,,S,,,S,,,,,R,,R,,R,,,S
192955_439,,R,S,,,S,S,,S,,S,R,,,S,S,,R,S,,,S,S,,,S,R,,S,
90370_3465,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
595_142,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
59201_4086,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
192954_46,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_15654,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2514,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3109,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
28901_801,S,R,S,,,S,,S,S,,S,S,,,S,,,S,,,,,R,,R,,S,,,R
85569_176,,R,,,,,,,,,R,S,,S,R,S,,S,S,,,R,R,,,R,R,,S,
85569_218,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,R,R,,,R,S,,S,
28901_9238,,S,,,,,,,,,,S,,,,,,,,,,,,,,,,S,,S
28901_849,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
85569_70,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,R,
85569_269,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
108619_174,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3073,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_138,,R,,,,,,,,,R,S,,S,,,,S,,,,R,R,,,R,R,,R,S
108619_143,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
85569_141,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,R,R,,,R,S,,S,
590_14404,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,,,R,,,S
590_16837,S,S,,,,S,,,S,,S,R,,,S,,,S,,,,,,,S,,R,,,S
590_16787,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
85569_163,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,S,,,R,S,,S,
54388_298,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90370_5529,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,,,,,,,S,,,S
90370_3444,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_15877,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_2518,,S,,,,,,,S,,R,S,,,,,,,,,,,,,,,,,,R
399587_96,S,S,R,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,R,,,R,S,R,
90371_5485,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
90370_3170,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
590_16451,R,R,,,,S,,,S,,R,S,,,R,,,S,,,,,,,,,R,,,R
590_12371,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,S,,,R
90370_397,,S,,,S,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
28901_793,S,R,S,,,S,,S,S,,S,S,,,S,,,S,,,,,R,,R,,S,,,S
590_16888,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_3564,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
598_25,S,R,S,,,S,,R,R,,R,S,,,R,,,S,,,,,R,,R,,R,,,R
90371_5502,,R,,,S,,S,,S,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
486990_9,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12468,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,S,,S,,,S
85569_288,,R,,,,,,,,,R,S,,S,S,R,,S,S,,,R,R,,,R,R,,R,
590_14136,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
58712_64,S,R,R,,,S,,S,S,,S,S,,,R,,,R,,,,,R,,R,,R,,,R
90371_5258,S,R,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
28901_855,S,R,S,,,S,,S,S,,S,S,,,R,,,S,,,,,S,,S,,R,,,S
54388_217,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5299,R,R,,,,,S,,S,,R,S,,,R,,,R,,S,,,,,,,,,R,
85569_148,,R,,,,,,,,,R,S,,S,S,S,,R,S,,,R,R,,,R,R,,R,
90105_137,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
59201_4144,,R,S,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
90371_892,,R,,,,,,,,,R,S,,,S,,,,,,,,,,,,,,R,
90370_414,,S,,,,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
90370_4927,,R,,,,,,,,S,R,R,,,,,,R,,,,,,,,,,,,R
90370_2766,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_16492,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
58712_74,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
