Genome ID,azithromycin,cefixime,cefpodoxime,ceftriaxone,ciprofloxacin,erythromycin,levofloxacin,penicillin,spectinomycin,tetracycline
485_8706,S,S,,S,S,,,,,
485_84,S,S,S,S,R,,,,S,R
485_17054,S,,,S,S,,,S,S,S
485_15632,S,,,S,S,,,S,S,S
485_4412,R,S,,S,R,,,,,
485_4871,S,S,,S,,,,,,
485_4445,S,S,,S,S,,,,,
485_5472,S,S,,S,R,,,,,
485_13620,S,,,S,R,,,R,S,
485_4455,R,S,,S,R,,,,,
485_12882,S,,,S,R,,,R,S,S
485_3677,R,S,,S,R,,,,,
485_14910,S,,,S,S,,,S,S,S
485_14397,R,,,S,S,,,S,S,S
485_9610,S,S,,S,,,,,,
485_13191,S,,,S,S,,,S,S,S
485_12937,S,,,S,S,,,R,S,S
485_5528,S,S,,S,S,,,,,
485_4333,R,S,,S,R,,,,,
485_5100,S,R,,S,R,,,,,
485_6863,S,,,,S,,,,,
485_4827,S,S,,S,R,,,,,
485_17028,S,,,S,R,,,S,S,S
485_13300,S,,,S,S,,,S,S,S
485_13312,S,,,S,R,,,R,S,S
485_12900,S,,,S,S,,,S,S,S
485_7036,S,,,,R,,,,,
485_17519,S,,,S,S,,,S,S,S
485_14819,S,,,S,S,,,S,S,S
485_8337,S,S,,S,S,,,,,
485_4185,R,S,,S,R,,,,,
485_5576,S,S,,S,R,,,,,
485_9286,S,S,,S,R,,,,,
485_17613,S,,,S,S,,,S,S,S
485_13230,S,,,S,S,,,S,S,S
485_8435,S,S,,S,,,,,,
485_13471,S,,,S,R,,,S,S,S
485_13610,S,,,S,S,,,S,S,S
485_8402,S,S,,S,R,,,,,
485_7748,S,S,,S,S,,,R,S,R
485_13675,S,,,S,S,,,S,S,S
485_552,R,S,,S,,,,,,
485_17850,,S,,S,R,,R,,,
485_5519,S,S,,S,R,,,,,
485_5579,S,S,,S,R,,,,,
485_15515,R,,,S,S,,,S,S,S
485_13516,R,,,S,S,,,S,S,S
485_14367,S,,,S,R,,,R,S,
485_8659,S,S,,S,S,,,,,
485_4169,R,S,,S,R,,,,,
485_448,S,S,,S,R,,,,,
485_5142,S,S,,S,S,,,,,
485_13342,S,,,S,S,,,S,S,S
485_14142,S,,,S,S,,,S,S,S
485_14973,R,,,S,S,,,S,S,S
485_4395,S,S,,S,S,,,,,
485_8900,S,S,,S,S,,,,,
485_9410,S,S,,S,,,,,,
485_17050,S,,,S,R,,,S,S,S
485_14051,S,,,S,S,,,S,S,S
485_9468,S,S,,S,S,,,,,
485_15508,S,,,S,S,,,S,S,S
485_14148,S,,,S,S,,,S,S,S
485_13343,R,,,S,S,,,S,S,S
485_15501,S,S,,S,S,,,,,
485_8537,S,S,,S,S,,,,,
485_4487,S,S,,S,R,,,,,
485_17659,S,,,S,S,,,S,S,S
485_13096,S,,,S,S,,,R,S,S
485_9110,S,S,,S,R,,,,,
485_17055,S,,,S,R,,,R,S,S
485_7047,S,,,,R,,,,,
485_16593,S,,,S,S,,,S,S,S
485_4134,S,S,,S,S,,,,,
485_12874,S,,,S,R,,,R,S,S
485_14337,S,,,S,S,,,S,S,S
485_8687,S,S,,S,,,,,,
485_15601,S,,,S,S,,,R,S,S
485_14408,S,,,S,R,,,R,S,S
485_17881,,R,,S,R,,R,,,
485_568,R,S,,S,,,,,,
485_5097,S,S,,S,R,,,,,
485_15550,S,,,S,S,,,S,S,S
485_5507,S,S,,S,S,,,,,
485_13975,S,,,S,S,,,S,S,S
485_4118,S,S,,S,S,,,,,
485_549,R,S,,S,,,,,,
485_17047,S,,,S,S,,,S,S,S
485_13533,S,,,S,S,,,R,S,S
485_3751,S,S,,S,S,,,,,
485_8554,S,S,,S,R,,,,,
485_15429,S,S,,S,R,,,,,
485_5042,S,S,,R,R,,,,,
485_5599,S,S,,S,R,,,,,
485_8479,S,S,,S,S,,,,,
485_755,S,S,,S,R,R,,R,S,R
485_13432,R,,,S,S,,,R,S,S
485_15664,S,,,S,S,,,R,S,S
485_732,S,S,,S,R,R,,R,S,R
485_3946,R,S,,S,R,,,,,
485_8640,S,S,,S,S,,,,,
485_9632,,S,,S,,,,,,
485_4355,S,S,,S,S,,,,,
485_4769,S,S,,S,,,,,,
485_5158,S,S,,S,S,,,,,
485_15478,,S,,S,S,,,,,
485_3947,R,S,,S,R,,,,,
485_9210,S,S,,S,S,,,,,
485_4361,S,S,,S,S,,,,,
485_13707,S,,,S,S,,,S,S,S
485_8774,S,S,,S,,,,,,
485_5053,S,S,,S,S,,,,,
485_16487,S,,,S,S,,,R,S,S
485_14232,S,,,S,S,,,S,S,S
485_5391,S,S,,S,S,,,,,
485_4835,S,S,,S,R,,,,,
485_9085,S,S,,S,S,,,,,
485_9226,S,S,,S,S,,,,,
485_13497,S,,,S,S,,,S,S,S
485_5632,S,S,,S,S,,,,,
485_8892,S,S,,S,S,,,,,
485_8590,S,S,,S,S,,,,,
485_4408,R,S,,S,R,,,,,
485_17848,,S,,R,R,,R,,,
485_5674,S,S,,S,R,,,,,
485_4883,R,S,,S,,,,,,
485_5031,S,S,,S,S,,,,,
485_4473,R,S,,S,R,,,,,
485_13383,S,,,S,S,,,S,S,S
485_3654,S,S,,S,R,,,,,
485_16752,S,,,S,S,,,S,S,S
485_829,S,S,,S,S,S,,R,S,S
485_14550,S,,,S,S,,,S,S,S
485_5481,S,S,,S,R,,,,,
485_51,R,S,S,S,S,,,,S,R
485_5623,S,S,,S,S,,,,,
485_13571,S,,,S,R,,,R,S,S
485_9152,S,S,,S,,,,,,
485_5601,S,S,,S,R,,,,,
485_13679,S,,,S,S,,,S,S,S
485_14155,S,,,S,S,,,S,S,S
485_9055,S,S,,S,S,,,,,
485_14970,S,,,S,S,,,R,S,S
485_4294,S,S,,S,S,,,,,
485_242,S,S,S,S,S,,,,S,R
485_858,R,S,,S,R,R,,R,S,R
485_13575,S,,,S,S,,,S,S,S
485_730,S,S,,S,R,S,,R,S,R
485_8403,S,S,,S,R,,,,,
485_9495,R,S,,S,R,,,,,
485_15024,S,,,S,R,,,S,S,S
485_15551,S,,,S,R,,,R,S,S
485_9159,S,S,,S,R,,,,,
485_14986,R,,,S,S,,,R,S,S
485_17632,S,,,S,S,,,S,S,S
485_386,R,S,,S,R,,,,,
485_14765,S,,,S,R,,,R,S,S
485_6959,S,,,,S,,,,,
485_4468,R,S,,S,R,,,,,
485_13474,S,,,S,S,,,S,S,S
485_6961,S,S,,S,S,,,,,
485_8288,S,S,,S,S,,,,,
485_16420,S,,,S,S,,,S,S,S
485_3853,S,S,,S,R,,,,,
485_14966,S,,,S,S,,,S,S,S
485_14967,S,,,S,S,,,S,S,S
485_13597,S,,,S,R,,,R,S,S
485_14881,S,,,S,S,,,S,S,S
485_9768,R,S,,S,S,,,,S,R
485_9038,S,S,,S,R,,,,,
485_14313,S,,,S,S,,,S,S,
485_14746,S,,,S,S,,,S,S,S
485_9250,S,S,,S,S,,,,,
485_8711,S,S,,S,S,,,,,
485_13989,S,,,S,S,,,S,S,S
485_5127,S,S,,S,S,,,,,
485_13672,S,,,S,R,,,R,S,S
485_5434,S,S,,S,S,,,,,
485_4416,S,S,,S,S,,,,,
485_3784,S,S,,S,R,,,,,
485_15592,S,,,S,R,,,R,S,S
485_9647,S,,,S,S,,,R,S,S
485_862,S,S,,S,S,S,,S,S,R
485_8988,S,S,,S,S,,,,,
485_13193,S,,,S,S,,,S,S,S
485_14944,S,,,S,S,,,S,S,S
485_8832,S,S,,S,,,,,,
485_8652,S,S,,S,S,,,,,
485_4841,S,S,,S,,,,,,
485_9185,S,S,,S,R,,,,,
485_4964,S,S,,S,S,,,,,
485_9096,S,S,,S,S,,,,,
485_17667,S,,,S,S,,,S,S,S
485_8953,S,S,,S,,,,,,
485_13525,S,,,S,S,,,R,S,S
485_5365,S,S,,S,S,,,,,
485_3634,S,S,,S,S,,,,,
485_15518,R,,,S,S,,,S,S,S
485_12950,S,,,S,R,,,R,S,S
485_14335,S,,,S,R,,,R,S,S
485_442,S,S,,S,S,,,,,
485_17506,S,,,S,R,,,S,S,S
485_13833,S,,,S,R,,,R,S,S
485_8818,S,S,,S,S,,,,,
485_727,S,S,,S,R,R,,R,S,R
485_17526,S,,,S,S,,,S,S,S
485_4232,R,S,,S,S,,,,,
485_13103,S,,,S,R,,,S,S,S
485_427,R,S,,S,S,,,,,
485_14796,S,,,S,S,,,S,S,S
485_16677,S,,,S,S,,,S,S,S
485_5139,S,R,,S,R,,,,,
485_317,S,S,,S,,,,,,
485_5376,S,S,,S,S,,,,,
485_8601,S,S,,S,S,,,,,
485_3642,R,S,,S,R,,,,,
485_8605,S,S,,S,S,,,,,
485_13552,S,,,S,R,,,S,S,S
485_13837,S,,,S,S,,,S,S,S
485_17640,S,,,S,S,,,S,S,S
485_14039,S,,,S,S,,,S,S,S
485_4003,S,S,,S,R,,,,,
485_3084,S,,,R,R,,,R,S,R
485_4305,R,S,,S,S,,,,,
485_15510,R,,,S,S,,,S,S,S
485_15004,S,,,S,S,,,S,S,S
485_15529,S,,,S,S,,,R,S,S
485_17580,S,,,S,S,,,S,S,S
485_14292,S,,,S,R,,,R,S,
485_13278,R,,,S,S,,,S,S,S
485_15521,S,,,S,S,,,S,S,S
485_13380,S,,,S,R,,,R,S,
485_592,R,S,,S,,,,,,
485_5119,,S,,S,R,,,,,
485_261,S,S,R,S,S,,,,S,R
485_5408,S,S,,S,S,,,,,
485_4075,S,S,,S,R,,,,,
485_4261,S,S,,S,S,,,,,
485_793,S,S,,S,R,R,,R,S,R
485_15509,R,,,S,S,,,S,S,S
485_14438,S,,,S,R,,,S,S,S
485_6891,S,,,,S,,,,,
485_164,S,S,R,S,R,,,,S,R
485_14940,R,,,S,S,,,S,S,S
485_4097,R,S,,S,R,,,,,
485_584,R,S,,S,,,,,,
485_5637,S,S,,S,S,,,,,
485_13402,S,,,S,R,,,S,S,S
485_5483,S,S,,S,R,,,,,
485_9638,,S,,S,,,,,,
485_14837,S,,,S,S,,,R,S,S
485_579,R,S,,S,,,,,,
485_5012,S,S,,S,R,,,,,
485_265,S,S,S,S,R,,,,S,R
485_728,S,S,,S,R,R,,R,S,R
485_13247,S,,,S,R,,,S,S,S
485_13476,R,,,S,S,,,S,S,S
485_13194,S,,,S,R,,,R,S,
485_12959,S,,,S,S,,,R,S,S
485_5487,S,S,,S,S,,,,,
485_17067,S,,,S,R,,,S,S,S
485_14196,S,,,S,S,,,R,S,S
485_13841,S,,,S,S,,,S,S,S
485_8929,S,S,,S,S,,,,,
485_4269,R,S,,S,S,,,,,
485_470,R,S,,S,,,,,,
485_9397,S,S,,S,S,,,,,
485_13224,S,,,S,R,,,S,S,
485_4167,R,S,,S,R,,,,,
485_4022,R,S,,S,R,,,,,
485_4805,R,S,,S,R,,,,,
485_14825,S,,,S,S,,,S,S,S
485_17803,,S,,S,R,,R,,,
485_9333,S,S,,S,R,,,,,
485_229,S,S,S,S,R,,,,S,R
485_4428,S,S,,S,R,,,,,
485_8612,S,S,,S,S,,,,,
485_5008,S,S,,S,R,,,,,
485_14146,S,,,S,S,,,S,S,
485_5009,S,S,,S,S,,,,,
485_9407,S,S,,S,R,,,,,
485_9092,S,S,,S,S,,,,,
485_14207,S,,,S,S,,,S,S,S
485_845,S,S,,S,R,R,,R,S,R
485_15595,S,,,S,S,,,S,S,S
485_6889,S,,,,S,,,,,
485_8534,S,S,,S,S,,,,,
485_8598,S,S,,S,,,,,,
485_13714,S,,,S,R,,,S,S,S
485_15625,S,,,S,S,,,S,S,S
485_4454,R,S,,S,R,,,,,
485_17603,S,,,S,S,,,S,S,S
485_857,S,S,,S,S,S,,R,S,R
485_9396,S,S,,S,R,,,,,
485_13484,S,,,S,R,,,S,S,S
485_9112,S,S,,S,R,,,,,
485_16739,S,,,S,R,,,R,S,S
485_7012,S,,,,R,,,,,
485_8930,S,S,,S,S,,,,,
485_9776,R,S,,S,S,,,,S,R
485_5669,S,S,,S,R,,,,,
485_14448,S,,,S,R,,,R,S,S
485_5358,S,S,,S,S,,,,,
485_4820,,S,,S,R,,,,,
485_5297,S,S,,S,R,,,,,
485_16491,R,,,S,S,,,S,S,S
485_9076,S,S,,S,R,,,,,
485_742,S,S,,S,R,R,,R,S,R
485_13034,S,,,S,R,,,R,S,S
485_13346,S,,,S,S,,,R,S,S
485_14820,S,,,S,R,,,S,S,S
485_13683,S,,,S,S,,,S,S,S
485_17754,,R,,S,R,,R,,,
485_9693,S,,,S,S,,,R,S,S
485_15587,S,,,S,S,,,S,S,S
485_788,S,S,,S,R,R,,R,S,R
485_5324,S,S,,S,S,,,,,
485_5597,S,S,,S,R,,,,,
485_8485,S,S,,S,R,,,,,
485_17674,S,,,S,S,,,S,S,S
485_14505,S,,,S,S,,,S,S,S
485_9473,S,S,,S,S,,,,,
485_8957,S,S,,S,S,,,,,
485_8905,S,S,,S,S,,,,,
485_13665,S,,,S,S,,,S,S,S
485_14841,R,,,S,S,,,R,S,S
485_14189,S,,,S,S,,,S,S,S
485_13211,S,,,S,S,,,S,S,S
485_8792,S,S,,S,R,,,,,
485_14279,S,,,S,R,,,R,S,S
485_6938,S,,,,R,,,,,
485_15497,S,S,,S,S,,,,,
485_14880,S,,,S,R,,,S,S,S
485_13867,R,,,S,S,,,S,S,S
485_443,R,S,,S,R,,,,,
485_13612,S,,,S,S,,,S,S,S
485_17558,S,,,S,S,,,R,S,S
485_137,S,S,R,S,R,,,,S,R
485_6840,S,,,,S,,,,,
485_251,S,S,R,S,R,,,,S,R
485_4443,R,S,,S,S,,,,,
485_8491,S,S,,S,S,,,,,
485_8499,S,S,,S,S,,,,,
485_8925,S,S,,S,S,,,,,
485_5475,S,S,,S,R,,,,,
485_9728,S,,,S,S,,,R,S,
485_9209,S,S,,S,S,,,,,
485_16412,S,,,S,R,,,S,S,S
485_5590,S,S,,S,S,,,,,
485_723,S,S,,S,S,S,,R,S,S
485_15682,S,,,S,S,,,S,S,S
485_13887,S,,,S,S,,,S,S,S
485_8426,S,S,,S,S,,,,,
485_15494,S,S,,S,S,,,,,
485_8404,S,S,,S,S,,,,,
485_13066,S,,,S,S,,,S,S,S
485_13424,S,,,S,S,,,S,S,S
485_13642,S,,,S,R,,,R,S,S
485_5401,S,S,,S,S,,,,,
485_4014,R,S,,S,S,,,,,
485_14975,S,,,S,S,,,S,S,S
485_752,R,S,,S,R,R,,R,S,R
485_41,S,S,,S,S,,,,,
485_8394,S,S,,S,S,,,,,
485_372,R,S,,S,,,,,,
485_14049,S,,,S,S,,,S,S,S
485_14911,S,,,S,R,,,S,S,S
485_13524,S,,,S,S,,,S,S,S
485_12934,S,,,S,S,,,S,S,S
485_13059,S,,,S,S,,,S,S,S
485_13609,S,,,S,S,,,R,S,S
485_13563,S,,,S,S,,,S,S,S
485_13273,S,,,S,R,,,S,S,S
485_14471,S,,,S,R,,,R,S,S
485_17631,S,,,S,S,,,S,S,S
485_5385,S,S,,S,R,,,,,
485_6803,S,,,,R,,,,,
485_14464,S,,,S,R,,,S,S,S
485_14036,S,,,S,S,,,S,S,S
485_8642,S,S,,S,,,,,,
485_8397,S,S,,S,S,,,,,
485_8847,S,S,,S,S,,,,,
485_13172,S,,,S,S,,,S,S,S
485_5383,S,S,,S,S,,,,,
485_17544,S,,,S,S,,,S,S,S
485_5021,S,S,,S,R,,,,,
485_8721,R,S,,S,,,,,,
485_5859,S,S,,S,R,,,,,
485_14350,S,,,S,S,,,S,S,S
485_9740,S,S,,S,R,,,,S,R
485_13225,S,,,S,S,,,S,S,S
485_13634,S,,,S,R,,,R,S,S
485_73,S,S,R,S,R,,,,S,R
485_5071,S,S,,S,S,,,,,
485_268,S,S,S,S,R,,,,S,R
485_5610,S,R,,R,R,,,,,
485_16746,S,,,S,R,,,R,S,S
485_8920,S,S,,S,S,,,,,
485_13132,S,,,S,R,,,R,S,S
485_9322,S,S,,S,S,,,,,
485_13960,S,,,S,S,,,R,S,S
485_9773,R,S,,S,S,,,,S,R
485_14343,S,,,S,R,,,R,S,S
485_8946,S,S,,S,,,,,,
485_4995,S,S,,S,R,,,,,
485_5259,S,S,,S,S,,,,,
485_206,S,S,S,S,S,,,,S,R
485_8793,S,S,,S,S,,,,,
485_12936,S,,,S,S,,,R,S,S
485_8917,S,S,,S,S,,,,,
485_13817,S,,,S,S,,,S,S,
485_165,S,S,S,S,R,,,,S,R
485_13257,S,,,S,R,,,S,S,S
485_5174,S,S,,S,R,,,,,
485_13122,S,,,S,S,,,R,S,S
485_15036,S,,,S,S,,,R,S,S
485_14068,S,,,S,S,,,S,S,S
485_832,S,S,,S,S,S,,S,S,S
485_5496,S,S,,S,R,,,,,
485_7013,S,,,,S,,,,,
485_13539,S,,,S,S,,,S,S,S
485_5346,S,S,,S,R,,,,,
485_8535,S,S,,S,S,,,,,
485_13318,R,,,S,S,,,S,S,S
485_13866,S,,,S,S,,,S,S,S
485_15425,S,S,,S,R,,,,,
485_172,S,S,R,S,R,,,,S,R
485_14205,S,,,S,S,,,R,S,S
485_4053,R,S,,S,R,,,,,
485_193,S,S,S,S,R,,,,S,R
485_8099,S,R,,R,R,,,R,S,R
485_13082,S,,,S,R,,,S,S,S
485_14074,S,,,S,S,,,S,S,S
485_9101,S,S,,S,S,,,,,
485_9156,S,S,,S,R,,,,,
485_14687,R,,,S,S,,,S,S,S
485_4226,R,S,,S,S,,,,,
485_3756,R,S,,S,S,,,,,
485_4307,R,S,,S,R,,,,,
485_9066,S,S,,S,S,,,,,
485_4178,S,S,,S,S,,,,,
485_12971,S,,,S,S,,,S,S,S
485_13142,S,,,S,R,,,R,S,S
485_13227,S,,,S,S,,,S,S,S
485_13436,S,,,S,S,,,S,S,S
485_14439,S,,,S,S,,,S,S,S
485_4126,R,S,,S,S,,,,,
485_13414,S,,,S,S,,,S,S,S
485_13990,S,,,S,S,,,S,S,S
485_5107,S,S,,S,R,,,,,
485_13559,S,,,S,S,,,S,S,S
485_8836,S,S,,S,S,,,,,
485_13636,S,,,S,S,,,R,S,S
485_9376,S,S,,S,,,,,,
485_13021,S,,,S,R,,,R,S,S
485_16482,S,,,S,R,,,R,S,S
485_14877,S,,,S,S,,,R,S,S
485_739,S,S,,S,R,R,,R,S,R
485_17475,S,,,S,S,,,R,S,S
485_8664,S,S,,S,R,,,,,
485_14423,S,,,S,S,,,S,S,S
485_17441,S,,,S,R,,,R,S,S
485_9569,S,S,,S,R,,,,,
485_4219,R,S,,S,R,,,,,
485_13189,S,,,S,R,,,R,S,
485_9006,S,S,,S,R,,,,,
485_3939,S,,,S,R,,,,,
485_9412,S,S,,S,R,,,,,
485_16744,S,,,S,S,,,R,S,S
485_467,R,S,,S,,,,,,
485_3899,R,S,,S,S,,,,,
485_15619,S,,,S,R,,,R,S,S
485_13058,S,,,S,S,,,S,S,S
485_13781,S,,,S,R,,,R,S,
485_5315,S,S,,S,R,,,,,
485_3932,S,S,,S,S,,,,,
485_4979,S,S,,S,R,,,,,
485_6956,S,,,,S,,,,,
485_17032,S,,,S,R,,,R,S,S
485_8950,S,S,,S,,,,,,
485_13941,S,,,S,R,,,S,S,S
485_5295,S,S,,S,S,,,,,
485_15562,S,,,S,S,,,S,S,S
485_14535,S,,,S,S,,,S,S,
485_472,R,S,,S,,,,,,
485_873,S,S,,S,S,,,,,R
485_5502,S,S,,S,S,,,,,
485_17762,,R,,S,R,,R,,,
485_13991,S,,,S,S,,,S,S,S
485_14429,S,,,S,S,,,S,S,S
485_5326,S,S,,S,S,,,,,
485_9672,S,,,S,R,,,R,S,S
485_13341,S,,,S,S,,,S,S,S
485_13347,S,,,S,S,,,S,S,S
485_5405,S,S,,S,R,,,,,
485_3735,R,S,,S,R,,,,,
485_14781,S,,,S,S,,,S,S,S
485_555,R,S,,S,,,,,,
485_14403,S,,,S,S,,,S,S,S
485_9720,S,,,S,R,,,R,S,R
485_15596,S,,,S,S,,,R,S,S
485_5612,S,S,,S,R,,,,,
485_4083,S,S,,S,R,,,,,
485_5274,S,S,,S,S,,,,,
485_13959,S,,,S,S,,,R,S,S
485_14762,S,,,S,R,,,R,S,
485_8543,S,S,,S,S,,,,,
485_8939,S,S,,S,S,,,,,
485_5492,S,S,,S,R,,,,,
485_9377,S,S,,S,S,,,,,
485_17476,S,,,S,S,,,S,S,S
485_13190,R,,,S,S,,,S,S,S
485_13494,S,,,S,S,,,S,S,S
485_13208,S,,,S,S,,,S,S,S
485_13048,S,,,S,S,,,S,S,S
485_14489,S,,,S,R,,,R,S,S
485_9061,S,S,,S,S,,,,,
485_4309,R,S,,S,S,,,,,
485_15053,S,,,S,S,,,S,S,S
485_15635,S,,,S,R,,,R,S,
485_271,S,S,S,S,R,,,,S,R
485_5445,S,S,,S,R,,,,,
485_14351,S,,,S,S,,,S,S,S
485_17604,S,,,S,S,,,S,S,S
485_9413,S,S,,S,S,,,,,
485_4800,R,S,,S,R,,,,,
485_13397,S,,,S,R,,,R,S,S
485_13197,S,,,S,R,,,R,S,
485_112,S,S,S,S,R,,,,S,R
485_13137,S,,,S,S,,,R,S,S
485_8581,S,S,,S,R,,,,,
485_16374,S,,,S,R,,,S,S,S
485_9204,S,S,,S,S,,,,,
485_856,S,S,,S,S,S,,R,S,R
485_17814,,S,,S,R,,R,,,
485_9262,S,S,,S,S,,,,,
485_4223,S,S,,S,S,,,,,
485_14426,S,,,S,R,,,S,S,S
485_8786,S,S,,S,S,,,,,
485_364,R,S,,S,S,,,,,
485_111,S,S,S,S,R,,,,S,R
485_4828,R,S,,S,R,,,,,
485_3872,S,S,,S,R,,,,,
485_720,S,S,,S,R,R,,R,S,R
485_13090,S,,,S,R,,,R,S,S
485_5387,S,S,,S,R,,,,,
485_13480,S,,,S,S,,,R,S,S
485_15645,S,,,S,R,,,R,S,S
485_17524,S,,,S,S,,,R,S,S
485_15030,S,,,S,R,,,S,S,S
485_5634,S,S,,S,R,,,,,
485_81,S,S,R,S,R,,,,S,R
485_4026,R,S,,S,R,,,,,
485_17527,S,,,S,R,,,S,S,S
485_522,R,S,,S,,,,,,
485_9717,S,,,R,R,,,R,S,
485_5192,S,S,,S,R,,,,,
485_7104,S,,,,S,,,,,
485_8656,S,S,,S,S,,,,,
485_14431,S,,,S,R,,,R,S,S
485_14434,S,,,S,S,,,S,S,S
485_9439,S,S,,S,R,,,,,
485_3993,R,S,,S,R,,,,,
485_178,S,S,R,S,R,,,,S,R
485_17561,S,,,S,S,,,S,S,S
485_5662,S,S,,S,R,,,,,
485_746,S,S,,S,R,R,,R,S,R
485_17529,S,,,S,S,,,R,S,S
485_15445,S,S,,S,S,,,,,
485_4476,S,S,,S,S,,,,,
485_834,S,S,,S,S,S,,R,S,R
485_17563,S,,,S,S,,,S,S,S
485_14384,S,,,S,R,,,S,S,S
485_363,R,S,,S,R,,,,,
485_5167,S,S,,S,S,,,,,
485_8661,S,S,,S,R,,,,,
485_14978,S,,,S,S,,,S,S,S
485_15032,S,,,S,S,,,S,S,S
485_17657,S,,,S,S,,,S,S,S
485_8471,S,S,,S,R,,,,,
485_9719,S,,,S,R,,,R,S,R
485_4830,S,S,,S,,,,,,
485_12897,S,,,S,R,,,S,S,S
485_244,S,S,R,S,R,,,,S,R
485_8432,S,S,,S,S,,,,,
485_13869,S,,,S,S,,,S,S,S
485_14955,S,,,S,S,,,S,S,S
485_13253,S,,,S,S,,,R,S,S
485_14522,S,,,S,S,,,S,S,S
485_14514,S,,,S,R,,,R,S,S
485_13737,R,,,S,R,,,S,S,S
485_13186,R,,,S,S,,,S,S,S
485_8386,S,S,,S,R,,,,,
485_254,S,S,R,S,R,,,,S,R
485_4068,R,S,,S,R,,,,,
485_7027,S,,,,S,,,,,
485_14349,S,,,S,R,,,R,S,S
485_15402,S,S,,S,S,,,,,
485_14972,S,,,S,S,,,S,S,S
485_9069,S,S,,S,S,,,,,
485_4766,R,S,,S,,,,,,
485_15029,S,,,S,S,,,S,S,S
485_13739,R,,,S,S,,,S,S,S
485_281,S,S,R,S,R,,,,S,R
485_5043,S,S,,S,S,,,,,
485_9525,S,S,,S,R,,,,,
485_16595,S,,,S,S,,,S,S,S
485_3788,S,S,,S,R,,,,,
485_5540,S,S,,S,R,,,,,
485_14427,S,,,S,S,,,R,S,S
485_311,R,S,,S,,,,,,
485_14935,S,,,S,R,,,R,S,S
485_3331,R,R,,,R,,,R,S,R
485_9592,S,S,,S,,,,,,
485_4156,S,S,,S,R,,,,,
485_13263,S,,,S,S,,,S,S,S
485_17796,,S,,S,R,,R,,,
485_9244,S,S,,S,S,,,,,
485_190,S,S,S,S,S,,,,S,R
485_13936,S,,,S,S,,,S,S,S
485_8451,S,S,,S,S,,,,,
485_9160,S,S,,S,S,,,,,
485_17816,,S,,S,R,,R,,,
485_13881,S,,,S,R,,,R,S,
485_13530,S,,,S,S,,,S,S,S
485_4962,S,S,,S,R,,,,,
485_13818,S,,,S,S,,,S,S,S
485_5198,S,S,,S,R,,,,,
485_9537,S,S,,S,R,,,,,
485_16869,S,,,S,S,,,S,S,S
485_17570,S,,,S,S,,,S,S,S
485_3664,R,S,,S,R,,,,,
485_14991,S,,,S,R,,,S,S,S
485_13555,S,,,S,S,,,S,S,S
485_5360,S,S,,S,S,,,,,
485_5236,S,S,,S,S,,,,,
485_14792,S,,,S,S,,,R,S,S
485_8593,S,S,,S,R,,,,,
485_4901,R,,,,R,,,,,
485_7702,S,S,,S,S,,,R,S,R
485_14849,S,,,S,S,,,S,S,S
485_3786,R,S,,S,R,,,,,
485_9751,,S,,S,R,,,,S,R
485_6905,S,,,,S,,,,,
485_4928,R,,,,,,,,,
485_9667,S,,,S,R,,,R,S,S
485_9467,S,S,,S,S,,,,,
485_5193,S,S,,S,S,,,,,
485_9581,S,S,,S,R,,,,,
485_13370,S,,,S,S,,,S,S,S
485_14503,S,,,S,S,,,S,S,S
485_5052,S,S,,S,S,,,,,
485_6778,S,,,,S,,,,,
485_9196,S,S,,S,R,,,,,
485_9426,S,S,,S,S,,,,,
485_13717,S,,,S,S,,,S,S,S
485_13528,S,,,S,S,,,R,S,S
485_14128,S,,,S,S,,,S,S,S
485_17854,,S,,S,R,,R,,,
485_3833,S,S,,S,R,,,,,
485_9779,S,S,,S,R,,,,S,R
485_8714,S,S,,S,R,,,,,
485_13119,S,,,S,R,,,S,S,S
485_5403,S,S,,S,S,,,,,
485_8820,S,S,,S,R,,,,,
485_17895,R,,,S,,,,,,
485_782,S,S,,S,S,S,,R,S,S
485_14385,S,,,S,S,,,S,S,S
485_8861,S,S,,S,S,,,,,
485_17617,S,,,S,S,,,S,S,S
485_5070,S,S,,S,R,,,,,
485_6927,S,,,,R,,,,,
485_13375,R,,,S,S,,,S,S,S
485_17586,S,,,S,S,,,S,S,S
485_13444,S,,,S,S,,,R,S,S
485_13255,S,,,S,S,,,S,S,S
485_5332,S,S,,S,S,,,,,
485_13045,S,,,S,S,,,R,S,S
485_14833,S,,,S,S,,,S,S,S
485_13379,S,,,S,S,,,S,S,S
485_4847,R,S,,S,R,,,,,
485_13365,S,,,S,R,,,S,S,S
485_5630,S,S,,S,S,,,,,
485_13204,S,,,S,R,,,S,S,S
485_772,S,S,,S,S,S,,R,S,R
485_8422,S,S,,S,R,,,,,
485_5505,S,S,,S,R,,,,,
485_9124,S,S,,S,,,,,,
485_4418,R,S,,S,S,,,,,
485_794,S,S,,S,R,R,,R,S,R
485_8891,S,S,,S,R,,,,,
485_3799,S,S,,S,R,,,,,
485_5619,S,S,,S,R,,,,,
485_15023,S,,,S,S,,,S,S,S
485_17552,S,,,S,S,,,S,S,S
485_14779,S,,,S,S,,,S,S,S
485_14895,S,,,S,R,,,R,S,S
485_15670,S,,,S,R,,,R,S,S
485_14296,S,,,S,S,,,S,S,S
485_9315,S,S,,S,,,,,,
